회사명,종류,회차,발행액(억원),만기일,평가종류,직전등급,현재등급,평가일,리포트,Type
리치월드제19차,ABS,1(사모사채),3.69,2022.05.27,본,,AAA (sf),2020.10.14,S,자산유동화증권
마에스트로에스피,ABSTB,14,210,,수시,,A1 (sf),2020.10.14,S,자산유동화증권
비아이티리치제일차,ABCP,2,400,,본,,A1 (sf),2020.10.14,S,자산유동화증권
시은제8차,ABCP,4,2450,,본,,A1 (sf),2020.10.14,S,자산유동화증권
시은제8차,ABS,4(사모사채),3.69,2022.04.25,본,,AAA (sf),2020.10.14,S,자산유동화증권
써니금융제십차,ABSTB,12,300,,정기,A1 (sf),A1 (sf),2020.10.14,S,자산유동화증권
에스엘티구래제일차,ABCP,6,700,,정기,A1 (sf),A1 (sf),2020.10.14,S,자산유동화증권
에스엘티구래제일차,ABSTB,7,700,,정기,A1 (sf),A1 (sf),2020.10.14,S,자산유동화증권
오토피아제육십칠차유동화전문,ABS,1-9,200,2023.05.18,정기,AAA (sf),AAA (sf),2020.10.14,S,자산유동화증권
와이유앤제삼차,ABS,2(사모사채),1.49,2021.10.31,본,,AAA (sf),2020.10.14,S,자산유동화증권
원트웬티파이브제일차,ABCP,9,500,,본,,A1 (sf),2020.10.14,S R,자산유동화증권
트루가산제일차,ABSTB,15,400,,정기,,A1 (sf),2020.10.14,S,자산유동화증권
피오타워제일차,ABCP,9,600,,본,,A1 (sf),2020.10.14,S,자산유동화증권
하나오션제일차,ABSTB,9,200,,정기,A1 (sf),A1 (sf),2020.10.14,S,자산유동화증권
하이레지스탕스제이차,ABS,2(사모사채),4.1,2022.04.13,본,,AAA (sf),2020.10.14,S,자산유동화증권
하이레지스탕스제이차,ABCP,2-1,2450,,본,,A1 (sf),2020.10.14,S,자산유동화증권
리치게이트제팔차,ABSTB,12,300,,정기,A1 (sf),A1 (sf),2020.10.13,S,자산유동화증권
시은제8차,ABCP,3,2500,,본,,A1 (sf),2020.10.13,S,자산유동화증권
시은제8차,ABS,3(사모사채),3.77,2022.04.25,본,,AAA (sf),2020.10.13,S,자산유동화증권
티월드제삼십팔차유동화전문,ABS,1-27,29,2022.12.28,정기,AAA (sf),AAA (sf),2020.10.13,S,자산유동화증권
르네상스영종,ABCP,1,350,,수시,A2+ (sf),A2 (sf),2020.10.12,S,자산유동화증권
마에스트로에이치,ABSTB,9,500,,수시,A1 (sf),A1 (sf),2020.10.12,S,자산유동화증권
비케이베스트제5차,ABCP,3,2450,,본,,A1 (sf),2020.10.12,S,자산유동화증권
비케이베스트제5차,ABS,3(사모사채),3.73,2022.04.25,본,,AAA (sf),2020.10.12,S,자산유동화증권
에스에이더베스트,ABCP,5,150,,본,,A2 (sf),2020.10.12,S,자산유동화증권
위드문더블유,ABCP,1,250,,본,,A2 (sf),2020.10.12,S R,자산유동화증권
트루프렌드평촌제삼차,ABSTB,14,200,,본,,A1 (sf),2020.10.12,S,자산유동화증권
트루프렌드평촌제이차,ABSTB,14,230,,본,,A1 (sf),2020.10.12,S,자산유동화증권
포에버제이비제구차,ABCP,3-2,2,,수시,,A1 (sf),2020.10.12,S,자산유동화증권
한국주택금융공사,BC,MBS 2020-32,100,2050.10.13,본,,AAA (sf),2020.10.12,S R,자산유동화증권
비케이베스트제5차,ABCP,2,2450,,본,,A1 (sf),2020.10.08,S,자산유동화증권
비케이베스트제5차,ABS,2(사모사채),3.73,2022.04.25,본,,AAA (sf),2020.10.08,S,자산유동화증권
빅아이제팔차,ABCP,1,2450,,본,,A1 (sf),2020.10.08,S,자산유동화증권
빅아이제팔차,ABS,1(사모사채),3.74,2022.05.31,본,,AAA (sf),2020.10.08,S,자산유동화증권
세이프박스제삼차,ABCP,1,2000,,본,,A1 (sf),2020.10.08,S,자산유동화증권
세이프박스제삼차,ABS,1(사모사채),2.52,2022.01.28,본,,AAA (sf),2020.10.08,S,자산유동화증권
시은제8차,ABCP,2,2450,,본,,A1 (sf),2020.10.08,S,자산유동화증권
시은제8차,ABS,2(사모사채),3.73,2022.04.25,본,,AAA (sf),2020.10.08,S,자산유동화증권
에프엔강남,ABSTB,9,290,,본,,A1 (sf),2020.10.08,S R,자산유동화증권
윈케이제오십구차,ABCP,1,2524,,본,,A1 (sf),2020.10.08,S,자산유동화증권
윈케이제오십구차,ABS,1(사모사채),4,2022.04.07,본,,AAA (sf),2020.10.08,S,자산유동화증권
클래식블루,ABSTB,9,2170,,수시,A1 (sf),A1 (sf),2020.10.08,S,자산유동화증권
뉴스타천원,ABSTB,9,100,,정기,A1 (sf),A1 (sf),2020.10.07,S,자산유동화증권
리치게이트제팔차,ABSTB,12,300,,수시,,A1 (sf),2020.10.07,S,자산유동화증권
마에스트로에이치,ABSTB,9,500,,수시,,A1 (sf),2020.10.07,S,자산유동화증권
비앙코제팔차,ABSTB,2-20,303,,수시,A1 (sf),A1 (sf),2020.10.07,S,자산유동화증권
비앙코제팔차,ABCP,2-21,1,,수시,A1 (sf),A1 (sf),2020.10.07,S,자산유동화증권
스마트파이낸싱제십이차,ABSTB,4,61,,본,,A1 (sf),2020.10.07,S,자산유동화증권
엔에이치테크팩제일차,ABCP,13,1,,정기,A1 (sf),A1 (sf),2020.10.07,S,자산유동화증권
장강제일차,ABSTB,12,317,,수시,A3 (sf),A3 (sf),2020.10.07,S,자산유동화증권
하나에이치인더홀딩스제일차,ABCP,1-9,1500,,정기,A1 (sf),A1 (sf),2020.10.07,S,자산유동화증권
실버건,ABCP,1-1,2450,,본,,A1 (sf),2020.10.06,S,자산유동화증권
실버건,ABS,1-2(사모사채),3.8,2022.04.05,본,,AAA (sf),2020.10.06,S,자산유동화증권
와이유앤제일차,ABCP,2,2100,,본,,A1 (sf),2020.10.06,S,자산유동화증권
와이유앤제일차,ABS,2(사모사채),3.39,2022.05.31,본,,AAA (sf),2020.10.06,S,자산유동화증권
케이디제이플러스,ABS,1(사모사채),3.4,2022.04.20,본,,AAA (sf),2020.10.06,S,자산유동화증권
케이디제이플러스,ABCP,1-1,2100,,본,,A1 (sf),2020.10.06,S,자산유동화증권
비케이베스트제5차,ABCP,1,2450,,본,,A1 (sf),2020.10.05,S,자산유동화증권
비케이베스트제5차,ABS,1(사모사채),3.77,2022.04.25,본,,AAA (sf),2020.10.05,S,자산유동화증권
와이유앤제이차,ABCP,2,2450,,본,,A1 (sf),2020.10.05,S,자산유동화증권
와이유앤제이차,ABS,2(사모사채),3.77,2022.05.31,본,,AAA (sf),2020.10.05,S,자산유동화증권
제이온더블유,ABSTB,9,50,,수시,A2- (sf),A2- (sf),2020.10.05,S,자산유동화증권
지아이비캡스,ABSTB,29,600,,수시,A1 (sf),A1 (sf),2020.10.05,S,자산유동화증권
케이디씨제일차,ABSTB,99,165,,본,,A1 (sf),2020.10.05,S R,자산유동화증권
케이비에스티제일차,ABCP,9,300,,정기,A1 (sf),A1 (sf),2020.10.05,S,자산유동화증권
퀀텀점프제이차,ABCP,9,195,,정기,A1 (sf),A1 (sf),2020.10.05,S,자산유동화증권
뉴스타아이피,ABSTB,20,507,,정기,A1 (sf),A1 (sf),2020.09.29,S,자산유동화증권
동학혁명제삼차,ABCP,1,2450,,본,,A1 (sf),2020.09.29,S,자산유동화증권
동학혁명제삼차,ABS,1(사모사채),4,2022.03.31,본,,AAA (sf),2020.09.29,S,자산유동화증권
디비고양삼송유동화전문,ABS,1,269,2023.10.11,본,,AAA (sf),2020.09.29,S R,자산유동화증권
브레티니제일차,ABSTB,7,30,,본,,A1 (sf),2020.09.29,S R,자산유동화증권
신한프라이머리텀론비제이차,ABSTB,83,417.5,,수시,A1 (sf),A1 (sf),2020.09.29,S,자산유동화증권
써니금융제십차,ABSTB,12,300,,수시,A1 (sf),A1 (sf),2020.09.29,S,자산유동화증권
에스제이강북제삼차,ABSTB,2-9,50,,본,,A2+ (sf),2020.09.29,S,자산유동화증권
에스제이강북제이차,ABSTB,2-9,50,,본,,A2+ (sf),2020.09.29,S,자산유동화증권
장강제십일차,ABSTB,9,316,,수시,A3 (sf),A3 (sf),2020.09.29,S,자산유동화증권
지아이비에스티,ABSTB,14,495,,본,,A1 (sf),2020.09.29,S R,자산유동화증권
트리플에이제10차,ABCP,5,2450,,본,,A1 (sf),2020.09.29,S,자산유동화증권
트리플에이제10차,ABS,5(사모사채),3.88,2022.04.25,본,,AAA (sf),2020.09.29,S,자산유동화증권
네오민트,ABS,1(사모사채),4.16,2022.03.21,본,,AAA (sf),2020.09.28,S,자산유동화증권
네오민트,ABCP,1-1,2400,,본,,A1 (sf),2020.09.28,S,자산유동화증권
뉴스타루나제이차,ABCP,2-1,745,,본,,A2 (sf),2020.09.28,S,자산유동화증권
뉴스타빌리브,ABSTB,9,225,,본,,A1 (sf),2020.09.28,S R,자산유동화증권
뉴스타해치제삼차,ABCP,1-1,239,,본,,A1 (sf),2020.09.28,S,자산유동화증권
르네상스영종,ABCP,1,350,,본,,A2+ (sf),2020.09.28,S R,자산유동화증권
리치게이트제십일차,ABCP,14,250,,정기,A1 (sf),A1 (sf),2020.09.28,S,자산유동화증권
베스트수정제삼차,ABSTB,10,20,,본,,A1 (sf),2020.09.28,S R,자산유동화증권
비욘드옥정피에프제이차,ABSTB,1-26,20,,본,,A1 (sf),2020.09.28,S,자산유동화증권
신한히어로수유제이차,ABSTB,9,250,,본,,A1 (sf),2020.09.28,S R,자산유동화증권
에코드림제일차,ABSTB,9,294,,본,,A1 (sf),2020.09.28,S,자산유동화증권
엠피씨율촌2호기,ABCP,시리즈,540,,본,A1 (sf),A1 (sf),2020.09.28,S,자산유동화증권
올더웨이제이차,ABSTB,9,17,,본,,A2- (sf),2020.09.28,S R,자산유동화증권
윈케이제오십칠차,ABSTB,8,200,,본,,A2 (sf),2020.09.28,S R,자산유동화증권
유플러스파이브지제오십삼차유동화전문,ABS,1-9,250,2022.04.13,본,,AAA (sf),2020.09.28,S R,자산유동화증권
제이엠본동제일차,ABSTB,9,175,,본,,A1 (sf),2020.09.28,S R,자산유동화증권
지아이비캡스,ABSTB,29,600,,본,,A1 (sf),2020.09.28,S R,자산유동화증권
케이뉴스타트제9차,ABCP,1,2450,,본,,A1 (sf),2020.09.28,S,자산유동화증권
케이뉴스타트제9차,ABS,1(사모사채),3.84,2022.06.27,본,,AAA (sf),2020.09.28,S,자산유동화증권
케이더블유스카이제이차,ABSTB,21,11,,정기,A1 (sf),A1 (sf),2020.09.28,S,자산유동화증권
케이비에이치스틸,ABCP,9,1500,,본,,A1 (sf),2020.09.28,S R,자산유동화증권
케이비펜타,ABCP,33,202.2,,본,,A1 (sf),2020.09.28,S R,자산유동화증권
타임마린,ABSTB,4,70,,본,,A1 (sf),2020.09.28,S R,자산유동화증권
퍼스트파이브지제사십오차유동화전문,ABS,1-28,10,2024.02.02,정기,AAA (sf),AAA (sf),2020.09.28,S,자산유동화증권
플랜업서초제일차,ABSTB,9,150,,본,,A1 (sf),2020.09.28,S R,자산유동화증권
하나울산,ABSTB,9,200,,본,,A1 (sf),2020.09.28,S R,자산유동화증권
하이뉴노멀제오차,ABSTB,9,600,,본,,A1 (sf),2020.09.28,S R,자산유동화증권
하이암남제이차,ABSTB,9,120,,본,,A1 (sf),2020.09.28,S R,자산유동화증권
한국주택금융공사,BC,MBS 2010-7,100,2030.07.08,정기,AAA (sf),AAA (sf),2020.09.28,S,자산유동화증권
한국주택금융공사,BC,MBS 2012-17,100,2032.07.12,정기,AAA (sf),AAA (sf),2020.09.28,S,자산유동화증권
한국주택금융공사,BC,MBS 2013-25,100,2033.07.11,정기,AAA (sf),AAA (sf),2020.09.28,S,자산유동화증권
한국주택금융공사,BC,MBS 2014-12,100,2034.07.24,정기,AAA (sf),AAA (sf),2020.09.28,S,자산유동화증권
한국주택금융공사,BC,MBS 2015-17,100,2035.07.24,정기,AAA (sf),AAA (sf),2020.09.28,S,자산유동화증권
한국주택금융공사,BC,MBS 2016-15,100,2036.07.22,정기,AAA (sf),AAA (sf),2020.09.28,S,자산유동화증권
한국주택금융공사,BC,MBS 2017-16,200,2037.07.07,정기,AAA (sf),AAA (sf),2020.09.28,S,자산유동화증권
한국주택금융공사,BC,MBS 2017-17,100,2037.07.21,정기,AAA (sf),AAA (sf),2020.09.28,S,자산유동화증권
한국주택금융공사,BC,MBS 2017-18,1600,2037.07.27,정기,AAA (sf),AAA (sf),2020.09.28,S,자산유동화증권
한국주택금융공사,BC,MBS 2019-14,200,2039.07.26,정기,AAA (sf),AAA (sf),2020.09.28,S,자산유동화증권
메리골드제십육차,ABS,1(사모사채),4.16,2022.03.21,본,,AAA (sf),2020.09.25,S,자산유동화증권
메리골드제십육차,ABCP,1-1,2400,,본,,A1 (sf),2020.09.25,S,자산유동화증권
빅아이제칠차,ABCP,1,2450,,본,,A1 (sf),2020.09.25,S,자산유동화증권
빅아이제칠차,ABS,1(사모사채),3.88,2022.04.30,본,,AAA (sf),2020.09.25,S,자산유동화증권
빅토리드래곤제이차,ABCP,3,2450,,본,,A1 (sf),2020.09.25,S,자산유동화증권
빅토리드래곤제이차,ABS,3(사모사채),4.3,2022.03.10,본,,AAA (sf),2020.09.25,S,자산유동화증권
세이프박스제일차,ABCP,1,2450,,본,,A1 (sf),2020.09.25,S,자산유동화증권
세이프박스제일차,ABS,1(사모사채),3.88,2022.03.24,본,,AAA (sf),2020.09.25,S,자산유동화증권
에이비알마륵제일차,ABSTB,26,703,,본,,A1 (sf),2020.09.25,S R,자산유동화증권
에이치씨하이브리드제일차,ABSTB,21,201,,수시,A1 (sf),A1 (sf),2020.09.25,S,자산유동화증권
에이치일백로지스,ABSTB,15,50,,정기,A1 (sf),A1 (sf),2020.09.25,S,자산유동화증권
엠디용두제일차,ABCP,1,220,,본,,A1 (sf),2020.09.25,S R,자산유동화증권
연남타이거제삼차,ABCP,1-1,2450,,본,,A1 (sf),2020.09.25,S,자산유동화증권
연남타이거제삼차,ABS,1-2(사모사채),3.9,2022.03.25,본,,AAA (sf),2020.09.25,S,자산유동화증권
2020제1차스케일업유동화전문,ABS,1-4,1233,2023.09.25,본,,AAA (sf),2020.09.24,S R,자산유동화증권
2020제1차스케일업유동화전문,ABS,2-1,165,2023.09.25,본,,A- (sf),2020.09.24,S R,자산유동화증권
2020제1차스케일업유동화전문,ABS,2-2,264,2023.09.25,본,,BBB (sf),2020.09.24,S R,자산유동화증권
기가엘티이제삼십구차유동화전문,ABS,1-26,70,2022.01.28,정기,AAA (sf),AAA (sf),2020.09.24,S,자산유동화증권
베스트디지비제이차,ABCP,시리즈,900,2033.05.25,정기,A1 (sf),A1 (sf),2020.09.24,S,자산유동화증권
빅하우스제이차,ABSTB,3,27,,본,,A1 (sf),2020.09.24,S R,자산유동화증권
에프엔삼덕제일차,ABSTB,9,400,,본,,A1 (sf),2020.09.24,S,자산유동화증권
에프엔신길음,ABCP,1,310,,본,,A2 (sf),2020.09.24,S R,자산유동화증권
엔에이치지오제일차,ABCP,9,502,,본,,A1 (sf),2020.09.24,S R,자산유동화증권
케이뉴스타트제8차,ABCP,2,2523,,본,,A1 (sf),2020.09.24,S,자산유동화증권
케이뉴스타트제8차,ABS,2(사모사채),4.09,2022.05.26,본,,AAA (sf),2020.09.24,S,자산유동화증권
케이에스에이치오제일차,ABSTB,9,303,,본,,A1 (sf),2020.09.24,S,자산유동화증권
홀뉴시티,ABCP,8,170,,본,,A1 (sf),2020.09.24,S R,자산유동화증권
경신브레이브,ABS,1(사모사채),2,2021.09.08,본,,AAA (sf),2020.09.23,S,자산유동화증권
내고장제이차,ABS,1-2(사모사채),2.18,2021.10.22,본,,AAA (sf),2020.09.23,S,자산유동화증권
블루다이아제팔차,ABSTB,6,270,,본,,A1 (sf),2020.09.23,S R,자산유동화증권
빅아이제육차,ABCP,1,2450,,본,,A1 (sf),2020.09.23,S,자산유동화증권
빅아이제육차,ABS,1(사모사채),3.8,2022.04.30,본,,AAA (sf),2020.09.23,S,자산유동화증권
에이치씨하이브리드제일차,ABSTB,21,201,,정기,A1 (sf),A1 (sf),2020.09.23,S,자산유동화증권
에프엔가산제일차,ABSTB,9,200,,본,,A1 (sf),2020.09.23,S,자산유동화증권
에프엔태평로제일차,ABSTB,9,635,,본,,A1 (sf),2020.09.23,S R,자산유동화증권
지케이우산,ABSTB,23,1591,,수시,A1 (sf),A1 (sf),2020.09.23,S,자산유동화증권
케이뉴스타트제7차,ABS,3(사모사채),1.83,2022.02.25,본,,AAA (sf),2020.09.23,S,자산유동화증권
케이비이글스제이차,ABSTB,9,500,,본,,A1 (sf),2020.09.23,S R,자산유동화증권
케이비이천물류제일차,ABSTB,8,460,,수시,A1 (sf),A1 (sf),2020.09.23,S,자산유동화증권
태평로유동화제이차,ABSTB,9,97,,본,,A1 (sf),2020.09.23,S R,자산유동화증권
트리플에이제10차,ABCP,4,2450,,본,,A1 (sf),2020.09.23,S,자산유동화증권
트리플에이제10차,ABS,4(사모사채),3.8,2022.04.25,본,,AAA (sf),2020.09.23,S,자산유동화증권
경신브레이브,ABS,1(사모사채),2.0,2021.09.08,본,,AAA (sf),2020.09.23,S,자산유동화증권
내고장제이차,ABS,1-2(사모사채),2.18,2021.10.22,본,,AAA (sf),2020.09.23,S,자산유동화증권
블루다이아제팔차,ABSTB,6,270.0,,본,,A1 (sf),2020.09.23,S R,자산유동화증권
빅아이제육차,ABCP,1,2450.0,,본,,A1 (sf),2020.09.23,S,자산유동화증권
빅아이제육차,ABS,1(사모사채),3.8,2022.04.30,본,,AAA (sf),2020.09.23,S,자산유동화증권
에이치씨하이브리드제일차,ABSTB,21,201.0,,정기,A1 (sf),A1 (sf),2020.09.23,S,자산유동화증권
에프엔가산제일차,ABSTB,9,200.0,,본,,A1 (sf),2020.09.23,S,자산유동화증권
에프엔태평로제일차,ABSTB,9,635.0,,본,,A1 (sf),2020.09.23,S R,자산유동화증권
지케이우산,ABSTB,23,1591.0,,수시,A1 (sf),A1 (sf),2020.09.23,S,자산유동화증권
케이뉴스타트제7차,ABS,3(사모사채),1.83,2022.02.25,본,,AAA (sf),2020.09.23,S,자산유동화증권
케이비이글스제이차,ABSTB,9,500.0,,본,,A1 (sf),2020.09.23,S R,자산유동화증권
케이비이천물류제일차,ABSTB,8,460.0,,수시,A1 (sf),A1 (sf),2020.09.23,S,자산유동화증권
태평로유동화제이차,ABSTB,9,97.0,,본,,A1 (sf),2020.09.23,S R,자산유동화증권
트리플에이제10차,ABCP,4,2450.0,,본,,A1 (sf),2020.09.23,S,자산유동화증권
트리플에이제10차,ABS,4(사모사채),3.8,2022.04.25,본,,AAA (sf),2020.09.23,S,자산유동화증권
대봉동한투유동화제일차,ABSTB,9,25.0,,본,,A1 (sf),2020.09.22,S R,자산유동화증권
메리골드제십사차,ABS,1(사모사채),4.05,2022.03.21,본,,AAA (sf),2020.09.22,S,자산유동화증권
메리골드제십사차,ABCP,1-1,2500.0,,본,,A1 (sf),2020.09.22,S,자산유동화증권
빅아이제오차,ABCP,1,2450.0,,본,,A1 (sf),2020.09.22,S,자산유동화증권
빅아이제오차,ABS,1(사모사채),3.84,2022.04.30,본,,AAA (sf),2020.09.22,S,자산유동화증권
산업기반신보제십일차유동화전문,ABS,1,4000.0,2043.04.06,정기,AAA (sf),AAA (sf),2020.09.22,S,자산유동화증권
에스에이치피디제이차,ABCP,B-9,1000.0,,정기,A1 (sf),A1 (sf),2020.09.22,S,자산유동화증권
위비시너지제일차,ABCP,1-9,600.0,,정기,A1 (sf),A1 (sf),2020.09.22,S,자산유동화증권
트리플에이제10차,ABCP,3,2450.0,,본,,A1 (sf),2020.09.22,S,자산유동화증권
트리플에이제10차,ABS,3(사모사채),3.8,2022.04.25,본,,AAA (sf),2020.09.22,S,자산유동화증권
더불어제삼차,ABCP,1-1,2421.49,,본,,A1 (sf),2020.09.21,S,자산유동화증권
더불어제삼차,ABS,1-2(사모사채),3.9,2022.03.18,본,,AAA (sf),2020.09.21,S,자산유동화증권
마에스트로디에스,ABSTB,9,2650.0,,본,,A1 (sf),2020.09.21,S R,자산유동화증권
비엔케이룩셈부르크제일차,ABSTB,9,115.0,,수시,A1 (sf),A1 (sf),2020.09.21,S,자산유동화증권
비티비포항,ABSTB,12,700.0,,본,,A1 (sf),2020.09.21,S R,자산유동화증권
신보2019제1차유동화전문,ABS,1-1,1074.75,2022.03.29,정기,AAA (sf),AAA (sf),2020.09.21,S,자산유동화증권
신보2019제1차유동화전문,ABS,1-2,35.25,2022.06.29,정기,C (sf),C (sf),2020.09.21,S,자산유동화증권
신보2020제14차유동화전문,ABS,1-1,2109.566,2023.09.25,수시,AAA (sf),AAA (sf),2020.09.21,S R,자산유동화증권
신보2020제14차유동화전문,ABS,1-2,61.434,2023.12.25,수시,C (sf),C (sf),2020.09.21,S R,자산유동화증권
신보2020제16차유동화전문,ABS,1-1,1877.6422,2022.09.25,수시,AAA (sf),AAA (sf),2020.09.21,S R,자산유동화증권
신보2020제16차유동화전문,ABS,1-2,61.4278,2022.12.25,수시,C (sf),C (sf),2020.09.21,S R,자산유동화증권
와이케이수원7제일차,ABSTB,9,185.0,,수시,A1 (sf),A1 (sf),2020.09.21,S,자산유동화증권
인천골든밸리,ABCP,1,2420.3,,본,,A1 (sf),2020.09.21,S,자산유동화증권
인천골든밸리,ABS,1(사모사채),4.14,2022.03.16,본,,AAA (sf),2020.09.21,S,자산유동화증권
제이케이포항,ABSTB,4,100.0,,본,,A2- (sf),2020.09.21,S R,자산유동화증권
케이비아산배방제이차,ABSTB,9,150.0,,수시,A1 (sf),A1 (sf),2020.09.21,S,자산유동화증권
케이비아산배방제일차,ABSTB,9,350.0,,수시,A1 (sf),A1 (sf),2020.09.21,S,자산유동화증권
트리플에이제9차,ABCP,7,2450.0,,본,,A1 (sf),2020.09.21,S,자산유동화증권
트리플에이제9차,ABS,7(사모사채),3.81,2022.03.25,본,,AAA (sf),2020.09.21,S,자산유동화증권
티월드제오십육차유동화전문,ABS,1-28,20.0,2025.03.29,본,,AAA (sf),2020.09.21,S R,자산유동화증권
