title,date,video_url,view_num,likes_num,unlikes_num,comments
2023년 금리 인상 가능성 시사 FOMC 시사점 및 대응전략은? / 한국경제TV / 증시라인,2021. 6. 21.,http://www.youtube.com/watch?v=RUhpM39BS54,"조회수 2,707회",좋아요 65개,싫어요 없음,"05:25 멘트 수정합니다^^ 1시간 11초짜리 파월 의장 기자회견 영상이며 혹시 관심 있으신 분들을 위해 아래 링크로 남겨드립니다^^

https://www.federalreserve.gov/monetarypolicy/fomcpresconf20210616.htm|소나기는 피하는게 상책이지않남~~~~|❤ # 티피씨글로벌 # 열배 간다 = 이재명 (이정훈 대표..동갑,안동출신,안동기업,향우회장)
        (안동기업 - 동신건설...매출 300억 적자가 20배 상승...현재 시총 5,000억)
❤ 시총 500억...매출 800억  이익 30억  순자산 1,200억 -코스닥 해성티피씨 지분만 500억
❤ 전기차&로봇감속기..BMW Crysler Ford TOYOTA  현기차=티피씨글로벌 *시총 1조 간다"
센터장이 말한다 하반기 유망한 투자 포트폴리오 톱픽 10선/ 주식경제 이슈분석 / 한국경제TV,2021. 6. 21.,http://www.youtube.com/watch?v=RUhpM39BS54,"조회수 33,099회",좋아요 516개,싫어요 27개,"774ㅣ1|이런 설명운 왜 하는지 모르겠네요.
내리면 비관론 오름면 낙관론.
내릴 때 비관론자를 부르는 것인가?
인사이트가 없네요|오늘도 좋은영상 감사드립니다|제목으로 봐서는 무슨 하반기 톱픽 10개 찝어 주듯이 하고 그냥 오늘 오른거 10개  
톱픽이라고 하는 수준보소 ㅋㅋ

그러고는 3분기를 봐야 주도주를 알 수 있다고 하고 ㅎㅎ 진짜 쓰잘떼기 없는 소리만 주절주절 떠들어 되는거 아니냐??|내가 투자하고있는 에스피지 언급이 되서 깜짝 놀랐네. 실적이나 향후 전망에 비해 너무 저평가라 조용히 저가 매집중인데. . .  ㄷㄷ|들으나마나 시간낭비.."
이종우 앵커 내공으로 보는 하반기 증시 4가지를 기억하라/ 주식경제 이슈분석 / 한국경제TV,2021. 6. 21.,http://www.youtube.com/watch?v=RUhpM39BS54,"조회수 2,887회",좋아요 117개,싫어요 3개,이분 좋으신데 왜요~|^^|이분은  늘 화가 나신가봐
손현정의 오늘장 뽀개기 (6/21) / 나의 투자 / 오전장 복기 / 한국경제TV,2021. 6. 21.,http://www.youtube.com/watch?v=RUhpM39BS54,"조회수 1,508회",좋아요 35개,싫어요 없음,
"국민연금이 지분을 늘리는 씨에스윈드, 美 공장도 인수·수주 계약도 / 공진단 / 한국경제TV",2021. 6. 21.,http://www.youtube.com/watch?v=RUhpM39BS54,"조회수 2,838회",좋아요 55개,싫어요 1개,무조건 같이 갑니다. 씨윈!|씨에스윈드  관심종목이라 사팔했는데 앞으로는 모아가야겠네요~
FOMC충격 지속...극복될까? 중소형 건설·철강 눈 여겨 보자 / 강영현의 진짜전략 / 한국경제TV,2021. 6. 21.,http://www.youtube.com/watch?v=RUhpM39BS54,"조회수 8,164회",좋아요 189개,싫어요 8개,"이분 말투 겁나 친근하네요ㅋㅋ|구수하네~~~~~~~~ㅋㅋ|글로벌경제에 박학다식이 
호랑발톱 같은데요 멋짐뿜뿜|농사 잘 지으실거 같다.
소도 잘 키우실거 같고.
진심이 느껴지네.|한구켱제TV  매일 빠짐없이 시청하고 도음 받고 있어요.
감사합니다.|D L 건 설|내용이 70대어르신의 경험에서 얘기하시는것 같네요 농촌출신인가?|나이스가이 ~~~~~"
향후 2~4년 강세 예상되는 곡물 원자재  / THE PULSE  / 한국경제TV,2021. 6. 21.,http://www.youtube.com/watch?v=RUhpM39BS54,"조회수 1,403회",좋아요 30개,싫어요 1개,
주요 이벤트 종료 “프리 어닝시즌 진입” / 선택! 오늘의종목 / 한국경제TV,2021. 6. 21.,http://www.youtube.com/watch?v=RUhpM39BS54,"조회수 5,256회",좋아요 165개,싫어요 1개,"감사합니다~~|박부장님 매우 감사드립니다!|박병창부장님
잘 듣고 있습니다.|ㅂ2|더존비즈온 가즈아 ㅎㅎ|조금만 천천히 여유있게 말씀하심 좋을 듯 해요"
기술주 ‘견조’…지속 가능할까? / 글로벌금융 투자센터 / 한국경제TV,2021. 6. 21.,http://www.youtube.com/watch?v=RUhpM39BS54,"조회수 1,256회",좋아요 47개,싫어요 2개,"❤ # 티피씨글로벌 # 열배 간다 = 이재명 (이정훈 대표..동갑,안동출신,안동기업,향우회장)
        (안동기업 - 동신건설...매출 300억 적자가 20배 상승...현재 시총 5,000억)
❤ 시총 500억...매출 800억  이익 30억  순자산 1,200억 -코스닥 해성티피씨 지분만 500억
❤ 전기차&로봇감속기..BMW Crysler Ford TOYOTA  현기차=티피씨글로벌 *시총 1조 간다"
"[한상춘의 지금세계는] 어느 날 갑자기 ‘제로’ 코인, 실제로 발생… 코인개미 “원금 1억원이 한순간 0원 됐어요 / 한국경제TV",2021. 6. 21.,http://www.youtube.com/watch?v=RUhpM39BS54,"조회수 9,681회",좋아요 207개,싫어요 14개,
오늘장 놓쳐선 안 될 당신이 잠든사이 일어난 해외 이슈 7 / 출근전 꼭 봐야하는 글로벌 이슈 / 한국경제TV,2021. 6. 21.,http://www.youtube.com/watch?v=RUhpM39BS54,"조회수 64,616회","좋아요 1,605개",싫어요 28개,"꺄끄~~한주 출발~~~~|꺄끄|홍성진 캐스터~~ 정말 기계처럼 또박또박 정확하게 발음 좋습니다! 화이팅입니다|이번주 시작을  꺄끄와 함께 ᆢ|한주의시작
감사드립니다|썸네일 바껴서 한참 찾았어요|꺅|오늘의 꺅끄♡|썸넬바껴서 꺄끄 못들을뻔~|한주의 시작도 까끄와 함께♡|한국경제Tv로 하루를 시작합니다 아직은 이해가 어렵지만 무조건 시청하고 봅니다 오늘도 좋은하루 행운을 빕니다🍀|박고운 아나운서 최고다 👍 
사랑해요 꺅끄~|썸네일ㅎㅎ 너무좋다끄!|Welcome back 홍성진캐스터~ 즐거운 한주 되세요|꺅모닝|꺄끄!|끼야꾸!|강다은 캐스터도 너무 멋지고 아름다우십니다!|1빠 12꺅끄♥|월욜 꺄끙^^|꺄끄~~!|지난주 마감시황 전해드렸습니다아~ ^-^ 😀|오늘도 꺄끄!!!|고은님 너무 예뻐요♡ 사랑해요|우와~~ 홍성진캐스터 목소리가 신뢰감있고 엄청 안정적이어서 듣기 좋아요^^|꺄끄 ♡|마감시황 끝나고 글로벌 이슈투데이 전 나오는 음악 뭔지 알려주세요~~~|ㅎㅎ.... 진짜....|까끄~~ㅎ|선 깍끄후 시청|땡큐!|감사합니다|항상 잘 보고있습니다|사람들은 왜이렇게 꺄끄에 열광하는가 ㅋㅋㅋㅋ|꺄끄~~🙃|5:30 오늘자 꺆끄 😍|꺅끄 ~|1일1 꺄끄|좋은 뉴스 감사합니다. 즐거운 한주 되세요.|16:50"
인간과 로봇의 조화를 꿈꾸는 기업 트위니 천홍석 대표 / 혁신성장코리아 / 한국경제TV,2021. 6. 19.,http://www.youtube.com/watch?v=RUhpM39BS54,"조회수 6,710회",좋아요 147개,싫어요 5개,
"[경제전쟁 꾼 16회] ‘빅4 리서치센터장’ 하반기 증시 핵심변수, 삼성전자 부활? 금리인상 시점? 유망업종은? (김지산, 신동준, 윤지호, 최석원, 김동환)",2021. 6. 18.,http://www.youtube.com/watch?v=RUhpM39BS54,"조회수 221,432회","좋아요 5,055개",싫어요 147개,"00:00 하반기 시장 전망과  전략
11:50 자동차, 반도체 상승반전할까?
13:19 외국인의 귀환, 언제?
19:55 테이퍼링 시기 영향은?
23:52 경기과열, 금리는 하락 이유?
33:59 수출 호황! 하반기 상승 동력?
35:47 삼성전자, 10만 전자 가능?
39:15 불확실 시대, 성공 투자전략!|헛 진짜 신들의전쟁이네.내로라는 센터장들 대박. 김프로 섭외력 칭찬합니당|다 이미 알고있는 얘기. 좀더 대담하게 본인 의견을 내는 토론으로 만들어주세요|윤지호 센터장 님 말씀 옳다고 생각해요. 컨센이 너무 앞서가니 실적 나오면 주가 하락...|증권사 직원들은 당연히 오른다 그러지 자기들 밥그릇 챙겨야하는데 ㅋㅋㅋ|윤센이 최고다|좋은 영상 감사합니다^^|삼전사야겠네 ㅋㅋ|감사합니다.|좋은 내용 잘 참고하겠습니다. 선택은 내가 ~~|넘 알찬 방송 감사드려용:)|윤지호 화이팅!!!!^^|아주 좋은 내용입니다.주가가 너무 많이 오른 현상태에선 개미가 수익을 내기가 힘들것 같아서
최근 대폭 배당위주의 투자로 바꾸고 등락에 신경끄기로 했어요.어차피 은행금리가 원체 낮아서|촬영날짜도 함께 올려주심 감사하겠습니다|[요약/느낀점] '테이퍼링 이슈는 선반영되었으니 신경 쓰지 말자'는 것이 핵심|주식 격언... 누구나 상방을 외칠 때, 진정한 하락이 시작한다.|단 한번도 맞는걸 보질 못했다 ㅎㅎㅎ 단한번도 ㅎㅎ 애초에 3000을 그렇게 훅넘을거라고 예상한 인간들 한명도 없었고 ㅎㅎ|잘들었습니다 감사합니다|증권회사 직원들인데.. 다 상승을 노래하지...당연할걸|윤지호 센터장님의 의견에 공감하며 한표드립니다~~^^|너무감사합니다~👍👍👍|포트짜는데 많은 도움되었습니다 감사합니다!|증권사 견해가 비슷하면 대체로 안 맞던데...
아무튼 감사합니다.|와우 신동준센터장님|주린이여서 어린이가 대학 강의 듣는 느낌이지만, 3회 복습하니  이해가 되네요
유익한 정보 감사드려요^^|분명히 장의 흐름은 바뀌고 있는 데
계속 좋다고 하는 것 거짓말이라는 거지.
상황에 따라 판단이 바뀌어야지 
무조건 상승이라면 뭔가 의심해 봐야 한다.|ㅇ|27:05 틀리셨네요 ㅎㅎ|윤센터장 홀로 외롭게  솔직한  말씀 용기 있다고 생각합니다🙆‍♀️

올라간다고  하면 인기야 있겠고 
열광하겠죠  
리스크  관리 중요하다고 봅니다 

증권사들이야  무조건  go를  외치겠죠|김프로님 하우스라는 표현 안한다고 해놓고 자꾸..|주식으로 수익을 내는 사람은 긍정론자이다. 전 이말에 동감합니다. 우리 장을 너무 부정적으로 볼 필요 없고 리스크 관리를 하면서 장기적인 우상향을 즐기면 됩니다. 좋은 방송 감사합니다.|3600|올해 후반기의 큰 그림을 볼수있었습니다 콘텐츠 최고입니다 항상 챙겨보고있어요 👏👏👏|삼전에 개미투자가 역대급550만명인데
올라가겠니
역시 기관사람들.,..|약상승에  전반적인횡보박스장....|전문가?????|유튜브에서 배인재 검색하면 재미있는 주식이야기와 영어배우기 동영상 있어요^^ 공매도 세력에게 매운 맛을 보여줍시다|수업 잘 들었습니다 ㅋㅋ|신동준 센터장님 학생때, 교수님 가장 좋아했었는데 ^^ 여기서 보니까 반갑고 멋지십니다~ 하반기 성장주 봐야겠네요! 염블리님과 불사조님 콜라보 영상을 방금 불사조 유튜브에서 보고왔는데 좋은 얘기 많이 들었거든요, 여기에 경제전쟁 꾼까지~~ 주말에 고퀄리티 강의를 들은 것 같아서 배가 부르네요 ^^|다음주 부터 조정나옵니다
조심하세요
나중에 욕먹지마시고"
MZ세대의 밈(Meme) 투자 돌풍. 카카오 너도?  / 오기석의 미리보는 글로벌 이슈 / 성공투자 오후증시 / 한국경제TV,2021. 6. 18.,http://www.youtube.com/watch?v=RUhpM39BS54,"조회수 6,529회",좋아요 124개,싫어요 2개,"감사합니다 :)|아 카카오도 밈타나요~ ㅎㅎ 기대할게요!|오법인장님 앵커님 잘 보겠습니다.감사합니다.|❤ # 티피씨글로벌 # 열배 간다 = 이재명 (이정훈 대표..동갑,안동출신,안동기업,향우회장)
        (안동기업 -동신건설...매출 300억 적자가 20배 상승...현재 시총 5,000억)
❤ 전기차 & 로봇감속기 제조...시총 500억...순자산 1,200억 -코스닥 해성티피씨 지분만 450억
❤ 애플카..BMW Crysler Ford TOYOTA 닛산 현대기아차 협력사=티피씨글로벌 * 시총 1조간다|카카오 조금씩 모아야겄네요|20-30세대는 그냥산다투자법 오르면사고 떨어지면 판다 투자법"
완성차! 없어서 못 판다 부품주 실적 기대해볼까 / 최성민의 빅샷+ / 최성민 앵커 글로벌 투자 전략가 / 한국경제TV,2021. 6. 18.,http://www.youtube.com/watch?v=RUhpM39BS54,"조회수 5,702회",좋아요 155개,싫어요 4개,"감사합니다|감사합니다 ^^|반도체?|구독헸습니다.|❤ # 티피씨글로벌 # 열배 간다 = 이재명 (이정훈 대표..동갑,안동출신,안동기업,향우회장)
        (안동기업 -동신건설...매출 300억 적자가 20배 상승...현재 시총 5,000억)
❤ 전기차 & 로봇감속기 제조...시총 500억...순자산 1,200억 -코스닥 해성티피씨 지분만 450억
❤ 애플카..BMW Crysler Ford TOYOTA 닛산 현대기아차 협력사=티피씨글로벌 * 시총 1조간다"
달러 강세 심상찮다! 하반기 변수는 ‘외국인’ / 최성민의 빅샷+ / 신중호 이베스트투자증권 연구위원 / 한국경제TV,2021. 6. 18.,http://www.youtube.com/watch?v=RUhpM39BS54,"조회수 10,251회",좋아요 218개,싫어요 5개,"❤ # 티피씨글로벌 # 열배 간다 = 이재명 (이정훈 대표..동갑,안동출신,안동기업,향우회장)
        (안동기업 -동신건설...매출 300억 적자가 20배 상승...현재 시총 5,000억)
❤ 전기차 & 로봇감속기 제조...시총 500억...순자산 1,200억 -코스닥 해성티피씨 지분만 450억
❤ 애플카..BMW Crysler Ford TOYOTA 닛산 현대기아차 협력사=티피씨글로벌 * 시총 1조간다|저도 sm들고있어요 ~~~감사합니다  그리고 알림오면 바로바로 시청합니다|킹베스트 신중호위원님 최고!|최선생님이 몇달전 말씀하신 에스엠은 테슬라다. 명언이셨습니다. 진원생명과학도 오늘 상한가네요. 감사드립니다|원달러환율 3-3파동중 8월안에 1200 1차 1500 2차 파동나옵니다. 무조건.|대가리를 왜 저따위로 ...|달러강세없음1100-1200원박스권삼년이상지속학것임한국사람달러사서고생하는사람너무많음금리상승도제한적호들값떨어도안정적일것임"
300조 메타버스 시장 찐 수혜주를 찾아라 / 최성민의 빅샷+ / 이상로 와우넷 파트너 / 한국경제TV,2021. 6. 18.,http://www.youtube.com/watch?v=RUhpM39BS54,"조회수 5,238회",좋아요 82개,싫어요 3개,"❤ # 티피씨글로벌 # 열배 간다 = 이재명 (이정훈 대표..동갑,안동출신,안동기업,향우회장)
        (안동기업 -동신건설...매출 300억 적자가 20배 상승...현재 시총 5,000억)
❤ 전기차 & 로봇감속기 제조...시총 500억...순자산 1,200억 -코스닥 해성티피씨 지분만 450억
❤ 애플카..BMW Crysler Ford TOYOTA 닛산 현대기아차 협력사=티피씨글로벌 * 시총 1조간다"
A I의료사업 속도 부진 그럼에도 주목하는 이유 / 최성민의 빅샷+ / 강준혁 와우넷 파트너 / 한국경제TV,2021. 6. 18.,http://www.youtube.com/watch?v=RUhpM39BS54,"조회수 1,898회",좋아요 52개,싫어요 3개,
베스트 애널리스트 출신 CEO 동학개미에게 전하는 투자 조언 / 나의 투자 / 조윤남 대신경제연구소 대표 / 한국경제TV,2021. 6. 18.,http://www.youtube.com/watch?v=RUhpM39BS54,"조회수 2,638회",좋아요 74개,싫어요 3개,"사회자분 서론이 너무 길고 사족이 너무 많네요|애매하다 하반기는 ㅋㅋㅋㅋ
무슨 얘긴지? ㅋㅋㅋㅋㅋ
주식을 확신 없이 사는 사람이 있을까요? 
다 확신을 가지고 사지 ㅋㅋ|지금의 문제는 상방을 동학개미들이 올리면 연기금이 
포트 에서 매도치고 그 기간이 4개월 간 으로 지친 겁니다 
결국 외인이 들어와야 하는데 환율이 1100원대니 
안들어오는 겁니다 
간단 원리|https://youtu.be/22bwc76aQUE 
주식 마음편히 투자해야하는 정확한이유|지루한 빤한 사회자 부터 싫은데 더구나 혼자 말하네
지겨워서 못 듣겠다"
탐방 기업 리포트 바디텍메드 / 나의 투자 / 도현정 메리츠증권 부장 / 한국경제TV,2021. 6. 18.,http://www.youtube.com/watch?v=RUhpM39BS54,"조회수 2,640회",좋아요 45개,싫어요 없음,"감사합니다|매수 추천 아니다..
난 여기서 죽을힘을다해 3달를 버티고있다
아무도 오지마
나같은 사람만 먹을 자격있어.."
제이시스메디칼 실적·밸류에이션 매력적 / 나의 투자 / 윤주호 엄브렐라리서치 대표 / 앞으로 종목 / 한국경제TV,2021. 6. 18.,http://www.youtube.com/watch?v=RUhpM39BS54,"조회수 2,269회",좋아요 57개,싫어요 2개,
손현정의 오늘장 뽀개기 (6/18) / 나의 투자 / 오전장 복기 / 한국경제TV,2021. 6. 18.,http://www.youtube.com/watch?v=RUhpM39BS54,"조회수 1,440회",좋아요 21개,싫어요 없음,짱이에요
테이퍼링 논의를 논의? 신중한 미 연준 미세조정을 넘은 '극세사조정'(김일구)/ 주식경제 이슈분석 / 한국경제TV,2021. 6. 18.,http://www.youtube.com/watch?v=RUhpM39BS54,"조회수 9,539회",좋아요 221개,싫어요 8개,"내 마음속 방향타에서 가장 큰 지분을 가진 분,|일구상무님 해석 좋아요~^^|자주뵙고싶습니다~~|ㅋㅋㅋ 너무 웃기다 다우가 10일째 음봉입니다|미국채 2년물-10년물 스프레드가 줄고 있습니다..

영상 감사드립니다|사실 연준의 이번 FOMC에서의 스탠스가 매파적인 것도 아니었는데
월가에서 매파적이라고 떠드는 것만 봐도 이미 하방에 베팅했다는 증거임.
9월까지는 빠질 일만 남았음.
파월이 그렇게 두리뭉실하게 언급해도 월가애들은 본인들이 급락시켜야 되면
필요에 따라 매파적이라고 해석함. 주가를 끌어 올려야되면 비둘기파 적이라고 하고.
똑같은 사실을 보고도 본인들 입맛에 따라 해석함.
미세조정이냐 아니냐는 어디까지나 월가가 판단하는 것임.|아니 김일구 상무님 올해 미국채금리 2%넘길거라면서요.. 국채금리 이게 뭔가요ㅠㅠ"
삼성출신 이세철 베스트 애널이 보는 반도체 전망 핵심! 역대급 호황 온다? / 반도체가 온다 / 한국경제TV,2021. 6. 18.,http://www.youtube.com/watch?v=RUhpM39BS54,"조회수 40,291회",좋아요 720개,싫어요 22개,"명쾌하고 객관적인 분석 잘 들었습니다.|이세철 상무님.. 실력있는 분이 나오셨네요 정말 도움 많이되고 있습니다|CNBC방송 콘퍼런스에서 팻겔싱어  인텔 최고경영자가 반도체 성장률 상향 조정하고
특히 삼성전자와 SK하이닉스가 주도권을 쥐고 가장 큰 수혜자로 앞으로 10년은 호황이라는데
빠른 반도체의 상슬률을 기대합니다|메모리 주가 넘 많이 올랐나|전쟁도안했는데 집을뺐기고 노숙자신세가되는세상 광명뉴타운에는 국가유가족에게 입주권도안주고 강제로내쫒아버리는것은 국민차별 노숙자양성 양극화시대 보이지않는 전쟁이다 라는 말이 왜 이렇게. 모든뉴타운에서 집을뺐겨버린원주민들에게 입주권이라도 찾아주어야 진짜민주주의정부 입니다|반도체 다시 가자|분석은 참 좋은데요..수급이 별로라서 눈치게임중임니다 ..|할렐루야 아멘  원래 경기란 왔 갖다 합니다  다들 힘내새여..아자자자자자|좋다는데 주가에반영이않되냐..|전문가라 어렵게 얘기하네 그럼 ㅜㅡ뭐 있어 보이나!
현재 D램 메모리 단가 자체가 안 오르는데 무슨 슈퍼 싸이클 이라는 건지? 
수요가 더 많다? 무슨 근거지? 수요가 많을 경우 
D램 고정가가 왜 안 오르지? 
말이 안 맞지 
서버D램 낸드 모두 단가 횡보인데 
무슨 ㅋㅋㅋㅋㅋ 참 …|마이크론 폭락.|제가 주식유튜브 안보는 채널이 없는데 주식 유튜버중 실시간 실전매매 원탑이네요
주식으로 10만원에서 30억으로 만들고 종목에 대한 매매 날짜랑 가격대 계좌까지 전부 다 까 놓고 매매하는데 승률이 계산해보니 98.7%더군요
[주식의정석]이란 채널인데 아마 은둔고수로 추정이되는데요 입으로 주식하는 사람들하고는 차원이 다르네요
광고 아니니 오해없으시길..|삼전 팔아야할 시기인가보다 경제지에서 사라는 식으로 말하면 팔아야 하는 시기임|앵커님 눈빛에 쏘여서 기절할 지경입니다. 
 So~~~ sexy~
성형이나 화장의 힘은 아닐 듯 하고요. 
저런 눈빛은 자고로 경국지색‥
지적이기까지하고. 
몹시 매력적, 뇌쇄적이네요|저 사람 삼성전자에 많이 물렸나보다.  삼성전자 시총이 500억인데. 이걸 끌어 올리려면 이제 외국인이 사주는 수밖에 없다.  그런데 외국인은 미국 증시가 워낙 좋아서 우리나라에 눈돌릴 필요가 없다. 우리나라 동학개미들은 대부분 삼성전자에 이미 데여서 추가 투자는 안해. 오히려 탈출 기회만 기다리고 있는 상황이다. 딱 8만원 무너지면 그거 지지해주는 것이 동학개미들 패턴이야. 그거 아니까 외국인이랑 기관이 계속 털어먹는거고. 동학개미는 계속 또 물리고.  그냥 79000-83000원 사이에 가둬놓고 희망고문하면서 신규개미들 탈탈 털고 있다."
수익률 상위 1% 주식 초고수의 선택/ 한국경제TV / 증시라인,2021. 6. 18.,http://www.youtube.com/watch?v=RUhpM39BS54,"조회수 5,479회",좋아요 77개,싫어요 3개,"https://youtu.be/22bwc76aQUE 
주식 마음편히 투자해야하는 정확한이유|아나운서님
너무 이쁘십니다 👍🏻|●    ■ 



서울 구축아파트 핵폭발 상승률은 

♡♡전농sk아파트 30평대♡♡ 

gtx +면목선
지하철역이 정문 

청량리개발 직접호재|ㄷㅅ민국 권력자 졸개들은 국민을 사기쳐서 양키한테 조공을 바쳐랴 하기에 공매도나 ipo를 양키에게 현저히 유리하도록 운용한가.
안그래도 정보격차와 외환 종속성에 기울어진 운동장이니 얼마나 불리한 거냐?
이러니 우리 국민개미는 이미 알고 있는 수법에도 아느 한순간 마음 놓으면 당하기 일쑤인 게다."
[글로벌사인즈] 외국인 투자 전문가가 선택한 꼭 보유해야 하는 종목 / 진저 루이스 엘리베이트 피트니스 트레이닝 센터 설립자 및 대표 / 한국경제TV,2021. 6. 18.,http://www.youtube.com/watch?v=RUhpM39BS54,"조회수 1,107회",좋아요 12개,싫어요 없음,
ETF가 시장 흔든다 거짓 수급에 속지말고 자연자본 관련주 주목 / 이승조의 진짜전략 / 한국경제TV,2021. 6. 18.,http://www.youtube.com/watch?v=RUhpM39BS54,"조회수 90,452회","좋아요 2,569개",싫어요 81개,"이승조선생님 정말 감사드립니다. 한발앞서시니 항상 갸우뚱 하게 되다가 결국에는큰수익을보게됩니다.항상존경합니다❤❤|선생님의 시장을 보는 남다른 시각은 실로 존경스럽습니다.|무극선생님 덕분에 큰 수익 얻고있어요 진심으로 감사드립니다!!!!|난 이 두 분 조합이 왜 이리 재밌지... ^^|진짜 주식의 대가|이대표님,
정말 대단하십니다,

♥️|이분이 진정 전문가네요 
잘보고 있습니다.|대표님 알고부터 계좌가 붉게 변하네요
감사합니다~~^^|이승조대표님  노력하시는 모습에 박수를 보냅니다 최고방송입니다|차원이 다르십니다ᆢ|계속 찾고 보게되는 이승조쌤님
매일 보고 싶어요|무극쌤거는 꼭 찾아 봅니다
감사합니다 쌤🙏|존경합니다 ♡♡|늘 감사한 마음으로 듣고 있습니다!
건강하시고  행복하세요! ~^^|진짜 금 급락중이에요 ㄷㄷ|이승조대표님
저도 존경합니다..
열정적인 모습에|이대표님  늘  감사드려요|밸류에이션으로 봤을때도 알리바바가 팡주보다 훨씬 저평가되어있어서 지금 사는게 맞다고보는데 다른 흐름으로 보시는데도 틀린 말씀이 아니라는게 신기함...|항상 감사합니다~|감사합니다 선생님|무극선생님 항상 열심히 챙겨듣고있습니다. 다른분들과 다른시선이어서 고개를 기웃했지만 결국 주식을한발빠르게 보셨더군요.아직 추천 매수 매도는 차마못했어도 지금부터 집중해보려합니다.|선생님 감사합니다 ~~~|감사히 잘 듣고 있습니다.|감사합니다|수고  하셔습니다~|감사합니다|선생님~감사합니다|감사합니다|선생님..존경합니다..|선생님
존경합니다.

건강하세요|대표님 감사합니다~|이승조 대표님 방송 출연한다기에 얼른 티비 앞으로.
감사합니다.|감사합니다|이승조쌤~💗👍👍👍|듣고싶은 이야기, 말씀해주셔서 감사합니다. 대단하십니다^^급한 매매는 투기나 마찬가지죠. 요즘 한경에 좋은 분들 많이 나와서 좋아요. 염블리님은 저의 최애.. 그 다음은 불사조. 며칠 전 두분이 함께 방송하기도 했는데,, 불사조 이정복 전문가도 한번 나왔으면 좋겠네요.^^|안녕하세요 늘 건강하세요 오래오래 같이할수있게요|까까오|감사해요 선생님|실전투자는 무극선생님 가르침대로 ~!|ㄴ   63"
영업이익 흑자전환 전망 OCI / 한국경제TV / 증시라인,2021. 6. 18.,http://www.youtube.com/watch?v=RUhpM39BS54,"조회수 9,541회",좋아요 157개,싫어요 6개,"와드박아놓습니다|염블리|대단하네요|최고의 분석가~~|제가 주식유튜브 안보는 채널이 없는데 주식 유튜버중 실시간 실전매매 원탑이네요
주식으로 10만원에서 30억으로 만들고 종목에 대한 매매 날짜랑 가격대 계좌까지 전부 다 까 놓고 매매하는데 승률이 계산해보니 98.7%더군요
[주식의정석]이란 채널인데 아마 은둔고수로 추정이되는데요 입으로 주식하는 사람들하고는 차원이 다르네요
광고 아니니 오해없으시길..|내맘대로산거 마이너스15프로 염부장님 방송보고공부하고산거 수익5퍼

많이배웁니다|역시 염부장님|염부장님 종목감사드립니다
공부해보겠습니다|제발좀 잘가는 주식언급해서 떨구지좀마라~~~~~"
"900억 빌린 방시혁, 괜찮아?  / 공진단 / 한국경제TV",2021. 6. 18.,http://www.youtube.com/watch?v=RUhpM39BS54,"조회수 2,512회",좋아요 37개,싫어요 2개,"900억이 하이브에게 돈이겠어요~ㅎ ㅎ ㅎ 계약되고 받은 돈이 두세군데 만 계산기두둘겨도 저정도보다 많지않을까.싶은데|900억ㅋ 뭐할라고 돈 걷었을까?|투자하려고하는거죠|BTS괜찮나요? 미국에서 젊은시간을 쏟아붓고있는데...
타격 입지않길 바래요~"
"[한상춘의 지금세계는] / 금리인상 시사한 6월 FOMC ‘시장 평가’ ‘원‧달러 환율↑ 금값 급락’, 어디까지 지속? / 한국경제TV",2021. 6. 18.,http://www.youtube.com/watch?v=RUhpM39BS54,"조회수 9,526회",좋아요 212개,싫어요 21개,
