Type,회사명,채권종류,회차,발행액(억원),만기일,평가종류,직전등급,현재등급,평가일,리포트,재무기준일,유효일,발행한도(억원),직전Outlook,현재Outlook,기준통화,종류,시리즈,유형,공여기관,한도액(억원),약정만료일,프로그램,발행일
회사채,한주금속,PP,1(P-CBO),80.0,2023.05.28,본,,안정적,2020.04.13,S,,,,,,,,,,,,,,
회사채,현대건설기계,SB,8,650.0,2023.05.28,본,,A-,2020.04.13,S B,,,,,,,,,,,,,,
회사채,현대건설기계,SB,8,650.0,2023.05.28,본,,안정적,2020.04.13,S B,,,,,,,,,,,,,,
회사채,흥국화재해상보험,HB,1,920.0,2046.12.29,정기,A-,A-,2020.04.10,S,,,,,,,,,,,,,,
회사채,흥국화재해상보험,HB,1,920.0,2046.12.29,정기,안정적,안정적,2020.04.10,S,,,,,,,,,,,,,,
회사채,흥국화재해상보험,SBS,18,1000.0,2029.03.12,정기,A,A,2020.04.10,S,,,,,,,,,,,,,,
회사채,흥국화재해상보험,SBS,18,1000.0,2029.03.12,정기,안정적,안정적,2020.04.10,S,,,,,,,,,,,,,,
회사채,GS,SB,19,2000.0,2023.04.27,본,,AA,2020.04.09,S,,,,,,,,,,,,,,
회사채,GS,SB,19,2000.0,2023.04.27,본,,안정적,2020.04.09,S,,,,,,,,,,,,,,
회사채,금호석유화학,SB,154-2,500.0,2024.04.29,정기,A,A,2020.04.09,S,,,,,,,,,,,,,,
회사채,금호석유화학,SB,154-2,500.0,2024.04.29,정기,안정적,안정적,2020.04.09,S,,,,,,,,,,,,,,
회사채,부산은행,HB,(신종)17-11이30A-07,100.0,2043.11.07,정기,AA,AA,2020.04.09,S,,,,,,,,,,,,,,
회사채,부산은행,HB,(신종)17-11이30A-07,100.0,2043.11.07,정기,안정적,안정적,2020.04.09,S,,,,,,,,,,,,,,
회사채,부산은행,SBS,(후)17-09이10A-10,1000.0,2023.09.10,정기,AA+,AA+,2020.04.09,S,,,,,,,,,,,,,,
회사채,부산은행,SBS,(후)17-09이10A-10,1000.0,2023.09.10,정기,안정적,안정적,2020.04.09,S,,,,,,,,,,,,,,
회사채,부산은행,SB,2019-11이2.5A-04,1000.0,2022.05.04,정기,AAA,AAA,2020.04.09,S,,,,,,,,,,,,,,
회사채,부산은행,SB,2019-11이2.5A-04,1000.0,2022.05.04,정기,안정적,안정적,2020.04.09,S,,,,,,,,,,,,,,
회사채,부산은행,COCOT2,조건부(상)(후)19-03이10A-04,1000.0,2025.03.04,정기,AA,AA,2020.04.09,S,,,,,,,,,,,,,,
회사채,부산은행,COCOT2,조건부(상)(후)19-03이10A-04,1000.0,2025.03.04,정기,안정적,안정적,2020.04.09,S,,,,,,,,,,,,,,
회사채,부산은행,COCOT1,조건부(상)21-07이(신)영구A-24,1500.0,2099.12.31,정기,AA-,AA-,2020.04.09,S,,,,,,,,,,,,,,
회사채,부산은행,COCOT1,조건부(상)21-07이(신)영구A-24,1500.0,2099.12.31,정기,안정적,안정적,2020.04.09,S,,,,,,,,,,,,,,
회사채,신한금융지주회사,SB,134,1400.0,2025.04.22,본,,AAA,2020.04.09,S,,,,,,,,,,,,,,
회사채,신한금융지주회사,SB,134,1400.0,2025.04.22,본,,안정적,2020.04.09,S,,,,,,,,,,,,,,
회사채,오리온,SB,103-2,500.0,2022.11.06,정기,AA,AA,2020.04.09,S,,,,,,,,,,,,,,
회사채,오리온,SB,103-2,500.0,2022.11.06,정기,안정적,안정적,2020.04.09,S,,,,,,,,,,,,,,
회사채,오리온,SB,104,700.0,2023.04.23,본,,AA,2020.04.09,S R,,,,,,,,,,,,,,
회사채,오리온,SB,104,700.0,2023.04.23,본,,안정적,2020.04.09,S R,,,,,,,,,,,,,,
회사채,호텔신라,SB,69-2,1200.0,2022.05.29,정기,AA,AA,2020.04.09,S R,,,,,,,,,,,,,,
회사채,호텔신라,SB,69-2,1200.0,2022.05.29,정기,안정적,부정적,2020.04.09,S R,,,,,,,,,,,,,,
회사채,호텔신라,SB,71-3,500.0,2030.04.24,본,,AA,2020.04.09,S R,,,,,,,,,,,,,,
회사채,호텔신라,SB,71-3,500.0,2030.04.24,본,,부정적,2020.04.09,S R,,,,,,,,,,,,,,
회사채,효성첨단소재,SB,2-2,510.0,2025.07.07,본,,A,2020.04.09,S,,,,,,,,,,,,,,
회사채,효성첨단소재,SB,2-2,510.0,2025.07.07,본,,안정적,2020.04.09,S,,,,,,,,,,,,,,
회사채,엠캐피탈,SB,262-2,200.0,2022.11.04,본,,A,2020.04.08,S,,,,,,,,,,,,,,
회사채,엠캐피탈,SB,262-2,200.0,2022.11.04,본,,부정적,2020.04.08,S,,,,,,,,,,,,,,
회사채,제이비우리캐피탈,SB,401-2,100.0,2022.05.13,본,,AA-,2020.04.08,S,,,,,,,,,,,,,,
회사채,제이비우리캐피탈,SB,401-2,100.0,2022.05.13,본,,안정적,2020.04.08,S,,,,,,,,,,,,,,
회사채,트루윈,BW1,11,200.0,2025.06.09,본,,B-,2020.04.08,S,,,,,,,,,,,,,,
회사채,트루윈,BW1,11,200.0,2025.06.09,본,,안정적,2020.04.08,S,,,,,,,,,,,,,,
회사채,아이비케이캐피탈,SB,211-6,500.0,2025.03.05,정기,AA-,AA-,2020.04.07,S,,,,,,,,,,,,,,
회사채,아이비케이캐피탈,SB,211-6,500.0,2025.03.05,정기,안정적,안정적,2020.04.07,S,,,,,,,,,,,,,,
회사채,아이비케이캐피탈,SB,214-4,300.0,2021.08.23,본,,AA-,2020.04.07,S,,,,,,,,,,,,,,
회사채,아이비케이캐피탈,SB,214-4,300.0,2021.08.23,본,,안정적,2020.04.07,S,,,,,,,,,,,,,,
회사채,롯데칠성음료,SB,50-3,600.0,2029.10.02,정기,AA,AA,2020.04.06,S,,,,,,,,,,,,,,
회사채,롯데칠성음료,SB,50-3,600.0,2029.10.02,정기,안정적,안정적,2020.04.06,S,,,,,,,,,,,,,,
회사채,롯데칠성음료,SB,51-2,1600.0,2023.04.21,본,,AA,2020.04.06,S,,,,,,,,,,,,,,
회사채,롯데칠성음료,SB,51-2,1600.0,2023.04.21,본,,안정적,2020.04.06,S,,,,,,,,,,,,,,
회사채,에이치라인해운,PP,3,150.0,2021.08.23,정기,A-,A-,2020.04.06,S,,,,,,,,,,,,,,
회사채,에이치라인해운,PP,3,150.0,2021.08.23,정기,안정적,안정적,2020.04.06,S,,,,,,,,,,,,,,
회사채,인천국제공항공사,PFB,137,700.0,2027.11.14,정기,AAA,AAA,2020.04.06,S,,,,,,,,,,,,,,
회사채,인천국제공항공사,PFB,137,700.0,2027.11.14,정기,안정적,안정적,2020.04.06,S,,,,,,,,,,,,,,
회사채,인천국제공항공사,PFB,139,1100.0,2027.04.10,본,,AAA,2020.04.06,S,,,,,,,,,,,,,,
회사채,인천국제공항공사,PFB,139,1100.0,2027.04.10,본,,안정적,2020.04.06,S,,,,,,,,,,,,,,
회사채,산은캐피탈,SB,643-2,100.0,2021.07.28,본,,AA-,2020.04.03,S,,,,,,,,,,,,,,
회사채,산은캐피탈,SB,643-2,100.0,2021.07.28,본,,안정적,2020.04.03,S,,,,,,,,,,,,,,
회사채,신한캐피탈,SB,418-3,300.0,2023.04.17,본,,AA-,2020.04.02,S,,,,,,,,,,,,,,
회사채,신한캐피탈,SB,418-3,300.0,2023.04.17,본,,안정적,2020.04.02,S,,,,,,,,,,,,,,
회사채,케이비캐피탈,SB,453-4,400.0,2022.04.29,본,,AA-,2020.04.02,S,,,,,,,,,,,,,,
회사채,케이비캐피탈,SB,453-4,400.0,2022.04.29,본,,안정적,2020.04.02,S,,,,,,,,,,,,,,
회사채,한국광물자원공사,PFB,18-3,900.0,2039.01.29,정기,AAA,AAA,2020.04.02,S,,,,,,,,,,,,,,
회사채,한국광물자원공사,PFB,18-3,900.0,2039.01.29,정기,안정적,안정적,2020.04.02,S,,,,,,,,,,,,,,
회사채,한국광물자원공사,PFB,19-5,200.0,2040.04.03,본,,AAA,2020.04.02,S,,,,,,,,,,,,,,
회사채,한국광물자원공사,PFB,19-5,200.0,2040.04.03,본,,안정적,2020.04.02,S,,,,,,,,,,,,,,
회사채,한일시멘트,SB,3,600.0,2022.04.12,정기,A+,A+,2020.04.02,S,,,,,,,,,,,,,,
회사채,한일시멘트,SB,3,600.0,2022.04.12,정기,안정적,안정적,2020.04.02,S,,,,,,,,,,,,,,
회사채,한일홀딩스,SB,67-2,1100.0,2022.07.12,정기,A+,A+,2020.04.02,S,,,,,,,,,,,,,,
회사채,한일홀딩스,SB,67-2,1100.0,2022.07.12,정기,안정적,안정적,2020.04.02,S,,,,,,,,,,,,,,
회사채,현대커머셜,SB,375,200.0,2021.10.08,본,,AA-,2020.04.02,S,,,,,,,,,,,,,,
회사채,현대커머셜,SB,375,200.0,2021.10.08,본,,안정적,2020.04.02,S,,,,,,,,,,,,,,
회사채,부산교통공사,PFB,2020-01,350.0,2025.02.12,정기,AAA,AAA,2020.04.01,S,,,,,,,,,,,,,,
회사채,부산교통공사,PFB,2020-01,350.0,2025.02.12,정기,안정적,안정적,2020.04.01,S,,,,,,,,,,,,,,
회사채,부산교통공사,PFB,2020-03,300.0,2023.04.06,본,,AAA,2020.04.01,S,,,,,,,,,,,,,,
회사채,부산교통공사,PFB,2020-03,300.0,2023.04.06,본,,안정적,2020.04.01,S,,,,,,,,,,,,,,
회사채,SK가스,SB,36-3,600.0,2027.03.06,정기,AA-,AA-,2020.03.31,S,,,,,,,,,,,,,,
회사채,SK가스,SB,36-3,600.0,2027.03.06,정기,안정적,안정적,2020.03.31,S,,,,,,,,,,,,,,
회사채,롯데카드,SB,411-3,100.0,2027.03.12,정기,AA-,AA-,2020.03.31,S,,,,,,,,,,,,,,
회사채,롯데카드,SB,411-3,100.0,2027.03.12,정기,안정적,안정적,2020.03.31,S,,,,,,,,,,,,,,
회사채,롯데카드,FRN,412,100.0,2023.03.24,정기,AA-,AA-,2020.03.31,S,,,,,,,,,,,,,,
회사채,롯데카드,FRN,412,100.0,2023.03.24,정기,안정적,안정적,2020.03.31,S,,,,,,,,,,,,,,
회사채,삼성카드,FRN,2379,200.0,2024.06.21,정기,AA+,AA+,2020.03.31,S,,,,,,,,,,,,,,
회사채,삼성카드,FRN,2379,200.0,2024.06.21,정기,안정적,안정적,2020.03.31,S,,,,,,,,,,,,,,
회사채,삼성카드,SB,2427,200.0,2027.03.18,정기,AA+,AA+,2020.03.31,S,,,,,,,,,,,,,,
회사채,삼성카드,SB,2427,200.0,2027.03.18,정기,안정적,안정적,2020.03.31,S,,,,,,,,,,,,,,
회사채,삼성카드,SB,2436,300.0,2023.04.28,본,,AA+,2020.03.31,S,,,,,,,,,,,,,,
회사채,삼성카드,SB,2436,300.0,2023.04.28,본,,안정적,2020.03.31,S,,,,,,,,,,,,,,
회사채,신한카드,FRN,2065-1,200.0,2025.03.18,정기,AA+,AA+,2020.03.31,S,,,,,,,,,,,,,,
회사채,신한카드,FRN,2065-1,200.0,2025.03.18,정기,안정적,안정적,2020.03.31,S,,,,,,,,,,,,,,
회사채,신한카드,SB,2066,300.0,2023.03.24,정기,AA+,AA+,2020.03.31,S,,,,,,,,,,,,,,
회사채,신한카드,SB,2066,300.0,2023.03.24,정기,안정적,안정적,2020.03.31,S,,,,,,,,,,,,,,
회사채,신한카드,SB,2067-3,400.0,2022.04.01,본,,AA+,2020.03.31,S,,,,,,,,,,,,,,
회사채,신한카드,SB,2067-3,400.0,2022.04.01,본,,안정적,2020.03.31,S,,,,,,,,,,,,,,
회사채,엔에이치농협캐피탈,SB,149-3,100.0,2023.04.28,본,,AA-,2020.03.31,S,,,,,,,,,,,,,,
회사채,엔에이치농협캐피탈,SB,149-3,100.0,2023.04.28,본,,안정적,2020.03.31,S,,,,,,,,,,,,,,
회사채,우리카드,FRN,168-2,500.0,2027.12.21,정기,AA,AA,2020.03.31,S,,,,,,,,,,,,,,
회사채,우리카드,FRN,168-2,500.0,2027.12.21,정기,안정적,안정적,2020.03.31,S,,,,,,,,,,,,,,
회사채,우리카드,SB,169,700.0,2021.10.01,본,,AA,2020.03.31,S,,,,,,,,,,,,,,
회사채,우리카드,SB,169,700.0,2021.10.01,본,,안정적,2020.03.31,S,,,,,,,,,,,,,,
회사채,우리카드,SB,99,500.0,2022.06.20,정기,AA,AA,2020.03.31,S,,,,,,,,,,,,,,
회사채,우리카드,SB,99,500.0,2022.06.20,정기,안정적,안정적,2020.03.31,S,,,,,,,,,,,,,,
회사채,케이비국민카드,FRN,283-3,500.0,2025.06.20,정기,AA+,AA+,2020.03.31,S,,,,,,,,,,,,,,
회사채,케이비국민카드,FRN,283-3,500.0,2025.06.20,정기,안정적,안정적,2020.03.31,S,,,,,,,,,,,,,,
회사채,케이비국민카드,SB,296-2,300.0,2027.03.10,정기,AA+,AA+,2020.03.31,S,,,,,,,,,,,,,,
회사채,케이비국민카드,SB,296-2,300.0,2027.03.10,정기,안정적,안정적,2020.03.31,S,,,,,,,,,,,,,,
회사채,케이비국민카드,SB,299-2,300.0,2023.04.21,본,,AA+,2020.03.31,S,,,,,,,,,,,,,,
회사채,케이비국민카드,SB,299-2,300.0,2023.04.21,본,,안정적,2020.03.31,S,,,,,,,,,,,,,,
회사채,하나카드,FRN,177,400.0,2022.10.10,정기,AA,AA,2020.03.31,S,,,,,,,,,,,,,,
회사채,하나카드,FRN,177,400.0,2022.10.10,정기,안정적,안정적,2020.03.31,S,,,,,,,,,,,,,,
회사채,하나카드,SB,184,400.0,2023.04.16,본,,AA,2020.03.31,S,,,,,,,,,,,,,,
회사채,하나카드,SB,184,400.0,2023.04.16,본,,안정적,2020.03.31,S,,,,,,,,,,,,,,
회사채,하나카드,SB,95-3,500.0,2022.06.09,정기,AA,AA,2020.03.31,S,,,,,,,,,,,,,,
회사채,하나카드,SB,95-3,500.0,2022.06.09,정기,안정적,안정적,2020.03.31,S,,,,,,,,,,,,,,
회사채,한국도로공사,SB,605,500.0,2029.07.16,정기,AAA,AAA,2020.03.31,S,,,,,,,,,,,,,,
회사채,한국도로공사,SB,605,500.0,2029.07.16,정기,안정적,안정적,2020.03.31,S,,,,,,,,,,,,,,
회사채,한국도로공사,PFB,715,1000.0,2022.10.16,정기,AAA,AAA,2020.03.31,S,,,,,,,,,,,,,,
회사채,한국도로공사,PFB,715,1000.0,2022.10.16,정기,안정적,안정적,2020.03.31,S,,,,,,,,,,,,,,
회사채,한국도로공사,PFB,728,1000.0,2030.04.02,본,,AAA,2020.03.31,S,,,,,,,,,,,,,,
회사채,한국도로공사,PFB,728,1000.0,2030.04.02,본,,안정적,2020.03.31,S,,,,,,,,,,,,,,
회사채,한국수력원자력,SB,55-2,500.0,2050.04.02,본,,AAA,2020.03.31,S,,,,,,,,,,,,,,
회사채,한국수력원자력,SB,55-2,500.0,2050.04.02,본,,안정적,2020.03.31,S,,,,,,,,,,,,,,
회사채,한국증권금융,SB,2020-1,2000.0,2023.02.11,정기,AAA,AAA,2020.03.31,S,,,,,,,,,,,,,,
회사채,한국증권금융,SB,2020-1,2000.0,2023.02.11,정기,안정적,안정적,2020.03.31,S,,,,,,,,,,,,,,
회사채,현대카드,FRN,795-4,200.0,2027.06.21,정기,AA,AA,2020.03.31,S,,,,,,,,,,,,,,
회사채,현대카드,FRN,795-4,200.0,2027.06.21,정기,안정적,안정적,2020.03.31,S,,,,,,,,,,,,,,
회사채,현대카드,SB,796,400.0,2022.03.18,정기,AA,AA,2020.03.31,S,,,,,,,,,,,,,,
회사채,현대카드,SB,796,400.0,2022.03.18,정기,안정적,안정적,2020.03.31,S,,,,,,,,,,,,,,
회사채,현대카드,SB,799,1100.0,2022.10.28,본,,AA,2020.03.31,S,,,,,,,,,,,,,,
회사채,현대카드,SB,799,1100.0,2022.10.28,본,,안정적,2020.03.31,S,,,,,,,,,,,,,,
회사채,현대캐피탈,SB,1843,900.0,2022.04.22,본,,AA,2020.03.31,S,,,,,,,,,,,,,,
회사채,현대캐피탈,SB,1843,900.0,2022.04.22,본,,안정적,2020.03.31,S,,,,,,,,,,,,,,
회사채,하나금융투자,DLB,5062(DLB),200.0,2035.04.29,본,,AA,2020.03.30,S,,,,,,,,,,,,,,
회사채,하나금융투자,DLB,5062(DLB),200.0,2035.04.29,본,,안정적,2020.03.30,S,,,,,,,,,,,,,,
회사채,하나금융투자,ELB,802,16.28815,2021.08.02,본,,AA,2020.03.30,S,,,,,,,,,,,,,,
회사채,하나금융투자,ELB,802,16.28815,2021.08.02,본,,안정적,2020.03.30,S,,,,,,,,,,,,,,
회사채,롯데푸드,SB,36,1000.0,2023.04.13,본,,AA,2020.03.27,S,,,,,,,,,,,,,,
회사채,롯데푸드,SB,36,1000.0,2023.04.13,본,,안정적,2020.03.27,S,,,,,,,,,,,,,,
회사채,케이비증권,ELB,5324호,30.6259,2023.04.24,본,,AA+,2020.03.26,S,,,,,,,,,,,,,,
회사채,케이비증권,ELB,5324호,30.6259,2023.04.24,본,,안정적,2020.03.26,S,,,,,,,,,,,,,,
회사채,KB금융지주,COCOT1,조건부(상)2-2,750.0,2099.12.31,본,,AA-,2020.03.24,S,,,,,,,,,,,,,,
회사채,KB금융지주,COCOT1,조건부(상)2-2,750.0,2099.12.31,본,,안정적,2020.03.24,S,,,,,,,,,,,,,,
회사채,두산중공업,BW1,48,5000.0,2022.05.04,수시,BBB,BBB↓,2020.03.24,S,,,,,,,,,,,,,,
회사채,두산중공업,BW1,48,5000.0,2022.05.04,수시,부정적,,2020.03.24,S,,,,,,,,,,,,,,
회사채,한국산업은행,SB,산금20신이0500-0514-2,2000.0,2025.05.14,본,,AAA,2020.03.23,S,,,,,,,,,,,,,,
회사채,한국산업은행,SB,산금20신이0500-0514-2,2000.0,2025.05.14,본,,안정적,2020.03.23,S,,,,,,,,,,,,,,
회사채,한국수자원공사,SB,203,1300.0,2029.10.21,정기,AAA,AAA,2020.03.23,S,,,,,,,,,,,,,,
회사채,한국수자원공사,SB,203,1300.0,2029.10.21,정기,안정적,안정적,2020.03.23,S,,,,,,,,,,,,,,
회사채,한국수자원공사,PFB,255,1000.0,2029.12.20,정기,AAA,AAA,2020.03.23,S,,,,,,,,,,,,,,
회사채,한국수자원공사,PFB,255,1000.0,2029.12.20,정기,안정적,안정적,2020.03.23,S,,,,,,,,,,,,,,
회사채,한국수자원공사,PFB,260,1600.0,2025.05.18,본,,AAA,2020.03.23,S,,,,,,,,,,,,,,
회사채,한국수자원공사,PFB,260,1600.0,2025.05.18,본,,안정적,2020.03.23,S,,,,,,,,,,,,,,
회사채,부산도시공사,PFB,61,500.0,2022.06.25,본,,AA+,2020.03.20,S,,,,,,,,,,,,,,
회사채,부산도시공사,PFB,61,500.0,2022.06.25,본,,안정적,2020.03.20,S,,,,,,,,,,,,,,
회사채,서울교통공사,PFB,2020-1,900.0,2025.06.03,본,,AAA,2020.03.20,S,,,,,,,,,,,,,,
회사채,서울교통공사,PFB,2020-1,900.0,2025.06.03,본,,안정적,2020.03.20,S,,,,,,,,,,,,,,
회사채,유성티엔에스,PP,32(P-CBO),100.0,2023.04.23,본,,BB+,2020.03.20,S R,,,,,,,,,,,,,,
회사채,유성티엔에스,PP,32(P-CBO),100.0,2023.04.23,본,,안정적,2020.03.20,S R,,,,,,,,,,,,,,
회사채,인천도시공사,PFB,192,600.0,2022.04.07,본,,AA+,2020.03.20,S,,,,,,,,,,,,,,
회사채,인천도시공사,PFB,192,600.0,2022.04.07,본,,안정적,2020.03.20,S,,,,,,,,,,,,,,
회사채,한국전력공사,PFB,1024,800.0,2023.03.25,본,,AAA,2020.03.19,S R,,,,,,,,,,,,,,
회사채,한국전력공사,PFB,1024,800.0,2023.03.25,본,,안정적,2020.03.19,S R,,,,,,,,,,,,,,
회사채,수산업협동조합중앙회,SB,수산금융채권(경제)43-06이표36-03호,800.0,2023.06.03,본,,AAA,2020.03.13,S,,,,,,,,,,,,,,
회사채,수산업협동조합중앙회,SB,수산금융채권(경제)43-06이표36-03호,800.0,2023.06.03,본,,안정적,2020.03.13,S,,,,,,,,,,,,,,
회사채,신한금융지주회사,SB,132,500.0,2023.03.16,본,,AAA,2020.03.13,S,,,,,,,,,,,,,,
회사채,신한금융지주회사,SB,132,500.0,2023.03.16,본,,안정적,2020.03.13,S,,,,,,,,,,,,,,
회사채,한국중부발전,SB,55,800.0,2040.03.18,본,,AAA,2020.03.13,S,,,,,,,,,,,,,,
회사채,한국중부발전,SB,55,800.0,2040.03.18,본,,안정적,2020.03.13,S,,,,,,,,,,,,,,
회사채,대한항공,SB,91-2,1060.0,2023.02.03,수시,BBB+,BBB+↓,2020.03.12,S,,,,,,,,,,,,,,
회사채,대한항공,SB,91-2,1060.0,2023.02.03,수시,안정적,,2020.03.12,S,,,,,,,,,,,,,,
회사채,중소기업은행,COCOT1,조건부(상)(지)2003이(신종)영구B-18,900.0,2099.12.31,본,,AA,2020.03.12,S,,,,,,,,,,,,,,
회사채,중소기업은행,COCOT1,조건부(상)(지)2003이(신종)영구B-18,900.0,2099.12.31,본,,안정적,2020.03.12,S,,,,,,,,,,,,,,
회사채,삼척블루파워,SB,3,500.0,2023.03.25,본,,AA-,2020.03.11,S,,,,,,,,,,,,,,
회사채,삼척블루파워,SB,3,500.0,2023.03.25,본,,안정적,2020.03.11,S,,,,,,,,,,,,,,
회사채,부산항만공사,PFB,29,600.0,2040.03.20,본,,AAA,2020.03.10,S,,,,,,,,,,,,,,
회사채,부산항만공사,PFB,29,600.0,2040.03.20,본,,안정적,2020.03.10,S,,,,,,,,,,,,,,
회사채,제이비우리캐피탈,SB,398-2,300.0,2023.04.06,본,,AA-,2020.03.10,S,,,,,,,,,,,,,,
회사채,제이비우리캐피탈,SB,398-2,300.0,2023.04.06,본,,안정적,2020.03.10,S,,,,,,,,,,,,,,
회사채,한국수출입은행,SB,한국수출입금융2005마-이표-5,500.0,2025.05.15,본,,AAA,2020.03.10,S,,,,,,,,,,,,,,
회사채,한국수출입은행,SB,한국수출입금융2005마-이표-5,500.0,2025.05.15,본,,안정적,2020.03.10,S,,,,,,,,,,,,,,
회사채,하나은행,COCOT2,43-03이10갑-24(후),3500.0,2030.03.24,본,,AA,2020.03.06,S,,,,,,,,,,,,,,
회사채,하나은행,COCOT2,43-03이10갑-24(후),3500.0,2030.03.24,본,,안정적,2020.03.06,S,,,,,,,,,,,,,,
회사채,현대삼호중공업,PP,9-2,1200.0,2022.09.08,본,,BBB+,2020.03.06,S,,,,,,,,,,,,,,
회사채,현대삼호중공업,PP,9-2,1200.0,2022.09.08,본,,안정적,2020.03.06,S,,,,,,,,,,,,,,
회사채,국민은행,COCOT2,4003이표일(03)10(후)-19,4000.0,2030.03.19,본,,AA,2020.03.05,S,,,,,,,,,,,,,,
회사채,국민은행,COCOT2,4003이표일(03)10(후)-19,4000.0,2030.03.19,본,,안정적,2020.03.05,S,,,,,,,,,,,,,,
회사채,농협은행,COCOT2,조건부(상)2020-03이15Y-갑(후),200.0,2035.03.25,본,,AA,2020.03.05,S,,,,,,,,,,,,,,
회사채,농협은행,COCOT2,조건부(상)2020-03이15Y-갑(후),200.0,2035.03.25,본,,안정적,2020.03.05,S,,,,,,,,,,,,,,
회사채,서울주택도시공사,PFB,165,1300.0,2022.04.28,본,,AAA,2020.03.05,S,,,,,,,,,,,,,,
회사채,서울주택도시공사,PFB,165,1300.0,2022.04.28,본,,안정적,2020.03.05,S,,,,,,,,,,,,,,
회사채,아이비케이캐피탈,SB,211-6,500.0,2025.03.05,본,,AA-,2020.03.04,S,,,,,,,,,,,,,,
회사채,아이비케이캐피탈,SB,211-6,500.0,2025.03.05,본,,안정적,2020.03.04,S,,,,,,,,,,,,,,
회사채,에코마이스터,BW1,3,70.0,2022.10.11,수시,B-↓,CC↓,2020.03.03,S,,,,,,,,,,,,,,
회사채,에코마이스터,BW1,3,70.0,2022.10.11,수시,,,2020.03.03,S,,,,,,,,,,,,,,
회사채,현대로템,SB,24-2,1050.0,2022.01.20,수시,A-,BBB+,2020.03.03,S,,,,,,,,,,,,,,
회사채,현대로템,SB,24-2,1050.0,2022.01.20,수시,부정적,안정적,2020.03.03,S,,,,,,,,,,,,,,
회사채,오케이캐피탈,SB,314,100.0,2021.08.12,수시,BBB+,BBB+,2020.03.02,S,,,,,,,,,,,,,,
회사채,오케이캐피탈,SB,314,100.0,2021.08.12,수시,안정적,긍정적,2020.03.02,S,,,,,,,,,,,,,,
회사채,케이비캐피탈,SB,449-4,200.0,2025.03.17,본,,AA-,2020.03.02,S,,,,,,,,,,,,,,
회사채,케이비캐피탈,SB,449-4,200.0,2025.03.17,본,,안정적,2020.03.02,S,,,,,,,,,,,,,,
회사채,OCI,SB,84-2,600.0,2024.06.18,수시,A+,A,2020.02.28,S,,,,,,,,,,,,,,
회사채,OCI,SB,84-2,600.0,2024.06.18,수시,부정적,안정적,2020.02.28,S,,,,,,,,,,,,,,
회사채,국민은행,SB,4003이표일(03)2-03,3000.0,2022.03.03,본,,AAA,2020.02.28,S,,,,,,,,,,,,,,
회사채,국민은행,SB,4003이표일(03)2-03,3000.0,2022.03.03,본,,안정적,2020.02.28,S,,,,,,,,,,,,,,
회사채,롯데카드,SB,411-3,100.0,2027.03.12,본,,AA-,2020.02.28,S,,,,,,,,,,,,,,
회사채,롯데카드,SB,411-3,100.0,2027.03.12,본,,안정적,2020.02.28,S,,,,,,,,,,,,,,
회사채,롯데카드,FRN,412,100.0,2023.03.24,본,,AA-,2020.02.28,S,,,,,,,,,,,,,,
회사채,롯데카드,FRN,412,100.0,2023.03.24,본,,안정적,2020.02.28,S,,,,,,,,,,,,,,
회사채,산은캐피탈,SB,642-2,100.0,2022.09.16,본,,AA-,2020.02.28,S,,,,,,,,,,,,,,
회사채,산은캐피탈,SB,642-2,100.0,2022.09.16,본,,안정적,2020.02.28,S,,,,,,,,,,,,,,
회사채,삼성카드,SB,2427,200.0,2027.03.18,본,,AA+,2020.02.28,S,,,,,,,,,,,,,,
회사채,삼성카드,SB,2427,200.0,2027.03.18,본,,안정적,2020.02.28,S,,,,,,,,,,,,,,
회사채,수협은행,COCOT1,수산금융채권(은행)20-3이영구(신종)-13,2000.0,2099.12.31,본,,A+,2020.02.28,S,,,,,,,,,,,,,,
회사채,수협은행,COCOT1,수산금융채권(은행)20-3이영구(신종)-13,2000.0,2099.12.31,본,,안정적,2020.02.28,S,,,,,,,,,,,,,,
회사채,신한은행,SB,24-03-이-3A,1000.0,2023.03.04,본,,AAA,2020.02.28,S,,,,,,,,,,,,,,
회사채,신한은행,SB,24-03-이-3A,1000.0,2023.03.04,본,,안정적,2020.02.28,S,,,,,,,,,,,,,,
회사채,신한카드,FRN,2065-1,200.0,2025.03.18,본,,AA+,2020.02.28,S,,,,,,,,,,,,,,
회사채,신한카드,FRN,2065-1,200.0,2025.03.18,본,,안정적,2020.02.28,S,,,,,,,,,,,,,,
회사채,신한카드,SB,2066,300.0,2023.03.24,본,,AA+,2020.02.28,S,,,,,,,,,,,,,,
회사채,신한카드,SB,2066,300.0,2023.03.24,본,,안정적,2020.02.28,S,,,,,,,,,,,,,,
회사채,신한캐피탈,FRN,415-2,200.0,2023.03.17,본,,AA-,2020.02.28,S,,,,,,,,,,,,,,
회사채,신한캐피탈,FRN,415-2,200.0,2023.03.17,본,,안정적,2020.02.28,S,,,,,,,,,,,,,,
회사채,신한캐피탈,SB,416,200.0,2030.03.26,본,,AA-,2020.02.28,S,,,,,,,,,,,,,,
회사채,신한캐피탈,SB,416,200.0,2030.03.26,본,,안정적,2020.02.28,S,,,,,,,,,,,,,,
회사채,엔에이치농협캐피탈,SB,145-2,200.0,2027.03.18,본,,AA-,2020.02.28,S,,,,,,,,,,,,,,
회사채,엔에이치농협캐피탈,SB,145-2,200.0,2027.03.18,본,,안정적,2020.02.28,S,,,,,,,,,,,,,,
