,순위,종목코드,종목명,주식종류,시장구분,주당배당금,시가배당율,액면가배당율,액면가,결산월
0,1,023450,동남합성,보통주,유가증권시장,"9,900",29.50,"1,980.00",500,12
1,2,017390,서울도시가스,보통주,유가증권시장,"16,750",21.14,335.00,"5,000",12
2,3,950180,에스앤케이 KDR,보통주,코스닥시장,"3,245",19.80,0.00,0,07
3,4,008110,대동전자,보통주,유가증권시장,500,16.20,100.00,500,03
4,20,078020,이베스트투자증권,보통주,코스닥시장,550,7.80,11.00,"5,000",12
5,21,011785,금호석유화학1우,우선주,유가증권시장,"4,250",7.80,85.00,"5,000",12
6,22,007340,디티알오토모티브,보통주,유가증권시장,"2,000",7.60,400.00,500,12
7,23,003475,유안타증권1우,우선주,유가증권시장,175,7.30,3.50,"5,000",12
8,24,145270,케이탑자기관리부동산투자회사,보통주,유가증권시장,80,6.70,8.00,"1,000",12
9,25,005960,동부건설,보통주,유가증권시장,900,6.60,18.00,"5,000",12
10,26,122900,아이마켓코리아,보통주,유가증권시장,600,6.40,120.00,500,12
11,27,040420,정상제이엘에스,보통주,코스닥시장,430,6.39,86.00,500,12
12,28,100250,진양홀딩스,보통주,유가증권시장,170,6.30,34.00,500,12
13,29,175330,JB금융지주,보통주,유가증권시장,374,6.30,7.48,"5,000",12
14,30,085910,네오티스,보통주,코스닥시장,250,6.29,50.00,500,12
15,16,003410,쌍용씨앤이,보통주,유가증권시장,440,8.00,143.00,100,12
16,17,001750,한양증권,보통주,유가증권시장,750,7.90,15.00,"5,000",12
17,18,282690,동아타이어공업(신설),보통주,유가증권시장,800,7.90,160.00,500,12
18,19,000060,메리츠화재해상보험,보통주,유가증권시장,"1,280",7.90,256.00,500,12
19,35,244920,에이플러스에셋어드바이저,보통주,유가증권시장,350,6.17,70.00,500,12
20,36,007330,푸른상호저축은행,보통주,코스닥시장,550,6.14,55.00,"1,000",12
21,37,190650,코리아에셋투자증권,보통주,코스닥시장,300,6.10,6.00,"5,000",03
22,38,078935,지에스1우,우선주,유가증권시장,"1,950",6.10,39.00,"5,000",12
23,39,225190,삼양옵틱스,보통주,코스닥시장,600,6.04,120.00,500,12
24,40,194370,제이에스코퍼레이션,보통주,유가증권시장,450,6.03,450.00,100,12
25,41,005940,NH투자증권,보통주,유가증권시장,700,6.00,14.00,"5,000",12
26,42,028150,지에스홈쇼핑,보통주,코스닥시장,"8,500",6.00,170.00,"5,000",12
27,43,001275,부국증권1우,우선주,유가증권시장,"1,250",6.00,25.00,"5,000",12
28,44,031330,에스에이엠티,보통주,코스닥시장,150,6.00,30.00,500,12
29,45,267250,현대중공업지주,보통주,유가증권시장,"18,500",5.93,370.00,"1,000",12
30,31,001795,대한제당1우,우선주,유가증권시장,925,6.26,37.00,500,12
31,32,016610,디비금융투자,보통주,유가증권시장,300,6.21,6.00,"5,000",12
32,33,004800,효성,보통주,유가증권시장,"5,000",6.20,100.00,"5,000",12
33,34,088260,이리츠코크렙기업구조조정부동산투자회사,보통주,유가증권시장,350,6.20,70.00,500,12
34,50,000970,한국주철관공업,보통주,유가증권시장,400,5.80,80.00,500,12
35,51,007590,동방아그로,보통주,유가증권시장,370,5.80,74.00,500,12
36,52,030610,교보증권,보통주,유가증권시장,450,5.74,9.00,"5,000",12
37,53,000815,삼성화재해상보험1우,우선주,유가증권시장,"8,805",5.70,"1,761.00",500,12
38,54,019440,세아특수강,보통주,유가증권시장,700,5.70,14.00,"5,000",12
39,55,086790,하나금융지주,보통주,유가증권시장,"1,850",5.60,37.00,"5,000",12
40,56,015360,예스코홀딩스,보통주,유가증권시장,"2,000",5.50,40.00,"5,000",12
41,57,033780,케이티앤지,보통주,유가증권시장,"4,800",5.50,96.00,"5,000",12
42,58,29394K,신한알파위탁관리부동산투자회사1우,우선주,기타비상장,825,5.50,82.50,"1,000",03
43,59,003570,에스앤티중공업,보통주,유가증권시장,300,5.50,12.00,"2,500",12
44,60,092440,기신정기,보통주,유가증권시장,150,5.50,30.00,500,03
45,46,001720,신영증권,보통주,유가증권시장,"2,500",5.93,50.00,"5,000",03
46,47,001725,신영증권1우,우선주,유가증권시장,"2,550",5.92,51.00,"5,000",03
47,48,082640,동양생명보험,보통주,유가증권시장,220,5.90,4.40,"5,000",12
48,64,139130,DGB금융지주,보통주,유가증권시장,390,5.40,7.80,"5,000",12
49,65,344820,케이씨씨글라스,보통주,유가증권시장,"2,100",5.31,210.00,"1,000",12
50,66,030200,케이티,보통주,유가증권시장,"1,350",5.30,27.00,"5,000",12
51,67,092230,KPX홀딩스,보통주,유가증권시장,"3,100",5.30,62.00,"5,000",12
52,68,004970,신라교역,보통주,유가증권시장,500,5.30,100.00,500,12
53,69,128660,피제이메탈,보통주,코스닥시장,120,5.30,24.00,500,12
54,70,001270,부국증권,보통주,유가증권시장,"1,200",5.30,24.00,"5,000",12
55,71,094820,일진파워,보통주,코스닥시장,300,5.30,60.00,500,12
56,72,039240,경남스틸,보통주,코스닥시장,100,5.20,100.00,100,12
57,73,016360,삼성증권,보통주,유가증권시장,"2,200",5.20,44.00,"5,000",12
58,74,123890,한국자산신탁,보통주,유가증권시장,220,5.20,44.00,500,12
59,75,003690,코리안리재보험,보통주,유가증권시장,450,5.20,90.00,500,12
60,61,138930,BNK금융지주,보통주,유가증권시장,320,5.40,6.40,"5,000",12
61,62,002990,금호건설,보통주,유가증권시장,500,5.40,10.00,"5,000",12
62,63,029960,코엔텍,보통주,코스닥시장,510,5.40,102.00,500,12
63,64,139130,DGB금융지주,보통주,유가증권시장,390,5.40,7.80,"5,000",12
64,80,003690,코리안리재보험,보통주,유가증권시장,450,5.20,90.00,500,12
65,81,065690,파커스,보통주,코스닥시장,150,5.13,30.00,500,12
66,82,078930,지에스,보통주,유가증권시장,"1,900",5.10,38.00,"5,000",12
67,83,338100,엔에이치프라임위탁관리부동산투자회사,보통주,유가증권시장,246,5.10,49.20,500,11
68,84,035000,지투알,보통주,유가증권시장,300,5.10,30.00,"1,000",12
69,85,100840,에스앤티에너지,보통주,유가증권시장,800,5.10,160.00,500,12
70,86,005935,삼성전자1우,우선주,유가증권시장,"2,995",5.10,"2,995.00",100,12
71,87,025000,KPX케미칼,보통주,유가증권시장,"2,750",5.09,55.00,"5,000",12
72,88,002460,화성산업,보통주,유가증권시장,650,5.07,13.00,"5,000",12
73,89,204210,모두투어자기관리부동산투자회사,보통주,유가증권시장,150,5.07,3.00,"5,000",12
74,90,024110,중소기업은행,보통주,유가증권시장,471,5.00,9.42,"5,000",12
75,76,072870,메가스터디,보통주,코스닥시장,600,5.20,120.00,500,12
76,77,054040,한국컴퓨터,보통주,코스닥시장,150,5.20,30.00,500,12
77,78,016360,삼성증권,보통주,유가증권시장,"2,200",5.20,44.00,"5,000",12
78,79,123890,한국자산신탁,보통주,유가증권시장,220,5.20,44.00,500,12
79,95,213500,한솔제지,보통주,유가증권시장,700,4.94,14.00,"5,000",12
80,96,000650,천일고속,보통주,유가증권시장,"3,000",4.90,60.00,"5,000",12
81,97,002960,한국쉘석유,보통주,유가증권시장,"14,000",4.90,280.00,"5,000",12
82,98,005830,디비손해보험,보통주,유가증권시장,"2,200",4.90,440.00,500,12
83,99,000480,조선내화,보통주,유가증권시장,"4,200",4.89,84.00,"5,000",12
84,100,003465,유화증권1우,우선주,유가증권시장,120,4.83,12.00,"1,000",12
85,101,034590,인천도시가스,보통주,유가증권시장,"1,250",4.80,25.00,"5,000",12
86,102,225330,씨엠에스에듀,보통주,코스닥시장,260,4.80,52.00,500,12
87,103,017940,E1,보통주,유가증권시장,"2,200",4.80,44.00,"5,000",12
88,104,005930,삼성전자,보통주,유가증권시장,"2,994",4.70,"2,994.00",100,12
89,105,293940,신한알파위탁관리부동산투자회사,보통주,유가증권시장,303,4.70,30.30,"1,000",03
90,91,091340,에스엔케이폴리텍,보통주,코스닥시장,250,5.00,50.00,500,12
91,92,000440,중앙에너비스,보통주,코스닥시장,480,5.00,96.00,500,12
92,93,001500,현대차증권,보통주,유가증권시장,675,5.00,13.50,"5,000",12
93,94,102260,동성케미컬,보통주,유가증권시장,250,5.00,25.00,"1,000",12
94,110,120115,코오롱인더스트리1우,우선주,유가증권시장,"1,050",4.70,21.00,"5,000",12
95,111,046110,한일네트웍스,보통주,코스닥시장,240,4.70,48.00,500,12
96,112,001800,오리온홀딩스,보통주,유가증권시장,650,4.70,130.00,500,12
97,113,293940,신한알파위탁관리부동산투자회사,보통주,유가증권시장,303,4.70,30.30,"1,000",03
98,114,003460,유화증권,보통주,유가증권시장,110,4.62,11.00,"1,000",12
99,115,003780,진양산업,보통주,유가증권시장,180,4.60,36.00,500,12
100,116,030210,케이티비투자증권,보통주,유가증권시장,150,4.60,3.00,"5,000",12
101,117,000075,삼양홀딩스1우,우선주,유가증권시장,"2,300",4.60,46.00,"5,000",12
102,118,065710,서호전기,보통주,코스닥시장,"1,000",4.60,200.00,500,12
103,119,272550,삼양패키징,보통주,유가증권시장,"1,000",4.60,20.00,"5,000",12
104,120,267290,경동도시가스(신설),보통주,유가증권시장,875,4.60,35.00,"2,500",12
105,106,071055,한국투자금융지주1우,우선주,유가증권시장,"3,062",4.70,61.23,"5,000",12
106,107,093920,서원인텍,보통주,코스닥시장,350,4.70,70.00,500,12
107,108,300720,한일시멘트(신설),보통주,유가증권시장,"5,100",4.70,102.00,"5,000",12
108,124,015760,한국전력공사,보통주,유가증권시장,"1,216",4.50,24.32,"5,000",12
109,125,000155,두산1우,우선주,유가증권시장,"2,050",4.50,41.00,"5,000",12
110,126,117580,대성에너지,보통주,유가증권시장,250,4.50,25.00,"1,000",12
111,127,003300,한일홀딩스,보통주,유가증권시장,510,4.50,51.00,"1,000",12
112,128,000810,삼성화재해상보험,보통주,유가증권시장,"8,800",4.50,"1,760.00",500,12
113,129,041520,이라이콤,보통주,코스닥시장,600,4.50,120.00,500,12
114,130,037350,성도이엔지,보통주,코스닥시장,200,4.48,40.00,500,12
115,131,049720,고려신용정보,보통주,코스닥시장,275,4.40,55.00,500,12
116,132,036190,금화피에스시,보통주,코스닥시장,"1,300",4.40,260.00,500,12
117,133,227840,현대코퍼레이션홀딩스,보통주,유가증권시장,500,4.40,10.00,"5,000",12
118,134,011040,경동제약,보통주,코스닥시장,500,4.40,100.00,500,12
119,135,005305,롯데칠성음료1우,우선주,유가증권시장,"2,705",4.40,541.00,500,12
120,121,267290,경동도시가스(신설),보통주,유가증권시장,875,4.60,35.00,"2,500",12
121,122,055550,신한금융지주회사,보통주,유가증권시장,"1,500",4.50,30.00,"5,000",12
122,123,004255,엔피씨1우,우선주,유가증권시장,105,4.50,21.00,500,12
123,124,015760,한국전력공사,보통주,유가증권시장,"1,216",4.50,24.32,"5,000",12
124,140,130660,한전산업개발,보통주,유가증권시장,208,4.34,41.60,500,12
125,141,134380,미원화학,보통주,유가증권시장,"2,500",4.32,250.00,"1,000",12
126,142,002920,유성기업,보통주,유가증권시장,120,4.30,24.00,500,12
127,143,027710,팜스토리,보통주,코스닥시장,50,4.30,10.00,500,12
128,144,008060,대덕,보통주,유가증권시장,300,4.30,60.00,500,12
129,145,001450,현대해상화재보험,보통주,유가증권시장,"1,000",4.30,200.00,500,12
130,146,004650,창해에탄올,보통주,코스닥시장,600,4.30,120.00,500,12
131,147,018120,진로발효,보통주,코스닥시장,"1,350",4.29,270.00,500,12
132,148,005810,풍산홀딩스,보통주,유가증권시장,"1,200",4.20,24.00,"5,000",12
133,149,023760,한국캐피탈,보통주,코스닥시장,25,4.20,5.00,500,12
134,150,036530,에스앤티홀딩스,보통주,유가증권시장,650,4.20,130.00,500,12
135,136,039010,현대에이치티,보통주,코스닥시장,350,4.36,70.00,500,12
136,137,010960,삼호개발,보통주,유가증권시장,190,4.36,38.00,500,12
137,138,010770,평화홀딩스,보통주,유가증권시장,150,4.35,30.00,500,12
138,139,034830,한국토지신탁,보통주,유가증권시장,90,4.34,9.00,"1,000",12
139,155,023760,한국캐피탈,보통주,코스닥시장,25,4.20,5.00,500,12
140,156,036530,에스앤티홀딩스,보통주,유가증권시장,650,4.20,130.00,500,12
141,157,024090,디씨엠,보통주,유가증권시장,500,4.15,100.00,500,12
142,158,002355,넥센타이어1우,우선주,유가증권시장,110,4.15,22.00,500,12
143,159,005090,에스지씨에너지,보통주,유가증권시장,"1,500",4.10,30.00,"5,000",12
144,160,023150,MH에탄올,보통주,유가증권시장,350,4.10,70.00,500,12
145,161,006805,미래에셋증권1우,우선주,유가증권시장,220,4.10,4.40,"5,000",12
146,162,096240,청담러닝,보통주,코스닥시장,800,4.10,160.00,500,12
147,163,005965,동부건설1우,우선주,유가증권시장,950,4.10,19.00,"5,000",12
148,164,000320,노루홀딩스,보통주,유가증권시장,450,4.06,90.00,500,12
149,165,095720,웅진씽크빅,보통주,유가증권시장,110,4.01,22.00,500,12
150,151,950190,미투젠과기유한회사 KDR,보통주,코스닥시장,"1,095",4.20,0.00,0,12
151,152,010470,오리콤,보통주,코스닥시장,220,4.20,22.00,"1,000",12
152,153,036560,영풍정밀,보통주,코스닥시장,350,4.20,70.00,500,12
153,154,017670,SK텔레콤,보통주,유가증권시장,"10,000",4.20,"2,000.00",500,12
154,170,121060,유니포인트,보통주,코넥스시장,50,4.00,10.00,500,12
155,171,023000,삼원강재,보통주,유가증권시장,105,3.97,21.00,500,12
156,172,094280,효성ITX,보통주,유가증권시장,750,3.90,150.00,500,12
157,173,039570,HDC아이콘트롤스,보통주,유가증권시장,400,3.90,80.00,500,12
158,174,078000,텔코웨어,보통주,유가증권시장,480,3.90,96.00,500,12
159,175,021080,에이티넘인베스트먼트,보통주,코스닥시장,100,3.90,20.00,500,12
160,176,006390,한일현대시멘트,보통주,유가증권시장,"1,100",3.90,22.00,"5,000",12
161,177,069510,에스텍,보통주,코스닥시장,400,3.90,80.00,500,12
162,178,014530,극동유화,보통주,유가증권시장,140,3.90,28.00,500,12
163,179,105560,KB금융지주,보통주,유가증권시장,"1,770",3.90,35.40,"5,000",12
164,180,001790,대한제당,보통주,유가증권시장,900,3.86,36.00,500,12
165,166,015890,태경산업,보통주,유가증권시장,240,4.00,48.00,500,12
166,167,030000,제일기획,보통주,유가증권시장,840,4.00,420.00,200,12
167,168,069260,휴켐스,보통주,유가증권시장,"1,000",4.00,100.00,"1,000",12
168,169,140520,대창스틸,보통주,코스닥시장,100,4.00,20.00,500,12
169,185,001045,씨제이1우,우선주,유가증권시장,"2,050",3.80,41.00,"5,000",12
170,186,005490,포스코,보통주,유가증권시장,"8,000",3.80,160.00,"5,000",12
171,187,071050,한국투자금융지주,보통주,유가증권시장,"3,000",3.80,60.00,"5,000",12
172,188,071840,롯데하이마트,보통주,유가증권시장,"1,200",3.80,24.00,"5,000",12
173,189,037440,희림종합건축사사무소,보통주,코스닥시장,150,3.80,30.00,500,12
174,190,005160,동국산업,보통주,코스닥시장,130,3.80,13.00,"1,000",12
175,191,003555,LG1우,우선주,유가증권시장,"2,550",3.80,51.00,"5,000",12
176,192,011760,현대코퍼레이션,보통주,유가증권시장,600,3.80,12.00,"5,000",12
177,193,051600,한전KPS,보통주,유가증권시장,"1,146",3.70,573.00,200,12
178,194,032640,LG유플러스,보통주,유가증권시장,450,3.70,9.00,"5,000",12
179,195,004690,삼천리,보통주,유가증권시장,"3,000",3.70,60.00,"5,000",12
180,181,013120,동원개발,보통주,코스닥시장,185,3.85,37.00,500,12
181,182,000085,하이트진로1우,우선주,기타비상장,800,3.80,16.00,"5,000",12
182,183,161000,애경유화,보통주,유가증권시장,350,3.80,70.00,500,12
183,184,018670,SK가스,보통주,유가증권시장,"4,000",3.80,80.00,"5,000",12
184,200,079980,휴비스,보통주,유가증권시장,300,3.60,6.00,"5,000",12
185,201,079000,와토스코리아,보통주,코스닥시장,200,3.60,40.00,500,12
186,202,316140,우리금융지주,보통주,유가증권시장,360,3.60,7.20,"5,000",12
187,203,008370,원풍,보통주,코스닥시장,160,3.60,32.00,500,12
188,204,35320K,대덕전자 1우,우선주,유가증권시장,305,3.60,61.00,500,12
189,205,011330,유니켐,보통주,유가증권시장,50,3.60,10.00,500,12
190,206,064960,에스앤티모티브,보통주,유가증권시장,"1,600",3.60,32.00,"5,000",12
191,207,058850,케이티씨에스,보통주,유가증권시장,80,3.60,16.00,500,12
192,208,010640,진양폴리우레탄,보통주,유가증권시장,125,3.60,25.00,500,12
193,209,068930,디지털대성,보통주,코스닥시장,300,3.60,60.00,500,12
194,210,054930,유신,보통주,코스닥시장,500,3.60,10.00,"5,000",12
195,196,032640,LG유플러스,보통주,유가증권시장,450,3.70,9.00,"5,000",12
196,197,004690,삼천리,보통주,유가증권시장,"3,000",3.70,60.00,"5,000",12
197,198,002025,코오롱1우,우선주,유가증권시장,550,3.68,11.00,"5,000",12
198,199,010130,고려아연,보통주,유가증권시장,"15,000",3.63,300.00,"5,000",12
199,215,115500,케이씨에스,보통주,코스닥시장,220,3.50,44.00,500,12
200,216,017480,삼현철강,보통주,코스닥시장,150,3.50,30.00,500,12
201,217,221980,케이디켐,보통주,코스닥시장,500,3.50,100.00,500,12
202,218,013030,하이록코리아,보통주,코스닥시장,500,3.50,100.00,500,12
203,219,00806K,대덕1우,우선주,유가증권시장,305,3.50,61.00,500,12
204,220,009680,모토닉,보통주,유가증권시장,400,3.50,80.00,500,12
205,221,002810,삼영무역,보통주,유가증권시장,500,3.50,100.00,500,12
206,222,002270,롯데푸드,보통주,유가증권시장,"12,000",3.50,240.00,"5,000",12
207,223,083420,그린케미칼,보통주,유가증권시장,210,3.40,42.00,500,12
208,224,067920,이글루시큐리티,보통주,코스닥시장,160,3.40,32.00,500,12
209,225,002450,삼익악기,보통주,유가증권시장,50,3.40,10.00,500,12
210,211,054930,유신,보통주,코스닥시장,500,3.60,10.00,"5,000",12
211,212,023410,유진기업,보통주,코스닥시장,170,3.57,34.00,500,12
212,213,000240,한국앤컴퍼니,보통주,유가증권시장,500,3.50,100.00,500,12
213,214,009580,무림피앤피,보통주,유가증권시장,125,3.50,5.00,"2,500",12
214,230,002150,도화엔지니어링,보통주,유가증권시장,280,3.38,56.00,500,12
215,231,067010,이씨에스텔레콤,보통주,코스닥시장,100,3.36,20.00,500,03
216,232,001520,동양,보통주,유가증권시장,40,3.34,8.00,500,12
217,233,003030,세아제강지주,보통주,유가증권시장,"1,500",3.30,30.00,"5,000",12
218,234,110790,크리스에프앤씨,보통주,코스닥시장,740,3.30,74.00,"1,000",12
219,235,075130,플랜티넷,보통주,코스닥시장,200,3.30,40.00,500,12
220,236,011560,세보엠이씨,보통주,코스닥시장,200,3.30,40.00,500,12
221,237,025530,에스제이엠홀딩스,보통주,유가증권시장,100,3.30,20.00,500,12
222,238,004150,한솔홀딩스,보통주,유가증권시장,120,3.30,12.00,"1,000",12
223,239,023770,플레이위드,보통주,코스닥시장,300,3.30,60.00,500,12
224,240,002600,조흥,보통주,유가증권시장,"6,000",3.30,120.00,"5,000",12
225,226,093050,LF,보통주,유가증권시장,500,3.40,10.00,"5,000",12
226,227,006360,지에스건설,보통주,유가증권시장,"1,200",3.40,24.00,"5,000",12
227,228,067920,이글루시큐리티,보통주,코스닥시장,160,3.40,32.00,500,12
228,229,002450,삼익악기,보통주,유가증권시장,50,3.40,10.00,500,12
229,245,060380,동양에스텍,보통주,코스닥시장,100,3.20,20.00,500,12
230,246,016450,한세예스24홀딩스,보통주,유가증권시장,250,3.20,50.00,500,12
231,247,192400,쿠쿠홀딩스,보통주,유가증권시장,"3,300",3.20,660.00,500,12
232,248,038390,레드캡투어,보통주,코스닥시장,600,3.20,120.00,500,12
233,249,004780,대륙제관,보통주,코스닥시장,150,3.20,30.00,500,12
234,250,234080,제이더블유생명과학,보통주,유가증권시장,500,3.19,20.00,"2,500",12
235,251,004910,조광페인트,보통주,유가증권시장,200,3.12,40.00,500,12
236,252,058860,케이티아이에스,보통주,유가증권시장,80,3.12,16.00,500,12
237,253,036640,에이치알에스,보통주,코스닥시장,150,3.10,30.00,500,12
238,254,001200,유진투자증권,보통주,유가증권시장,120,3.10,2.40,"5,000",12
239,255,000145,하이트진로홀딩스1우,우선주,유가증권시장,450,3.10,9.00,"5,000",12
240,241,004150,한솔홀딩스,보통주,유가증권시장,120,3.30,12.00,"1,000",12
241,242,023770,플레이위드,보통주,코스닥시장,300,3.30,60.00,500,12
242,243,002600,조흥,보통주,유가증권시장,"6,000",3.30,120.00,"5,000",12
243,244,009970,영원무역홀딩스,보통주,유가증권시장,"1,200",3.20,240.00,500,12
244,260,032830,삼성생명보험,보통주,유가증권시장,"2,500",3.10,500.00,500,12
245,261,001200,유진투자증권,보통주,유가증권시장,120,3.10,2.40,"5,000",12
246,262,000145,하이트진로홀딩스1우,우선주,유가증권시장,450,3.10,9.00,"5,000",12
247,263,004450,삼화왕관,보통주,유가증권시장,"1,250",3.09,25.00,"5,000",12
248,264,004080,신흥,보통주,유가증권시장,200,3.02,40.00,500,12
249,265,079550,엘아이지넥스원,보통주,유가증권시장,900,3.00,18.00,"5,000",12
250,266,004590,한국가구,보통주,코스닥시장,135,3.00,135.00,100,12
251,267,011780,금호석유화학,보통주,유가증권시장,"4,200",3.00,84.00,"5,000",12
252,268,003650,미창석유공업,보통주,유가증권시장,"2,100",3.00,42.00,"5,000",12
253,269,003550,LG,보통주,유가증권시장,"2,500",3.00,50.00,"5,000",12
254,270,092130,이크레더블,보통주,코스닥시장,700,3.00,140.00,500,12
255,256,002380,케이씨씨,보통주,유가증권시장,"5,700",3.10,114.00,"5,000",12
256,257,092300,현우산업,보통주,코스닥시장,100,3.10,20.00,500,12
257,258,004250,엔피씨,보통주,유가증권시장,100,3.10,20.00,500,12
258,259,950110,SBI 핀테크솔루션즈,보통주,코스닥시장,193,3.10,0.00,0,03
259,275,100790,미래에셋벤처투자,보통주,코스닥시장,155,3.00,15.50,"1,000",12
260,276,000070,삼양홀딩스,보통주,유가증권시장,"2,250",3.00,45.00,"5,000",12
261,277,004590,한국가구,보통주,코스닥시장,135,3.00,135.00,100,12
262,278,011780,금호석유화학,보통주,유가증권시장,"4,200",3.00,84.00,"5,000",12
263,279,003650,미창석유공업,보통주,유가증권시장,"2,100",3.00,42.00,"5,000",12
264,280,003550,LG,보통주,유가증권시장,"2,500",3.00,50.00,"5,000",12
265,281,092130,이크레더블,보통주,코스닥시장,700,3.00,140.00,500,12
266,282,010240,흥국,보통주,코스닥시장,180,2.98,36.00,500,12
267,283,006220,제주은행,보통주,유가증권시장,100,2.96,2.00,"5,000",12
268,284,014830,유니드,보통주,유가증권시장,"1,400",2.91,28.00,"5,000",12
269,285,230360,에코마케팅,보통주,코스닥시장,930,2.90,930.00,100,12
270,271,010400,우진아이엔에스,보통주,유가증권시장,250,3.00,50.00,500,12
271,272,001560,제일연마공업,보통주,유가증권시장,220,3.00,44.00,500,12
272,273,104700,한국철강,보통주,유가증권시장,200,3.00,20.00,"1,000",12
273,289,058430,포스코강판,보통주,유가증권시장,500,2.90,10.00,"5,000",12
274,290,090150,광진윈텍,보통주,코스닥시장,120,2.90,24.00,500,12
275,291,083930,아바코,보통주,코스닥시장,300,2.90,60.00,500,12
276,292,037330,인지디스플레이,보통주,코스닥시장,100,2.90,20.00,500,12
277,293,004990,롯데지주,보통주,유가증권시장,"1,000",2.90,500.00,200,12
278,294,058650,세아홀딩스,보통주,유가증권시장,"2,250",2.90,45.00,"5,000",12
279,295,018880,한온시스템,보통주,유가증권시장,320,2.90,320.00,100,12
280,296,347890,엠투아이코퍼레이션,보통주,코스닥시장,500,2.90,500.00,100,12
281,297,089970,에이피티씨,보통주,코스닥시장,500,2.90,500.00,100,12
282,298,012750,에스원,보통주,유가증권시장,"2,500",2.90,500.00,500,12
283,299,053690,한미글로벌건축사사무소,보통주,유가증권시장,300,2.90,60.00,500,12
284,300,009410,태영건설,보통주,유가증권시장,325,2.87,65.00,500,12
285,286,348950,제이알글로벌위탁관리부동산투자회사,보통주,유가증권시장,153,2.90,15.30,"1,000",12
286,287,005180,빙그레,보통주,유가증권시장,"1,600",2.90,32.00,"5,000",12
287,288,053260,금강철강,보통주,코스닥시장,100,2.90,20.00,500,12
288,289,058430,포스코강판,보통주,유가증권시장,500,2.90,10.00,"5,000",12
289,305,264900,크라운제과(신설),보통주,유가증권시장,250,2.81,125.00,200,12
290,306,214370,케어젠,보통주,코스닥시장,"2,000",2.80,400.00,500,12
291,307,003800,에이스침대,보통주,코스닥시장,"1,100",2.80,110.00,"1,000",12
292,308,023530,롯데쇼핑,보통주,유가증권시장,"2,800",2.80,56.00,"5,000",12
293,309,004365,세방1우,우선주,유가증권시장,195,2.80,39.00,500,12
294,310,03473K,SK1우,우선주,유가증권시장,"7,050",2.80,"3,525.00",200,12
295,311,052330,코텍,보통주,코스닥시장,250,2.80,50.00,500,12
296,312,005500,삼진제약,보통주,유가증권시장,800,2.80,80.00,"1,000",12
297,313,004000,롯데정밀화학,보통주,유가증권시장,"1,500",2.80,30.00,"5,000",12
298,314,105630,한세실업,보통주,유가증권시장,500,2.80,100.00,500,12
299,315,084695,대상홀딩스1우,우선주,유가증권시장,230,2.80,23.00,"1,000",12
300,301,044450,케이에스에스해운,보통주,유가증권시장,300,2.87,60.00,500,12
301,302,307930,컴퍼니케이파트너스,보통주,코스닥시장,190,2.87,38.00,500,12
302,303,005725,넥센1우,우선주,유가증권시장,90,2.82,18.00,500,12
303,304,043650,국순당,보통주,코스닥시장,160,2.82,32.00,500,12
304,320,000500,가온전선,보통주,유가증권시장,600,2.74,12.00,"5,000",12
305,321,054540,삼영엠텍,보통주,코스닥시장,150,2.73,30.00,500,12
306,322,005010,휴스틸,보통주,유가증권시장,200,2.70,4.00,"5,000",12
307,323,290120,대유에이피,보통주,코스닥시장,200,2.70,40.00,500,12
308,324,011370,서한,보통주,코스닥시장,40,2.70,8.00,500,12
309,325,072710,농심홀딩스,보통주,유가증권시장,"2,000",2.70,40.00,"5,000",12
310,326,032080,아즈텍더블유비이,보통주,코스닥시장,50,2.70,10.00,500,12
311,327,051915,LG화학1우,우선주,유가증권시장,"10,050",2.70,201.00,"5,000",12
312,328,057050,현대홈쇼핑,보통주,유가증권시장,"2,200",2.70,44.00,"5,000",12
313,329,006060,화승인더스트리,보통주,유가증권시장,188,2.70,37.60,500,12
314,330,001680,대상,보통주,유가증권시장,700,2.70,70.00,"1,000",12
315,316,005500,삼진제약,보통주,유가증권시장,800,2.80,80.00,"1,000",12
316,317,004000,롯데정밀화학,보통주,유가증권시장,"1,500",2.80,30.00,"5,000",12
317,318,105630,한세실업,보통주,유가증권시장,500,2.80,100.00,500,12
318,319,084695,대상홀딩스1우,우선주,유가증권시장,230,2.80,23.00,"1,000",12
319,335,005680,삼영전자공업,보통주,유가증권시장,250,2.65,50.00,500,12
320,336,357250,미래에셋맵스제1호위탁관리부동산투자회사,보통주,유가증권시장,132,2.65,13.20,"1,000",11
321,337,000430,대원강업,보통주,유가증권시장,100,2.64,20.00,500,12
322,338,109860,동일금속,보통주,코스닥시장,300,2.62,60.00,500,12
323,339,225220,제놀루션,보통주,코스닥시장,700,2.62,140.00,500,12
324,340,023810,인팩,보통주,유가증권시장,150,2.60,30.00,500,12
325,341,034950,한국기업평가,보통주,코스닥시장,"2,907",2.60,58.14,"5,000",12
326,342,002200,한국수출포장공업,보통주,유가증권시장,600,2.60,12.00,"5,000",12
327,343,353200,대덕전자,보통주,유가증권시장,300,2.60,60.00,500,12
328,344,007070,지에스리테일,보통주,유가증권시장,900,2.60,90.00,"1,000",12
329,345,000140,하이트진로홀딩스,보통주,유가증권시장,400,2.60,8.00,"5,000",12
330,331,057050,현대홈쇼핑,보통주,유가증권시장,"2,200",2.70,44.00,"5,000",12
331,332,006060,화승인더스트리,보통주,유가증권시장,188,2.70,37.60,500,12
