,순위,종목코드,종목명,주식종류,시장구분,주당배당금,시가배당율,액면가배당율,액면가,결산월
1429,1445,357140,코마스인터렉티브,보통주,기타비상장,0,0.00,13.00,500,12
1430,1431,095380,동원엔터프라이즈,보통주,기타비상장,"1,000",0.00,20.00,"5,000",12
1431,1432,099620,코엔스,보통주,프리보드시장,0,0.00,100.00,500,12
1432,1433,123900,골든블루,보통주,프리보드시장,50,0.00,10.00,500,12
1433,1434,105915,케이티디에스1우,우선주,기타비상장,0,0.00,25.00,"5,000",12
1434,1435,139150,이지스자산운용,보통주,기타비상장,0,0.00,140.00,500,12
1435,1436,144920,케이씨씨홀딩스,보통주,기타비상장,0,0.00,20.00,500,12
1436,1437,217590,티엠씨,보통주,기타비상장,0,0.00,150.00,100,12
1437,1438,302920,더콘텐츠온,보통주,코넥스시장,0,0.00,0.00,500,12
1438,1439,30709K,케이씨씨오토그룹1우,우선주,기타비상장,0,0.00,20.00,500,12
1439,1440,346150,브이피,보통주,기타비상장,416,0.00,8.32,"5,000",12
1440,1441,217590,티엠씨,보통주,기타비상장,0,0.00,150.00,100,12
1441,1442,302920,더콘텐츠온,보통주,코넥스시장,0,0.00,0.00,500,12
1442,1443,30709K,케이씨씨오토그룹1우,우선주,기타비상장,0,0.00,20.00,500,12
1443,1444,346150,브이피,보통주,기타비상장,416,0.00,8.32,"5,000",12
1444,1445,357140,코마스인터렉티브,보통주,기타비상장,0,0.00,13.00,500,12
1445,1431,095380,동원엔터프라이즈,보통주,기타비상장,"1,000",0.00,20.00,"5,000",12
1446,1432,099620,코엔스,보통주,프리보드시장,0,0.00,100.00,500,12
1447,1433,123900,골든블루,보통주,프리보드시장,50,0.00,10.00,500,12
1448,1434,105915,케이티디에스1우,우선주,기타비상장,0,0.00,25.00,"5,000",12
1449,1435,139150,이지스자산운용,보통주,기타비상장,0,0.00,140.00,500,12
1450,1436,144920,케이씨씨홀딩스,보통주,기타비상장,0,0.00,20.00,500,12
1451,1437,217590,티엠씨,보통주,기타비상장,0,0.00,150.00,100,12
1452,1438,302920,더콘텐츠온,보통주,코넥스시장,0,0.00,0.00,500,12
1453,1439,30709K,케이씨씨오토그룹1우,우선주,기타비상장,0,0.00,20.00,500,12
1454,1440,346150,브이피,보통주,기타비상장,416,0.00,8.32,"5,000",12
1455,1441,217590,티엠씨,보통주,기타비상장,0,0.00,150.00,100,12
1456,1442,302920,더콘텐츠온,보통주,코넥스시장,0,0.00,0.00,500,12
1457,1443,30709K,케이씨씨오토그룹1우,우선주,기타비상장,0,0.00,20.00,500,12
1458,1444,346150,브이피,보통주,기타비상장,416,0.00,8.32,"5,000",12
1459,1445,357140,코마스인터렉티브,보통주,기타비상장,0,0.00,13.00,500,12
1460,1431,095380,동원엔터프라이즈,보통주,기타비상장,"1,000",0.00,20.00,"5,000",12
1461,1432,099620,코엔스,보통주,프리보드시장,0,0.00,100.00,500,12
1462,1433,123900,골든블루,보통주,프리보드시장,50,0.00,10.00,500,12
1463,1434,105915,케이티디에스1우,우선주,기타비상장,0,0.00,25.00,"5,000",12
1464,1435,139150,이지스자산운용,보통주,기타비상장,0,0.00,140.00,500,12
1465,1436,144920,케이씨씨홀딩스,보통주,기타비상장,0,0.00,20.00,500,12
1466,1437,217590,티엠씨,보통주,기타비상장,0,0.00,150.00,100,12
1467,1438,302920,더콘텐츠온,보통주,코넥스시장,0,0.00,0.00,500,12
1468,1439,30709K,케이씨씨오토그룹1우,우선주,기타비상장,0,0.00,20.00,500,12
1469,1440,346150,브이피,보통주,기타비상장,416,0.00,8.32,"5,000",12
