회사명,채권종류,회차,발행액(억원),만기일,평가종류,직전등급,현재등급,평가일,리포트,Type
신한금융투자,SB,21-3,300.0,2025.10.27,본,,안정적,2020.10.14,S,회사채
아이비케이캐피탈,SB,224-4,200.0,2024.05.10,본,,AA-,2020.10.14,S,회사채
아이비케이캐피탈,SB,224-4,200.0,2024.05.10,본,,안정적,2020.10.14,S,회사채
코리아세븐,SB,16,1300.0,2023.10.27,본,,A+,2020.10.14,S,회사채
코리아세븐,SB,16,1300.0,2023.10.27,본,,안정적,2020.10.14,S,회사채
한국해외인프라도시개발지원공사,PFB,1-2,1000.0,2050.10.28,본,,AAA,2020.10.14,S,회사채
한국해외인프라도시개발지원공사,PFB,1-2,1000.0,2050.10.28,본,,안정적,2020.10.14,S,회사채
경남은행,FRN,2020-10이(변)1A-15,1000.0,2021.10.15,본,,AA+,2020.10.13,S,회사채
경남은행,FRN,2020-10이(변)1A-15,1000.0,2021.10.15,본,,안정적,2020.10.13,S,회사채
대신증권,ELB,542,28.2328,2021.11.05,본,,AA-,2020.10.13,S,회사채
대신증권,ELB,542,28.2328,2021.11.05,본,,안정적,2020.10.13,S,회사채
두산인프라코어,SB,71,1300.0,2022.10.27,본,,BBB,2020.10.13,S,회사채
두산인프라코어,SB,71,1300.0,2022.10.27,본,,유동적,2020.10.13,S,회사채
비엔케이캐피탈,SB,226-4,100.0,2025.11.12,본,,AA-,2020.10.13,S,회사채
비엔케이캐피탈,SB,226-4,100.0,2025.11.12,본,,안정적,2020.10.13,S,회사채
에스케이실트론,SB,46-2,280.0,2025.10.26,본,,A,2020.10.13,S,회사채
에스케이실트론,SB,46-2,280.0,2025.10.26,본,,안정적,2020.10.13,S,회사채
인천교통공사,PFB,2020-02,300.0,2025.10.29,본,,AA+,2020.10.13,S,회사채
인천교통공사,PFB,2020-02,300.0,2025.10.29,본,,안정적,2020.10.13,S,회사채
한국캐피탈,SB,446-5,100.0,2023.11.09,본,,A-,2020.10.13,S,회사채
한국캐피탈,SB,446-5,100.0,2023.11.09,본,,긍정적,2020.10.13,S,회사채
현대커머셜,FRN,389-1,500.0,2022.08.12,본,,AA-,2020.10.13,S,회사채
현대커머셜,FRN,389-1,500.0,2022.08.12,본,,안정적,2020.10.13,S,회사채
현대커머셜,SB,389-3,100.0,2023.11.10,본,,AA-,2020.10.13,S,회사채
현대커머셜,SB,389-3,100.0,2023.11.10,본,,안정적,2020.10.13,S,회사채
연합자산관리,SB,29,1800.0,2022.10.23,본,,AA,2020.10.12,S,회사채
연합자산관리,SB,29,1800.0,2022.10.23,본,,부정적,2020.10.12,S,회사채
농협금융지주,SB,28-2,2200.0,2025.10.13,본,,AAA,2020.10.08,S,회사채
농협금융지주,SB,28-2,2200.0,2025.10.13,본,,안정적,2020.10.08,S,회사채
오케이캐피탈,PP,357,100.0,2022.10.12,본,,BBB+,2020.10.08,S,회사채
오케이캐피탈,PP,357,100.0,2022.10.12,본,,긍정적,2020.10.08,S,회사채
제일제강공업,BW1,2,200.0,2023.12.04,본,,B,2020.10.08,S,회사채
제일제강공업,BW1,2,200.0,2023.12.04,본,,안정적,2020.10.08,S,회사채
파라다이스,SB,5,1000.0,2022.10.04,수시,A+,A,2020.10.08,S,회사채
파라다이스,SB,5,1000.0,2022.10.04,수시,부정적,부정적,2020.10.08,S,회사채
파라다이스,SB,6,1000.0,2023.10.22,본,,A,2020.10.08,S,회사채
파라다이스,SB,6,1000.0,2023.10.22,본,,부정적,2020.10.08,S,회사채
하나캐피탈,SB,316-7,300.0,2025.04.18,본,,AA-,2020.10.08,S,회사채
하나캐피탈,SB,316-7,300.0,2025.04.18,본,,안정적,2020.10.08,S,회사채
롯데렌탈,SB,53-2,700.0,2025.10.21,본,,AA-,2020.10.07,S,회사채
롯데렌탈,SB,53-2,700.0,2025.10.21,본,,부정적,2020.10.07,S,회사채
메리츠금융지주,HB,3(신종),1000.0,2050.10.21,본,,A+,2020.10.07,S,회사채
메리츠금융지주,HB,3(신종),1000.0,2050.10.21,본,,안정적,2020.10.07,S,회사채
미래에셋캐피탈,SB,43-2,300.0,2023.11.06,본,,AA-,2020.10.07,S,회사채
미래에셋캐피탈,SB,43-2,300.0,2023.11.06,본,,안정적,2020.10.07,S,회사채
신한금융투자,ELB,2323호,135.8554,2021.11.29,본,,AA,2020.10.07,S,회사채
신한금융투자,ELB,2323호,135.8554,2021.11.29,본,,안정적,2020.10.07,S,회사채
인천국제공항공사,PFB,147,1700.0,2027.10.08,본,,AAA,2020.10.07,S,회사채
인천국제공항공사,PFB,147,1700.0,2027.10.08,본,,안정적,2020.10.07,S,회사채
KB금융지주,COCOT1,조건부(상)4-2,650.0,2099.12.31,본,,AA-,2020.10.06,S,회사채
KB금융지주,COCOT1,조건부(상)4-2,650.0,2099.12.31,본,,안정적,2020.10.06,S,회사채
서울신문사,SECB,12(담보부),100.0,2023.10.16,본,,A,2020.10.06,S,회사채
서울신문사,SECB,12(담보부),100.0,2023.10.16,본,,안정적,2020.10.06,S,회사채
우리금융지주,COCOT1,8(신종),2000.0,2099.12.31,본,,AA-,2020.10.06,S,회사채
우리금융지주,COCOT1,8(신종),2000.0,2099.12.31,본,,안정적,2020.10.06,S,회사채
제이비우리캐피탈,SB,410-4,100.0,2025.04.28,본,,AA-,2020.10.06,S,회사채
제이비우리캐피탈,SB,410-4,100.0,2025.04.28,본,,안정적,2020.10.06,S,회사채
경기주택도시공사,PFB,보상20-11-07가,37.304,2023.11.30,본,,AAA,2020.10.05,S,회사채
경기주택도시공사,PFB,보상20-11-07가,37.304,2023.11.30,본,,안정적,2020.10.05,S,회사채
케이비캐피탈,SB,461-4,100.0,2024.04.05,본,,AA-,2020.10.05,S,회사채
케이비캐피탈,SB,461-4,100.0,2024.04.05,본,,안정적,2020.10.05,S,회사채
포스코기술투자,SB,25,200.0,2022.10.06,본,,A-,2020.10.05,S,회사채
포스코기술투자,SB,25,200.0,2022.10.06,본,,안정적,2020.10.05,S,회사채
하이투자증권,ELB,241,6.687,2021.10.22,본,,A+,2020.10.05,S,회사채
하이투자증권,ELB,241,6.687,2021.10.22,본,,안정적,2020.10.05,S,회사채
한국투자캐피탈,SB,52-3,100.0,2023.05.02,본,,A,2020.10.05,S,회사채
한국투자캐피탈,SB,52-3,100.0,2023.05.02,본,,안정적,2020.10.05,S,회사채
SK텔레콤,SB,79-3,1100.0,2040.10.19,본,,AAA,2020.09.29,S,회사채
SK텔레콤,SB,79-3,1100.0,2040.10.19,본,,안정적,2020.09.29,S,회사채
국민은행,FRN,4010이(01)1변-13,2300.0,2021.10.13,본,,AAA,2020.09.29,S,회사채
국민은행,FRN,4010이(01)1변-13,2300.0,2021.10.13,본,,안정적,2020.09.29,S,회사채
국민은행,SB,4010이표일(03)1-14,4000.0,2021.10.14,본,,AAA,2020.09.29,S,회사채
국민은행,SB,4010이표일(03)1-14,4000.0,2021.10.14,본,,안정적,2020.09.29,S,회사채
롯데카드,SB,429,200.0,2022.03.18,본,,AA-,2020.09.29,S,회사채
롯데카드,SB,429,200.0,2022.03.18,본,,안정적,2020.09.29,S,회사채
삼성카드,SB,2489,700.0,2025.10.10,본,,AA+,2020.09.29,S,회사채
삼성카드,SB,2489,700.0,2025.10.10,본,,안정적,2020.09.29,S,회사채
신한은행,FRN,24-10-이-2-B,2600.0,2022.10.22,본,,AAA,2020.09.29,S,회사채
신한은행,FRN,24-10-이-2-B,2600.0,2022.10.22,본,,안정적,2020.09.29,S,회사채
신한카드,SB,2095-3,500.0,2027.10.29,본,,AA+,2020.09.29,S,회사채
신한카드,SB,2095-3,500.0,2027.10.29,본,,안정적,2020.09.29,S,회사채
엔에이치농협캐피탈,SB,155,600.0,2023.10.27,본,,AA-,2020.09.29,S,회사채
엔에이치농협캐피탈,SB,155,600.0,2023.10.27,본,,안정적,2020.09.29,S,회사채
우리은행,SB,24-10-할인11M-갑-12,3000.0,2021.09.12,본,,AAA,2020.09.29,S,회사채
우리은행,SB,24-10-할인11M-갑-12,3000.0,2021.09.12,본,,안정적,2020.09.29,S,회사채
우리카드,SB,183-3,500.0,2025.01.27,본,,AA,2020.09.29,S,회사채
우리카드,SB,183-3,500.0,2025.01.27,본,,안정적,2020.09.29,S,회사채
전북은행,SB,24-10이03갑-12,500.0,2023.10.12,본,,AA+,2020.09.29,S,회사채
전북은행,SB,24-10이03갑-12,500.0,2023.10.12,본,,안정적,2020.09.29,S,회사채
지에스에너지,SB,12-2,900.0,2030.10.16,본,,AA,2020.09.29,S,회사채
지에스에너지,SB,12-2,900.0,2030.10.16,본,,안정적,2020.09.29,S,회사채
케이비국민카드,SB,316-5,1000.0,2025.04.29,본,,AA+,2020.09.29,S,회사채
케이비국민카드,SB,316-5,1000.0,2025.04.29,본,,안정적,2020.09.29,S,회사채
케이비증권,DLB,5074호(DLB),21.8765,2021.10.29,본,,AA+,2020.09.29,S,회사채
케이비증권,DLB,5074호(DLB),21.8765,2021.10.29,본,,안정적,2020.09.29,S,회사채
케이비증권,ELB,5384호,73.8935,2021.10.29,본,,AA+,2020.09.29,S,회사채
케이비증권,ELB,5384호,73.8935,2021.10.29,본,,안정적,2020.09.29,S,회사채
하나은행,FRN,43-10이1갑-08(1-변),3000.0,2021.10.08,본,,AAA,2020.09.29,S,회사채
하나은행,FRN,43-10이1갑-08(1-변),3000.0,2021.10.08,본,,안정적,2020.09.29,S,회사채
하나은행,SB,43-10이3갑-15,1500.0,2023.10.15,본,,AAA,2020.09.29,S,회사채
하나은행,SB,43-10이3갑-15,1500.0,2023.10.15,본,,안정적,2020.09.29,S,회사채
하나카드,SB,190,600.0,2024.04.21,본,,AA,2020.09.29,S,회사채
하나카드,SB,190,600.0,2024.04.21,본,,안정적,2020.09.29,S,회사채
한국도로공사,PFB,744,1800.0,2022.10.14,본,,AAA,2020.09.29,S,회사채
한국도로공사,PFB,744,1800.0,2022.10.14,본,,안정적,2020.09.29,S,회사채
현대카드,SB,813-3,200.0,2025.10.10,본,,AA,2020.09.29,S,회사채
현대카드,SB,813-3,200.0,2025.10.10,본,,안정적,2020.09.29,S,회사채
현대카드,FRN,814-3,500.0,2022.06.28,본,,AA,2020.09.29,S,회사채
현대카드,FRN,814-3,500.0,2022.06.28,본,,안정적,2020.09.29,S,회사채
키움증권,ELB,137,12.2911,2021.11.01,본,,AA-,2020.09.28,S,회사채
키움증권,ELB,137,12.2911,2021.11.01,본,,안정적,2020.09.28,S,회사채
하나금융투자,ELB,841,60.0,2021.11.01,본,,AA,2020.09.28,S,회사채
하나금융투자,ELB,841,60.0,2021.11.01,본,,안정적,2020.09.28,S,회사채
하나금융투자,DLB,908(DLB),47.0239,2021.10.29,본,,AA,2020.09.28,S,회사채
하나금융투자,DLB,908(DLB),47.0239,2021.10.29,본,,안정적,2020.09.28,S,회사채
한국투자증권,DLB,122호,8.6965,2021.10.29,본,,AA,2020.09.28,S,회사채
한국투자증권,DLB,122호,8.6965,2021.10.29,본,,안정적,2020.09.28,S,회사채
한국투자증권,ELB,1443,3.0,2021.10.29,본,,AA,2020.09.28,S,회사채
한국투자증권,ELB,1443,3.0,2021.10.29,본,,안정적,2020.09.28,S,회사채
현대중공업지주,SB,7,800.0,2023.10.16,본,,A-,2020.09.28,S,회사채
현대중공업지주,SB,7,800.0,2023.10.16,본,,안정적,2020.09.28,S,회사채
메리츠캐피탈,SB,170,300.0,2022.07.22,본,,A+,2020.09.25,S,회사채
메리츠캐피탈,SB,170,300.0,2022.07.22,본,,안정적,2020.09.25,S,회사채
산은캐피탈,SB,654,300.0,2024.01.29,본,,AA-,2020.09.25,S,회사채
산은캐피탈,SB,654,300.0,2024.01.29,본,,안정적,2020.09.25,S,회사채
신한캐피탈,SB,430-2,500.0,2024.10.16,본,,AA-,2020.09.25,S,회사채
신한캐피탈,SB,430-2,500.0,2024.10.16,본,,안정적,2020.09.25,S,회사채
현대캐피탈,FRN,1867-3,1000.0,2028.12.20,본,,AA,2020.09.25,S,회사채
현대캐피탈,FRN,1867-3,1000.0,2028.12.20,본,,안정적,2020.09.25,S,회사채
현대캐피탈,SB,1867-4,300.0,2030.10.22,본,,AA,2020.09.25,S,회사채
현대캐피탈,SB,1867-4,300.0,2030.10.22,본,,안정적,2020.09.25,S,회사채
티웨이홀딩스,BW1,24,300.0,2023.10.22,본,,BB-↓,2020.09.24,S,회사채
티웨이홀딩스,BW1,24,300.0,2023.10.22,본,,,2020.09.24,S,회사채
NOMURA INTERNATIONAL FUNDING PTE.LTD.,SB,"5-1(Nomura Holdings, Inc. 권면보증)",300.0,2037.06.21,정기,AA+,AA+,2020.09.23,S,회사채
NOMURA INTERNATIONAL FUNDING PTE.LTD.,SB,"5-1(Nomura Holdings, Inc. 권면보증)",300.0,2037.06.21,정기,부정적,안정적,2020.09.23,S,회사채
미래에셋증권,DLB,1255(DLB),16.406,2021.10.29,본,,AA,2020.09.23,S,회사채
미래에셋증권,DLB,1255(DLB),16.406,2021.10.29,본,,안정적,2020.09.23,S,회사채
미래에셋증권,ELB,2635,10.1485,2022.10.28,본,,AA,2020.09.23,S,회사채
미래에셋증권,ELB,2635,10.1485,2022.10.28,본,,안정적,2020.09.23,S,회사채
미래에셋증권,SB,54-2,200.0,2025.09.25,본,,AA,2020.09.23,S,회사채
미래에셋증권,SB,54-2,200.0,2025.09.25,본,,안정적,2020.09.23,S,회사채
한국산업은행,FRN,산금20변이0100-1202-1M,1200.0,2021.12.02,본,,AAA,2020.09.23,S,회사채
한국산업은행,FRN,산금20변이0100-1202-1M,1200.0,2021.12.02,본,,안정적,2020.09.23,S,회사채
한국산업은행,SB,산금20신할0100-1217-1,2300.0,2021.12.17,본,,AAA,2020.09.23,S,회사채
한국산업은행,SB,산금20신할0100-1217-1,2300.0,2021.12.17,본,,안정적,2020.09.23,S,회사채
한화투자증권,DLB,239,0.05,2021.10.20,본,,A+,2020.09.23,S,회사채
한화투자증권,DLB,239,0.05,2021.10.20,본,,안정적,2020.09.23,S,회사채
한화투자증권,ELB,376,6.406,2022.04.22,본,,A+,2020.09.23,S,회사채
한화투자증권,ELB,376,6.406,2022.04.22,본,,안정적,2020.09.23,S,회사채
NOMURA INTERNATIONAL FUNDING PTE.LTD.,SB,"5-1(Nomura Holdings, Inc. 권면보증)",300,2037.06.21,정기,AA+,AA+,2020.09.23,S,회사채
NOMURA INTERNATIONAL FUNDING PTE.LTD.,SB,"5-1(Nomura Holdings, Inc. 권면보증)",300,2037.06.21,정기,부정적,안정적,2020.09.23,S,회사채
미래에셋증권,DLB,1255(DLB),16.406,2021.10.29,본,,AA,2020.09.23,S,회사채
미래에셋증권,DLB,1255(DLB),16.406,2021.10.29,본,,안정적,2020.09.23,S,회사채
미래에셋증권,ELB,2635,10.1485,2022.10.28,본,,AA,2020.09.23,S,회사채
미래에셋증권,ELB,2635,10.1485,2022.10.28,본,,안정적,2020.09.23,S,회사채
미래에셋증권,SB,54-2,200,2025.09.25,본,,AA,2020.09.23,S,회사채
미래에셋증권,SB,54-2,200,2025.09.25,본,,안정적,2020.09.23,S,회사채
한국산업은행,FRN,산금20변이0100-1202-1M,1200,2021.12.02,본,,AAA,2020.09.23,S,회사채
한국산업은행,FRN,산금20변이0100-1202-1M,1200,2021.12.02,본,,안정적,2020.09.23,S,회사채
한국산업은행,SB,산금20신할0100-1217-1,2300,2021.12.17,본,,AAA,2020.09.23,S,회사채
한국산업은행,SB,산금20신할0100-1217-1,2300,2021.12.17,본,,안정적,2020.09.23,S,회사채
한화투자증권,DLB,239,0.05,2021.10.20,본,,A+,2020.09.23,S,회사채
한화투자증권,DLB,239,0.05,2021.10.20,본,,안정적,2020.09.23,S,회사채
한화투자증권,ELB,376,6.406,2022.04.22,본,,A+,2020.09.23,S,회사채
한화투자증권,ELB,376,6.406,2022.04.22,본,,안정적,2020.09.23,S,회사채
리더스기술투자,BW1,9,200,2024.08.16,정기,B,B,2020.09.22,S,회사채
리더스기술투자,BW1,9,200,2024.08.16,정기,안정적,부정적,2020.09.22,S,회사채
오케이캐피탈,PP,352,75,2021.09.23,본,,BBB+,2020.09.22,S,회사채
오케이캐피탈,PP,352,75,2021.09.23,본,,긍정적,2020.09.22,S,회사채
이원다이애그노믹스,SCB,3,600,2023.11.02,본,,B+,2020.09.22,S,회사채
이원다이애그노믹스,SCB,3,600,2023.11.02,본,,안정적,2020.09.22,S,회사채
알씨아이파이낸셜서비스코리아,SB,87,300,2022.09.23,본,,A+,2020.09.21,S,회사채
알씨아이파이낸셜서비스코리아,SB,87,300,2022.09.23,본,,안정적,2020.09.21,S,회사채
엠캐피탈,SB,267,100,2021.10.15,본,,A-,2020.09.21,S,회사채
엠캐피탈,SB,267,100,2021.10.15,본,,안정적,2020.09.21,S,회사채
한국전력공사,PFB,1037,300,2022.11.04,본,,AAA,2020.09.21,S,회사채
한국전력공사,PFB,1037,300,2022.11.04,본,,안정적,2020.09.21,S,회사채
한국증권금융,SB,2020-4-2,1000,2030.10.13,본,,AAA,2020.09.21,S,회사채
한국증권금융,SB,2020-4-2,1000,2030.10.13,본,,안정적,2020.09.21,S,회사채
대신증권,ELB,538,54.3933,2021.10.08,본,,AA-,2020.09.17,S,회사채
대신증권,ELB,538,54.3933,2021.10.08,본,,안정적,2020.09.17,S,회사채
승진상사,PP,2(P-CBO),50,2023.10.28,본,,BB+,2020.09.17,S B,회사채
승진상사,PP,2(P-CBO),50,2023.10.28,본,,안정적,2020.09.17,S B,회사채
넥센타이어,SB,54,1500,2023.10.06,본,,A+,2020.09.16,S,회사채
넥센타이어,SB,54,1500,2023.10.06,본,,안정적,2020.09.16,S,회사채
비엔케이캐피탈,SB,221-5,300,2023.10.27,본,,AA-,2020.09.16,S,회사채
비엔케이캐피탈,SB,221-5,300,2023.10.27,본,,안정적,2020.09.16,S,회사채
우리금융캐피탈,SB,406-3,900,2023.10.13,본,,A+,2020.09.16,S,회사채
우리금융캐피탈,SB,406-3,900,2023.10.13,본,,안정적,2020.09.16,S,회사채
수산업협동조합중앙회,SB,수산금융채권(경제)44-10이표48-30호,1000,2024.10.30,본,,AAA,2020.09.15,S,회사채
수산업협동조합중앙회,SB,수산금융채권(경제)44-10이표48-30호,1000,2024.10.30,본,,안정적,2020.09.15,S,회사채
엔에이치투자증권,SB,61-2,1500,2025.09.28,본,,AA+,2020.09.15,S,회사채
엔에이치투자증권,SB,61-2,1500,2025.09.28,본,,안정적,2020.09.15,S,회사채
오케이캐피탈,SB,356,64,2021.11.08,본,,BBB+,2020.09.15,S,회사채
오케이캐피탈,SB,356,64,2021.11.08,본,,긍정적,2020.09.15,S,회사채
동원F&B,SB,11,600,2023.09.27,본,,A+,2020.09.14,S,회사채
동원F&B,SB,11,600,2023.09.27,본,,안정적,2020.09.14,S,회사채
메리츠증권,SB,2009-1,1600,2022.03.16,본,,AA-,2020.09.14,S,회사채
메리츠증권,SB,2009-1,1600,2022.03.16,본,,안정적,2020.09.14,S,회사채
미래에셋증권,DLB,1246(DLB),300,2035.09.19,본,,AA,2020.09.14,S,회사채
미래에셋증권,DLB,1246(DLB),300,2035.09.19,본,,안정적,2020.09.14,S,회사채
신한금융투자,ELB,2318호,128.2236,2021.10.29,본,,AA,2020.09.14,S,회사채
신한금융투자,ELB,2318호,128.2236,2021.10.29,본,,안정적,2020.09.14,S,회사채
신한금융투자,DLB,3375호,200,2035.10.29,본,,AA,2020.09.14,S,회사채
신한금융투자,DLB,3375호,200,2035.10.29,본,,안정적,2020.09.14,S,회사채
쌍용씨앤이,SB,315,1500,2023.09.25,본,,A-,2020.09.14,S R,회사채
쌍용씨앤이,SB,315,1500,2023.09.25,본,,긍정적,2020.09.14,S R,회사채
쓰리디팩토리,SCB,8,50,2023.07.09,수시,,B-,2020.09.14,S,회사채
쓰리디팩토리,SCB,8,50,2023.07.09,수시,,안정적,2020.09.14,S,회사채
아이비케이캐피탈,SB,221-4,300,2025.09.15,본,,AA-,2020.09.14,S,회사채
아이비케이캐피탈,SB,221-4,300,2025.09.15,본,,안정적,2020.09.14,S,회사채
에이치디씨현대산업개발,SB,3-3,500,2025.07.13,수시,A+↓,A+,2020.09.14,S R,회사채
에이치디씨현대산업개발,SB,3-3,500,2025.07.13,수시,,안정적,2020.09.14,S R,회사채
삼척블루파워,SB,4,1000,2023.09.25,본,,AA-,2020.09.11,S,회사채
삼척블루파워,SB,4,1000,2023.09.25,본,,안정적,2020.09.11,S,회사채
에스케이브로드밴드,SB,50,1600,2025.09.25,본,,AA,2020.09.11,S,회사채
에스케이브로드밴드,SB,50,1600,2025.09.25,본,,안정적,2020.09.11,S,회사채
현대커머셜,SB,387-2,700,2023.10.06,본,,AA-,2020.09.11,S,회사채
현대커머셜,SB,387-2,700,2023.10.06,본,,안정적,2020.09.11,S,회사채
디엘에너지,SB,6,1000,2023.09.22,본,,A,2020.09.10,S,회사채
디엘에너지,SB,6,1000,2023.09.22,본,,안정적,2020.09.10,S,회사채
롯데쇼핑,SB,88-2,600,2030.09.23,본,,AA,2020.09.10,S,회사채
롯데쇼핑,SB,88-2,600,2030.09.23,본,,부정적,2020.09.10,S,회사채
한국공항공사,PFB,3,600,2027.09.22,본,,AAA,2020.09.10,S,회사채
한국공항공사,PFB,3,600,2027.09.22,본,,안정적,2020.09.10,S,회사채
한국수출입은행,FRN,한국수출입금융(변) 2011나-이표-1,1300,2021.11.03,본,,AAA,2020.09.10,S,회사채
한국수출입은행,FRN,한국수출입금융(변) 2011나-이표-1,1300,2021.11.03,본,,안정적,2020.09.10,S,회사채
한국수출입은행,SB,한국수출입금융2012나-할인-1,3500,2021.12.02,본,,AAA,2020.09.10,S,회사채
한국수출입은행,SB,한국수출입금융2012나-할인-1,3500,2021.12.02,본,,안정적,2020.09.10,S,회사채
씨제이대한통운,PP,97,800,2025.09.10,본,,AA-,2020.09.09,S,회사채
씨제이대한통운,PP,97,800,2025.09.10,본,,안정적,2020.09.09,S,회사채
엘지헬로비전,SB,10,1000,2023.09.22,본,,AA-,2020.09.09,S,회사채
엘지헬로비전,SB,10,1000,2023.09.22,본,,안정적,2020.09.09,S,회사채
제이비우리캐피탈,SB,408-6,200,2025.03.21,본,,AA-,2020.09.09,S,회사채
제이비우리캐피탈,SB,408-6,200,2025.03.21,본,,안정적,2020.09.09,S,회사채
충북개발공사,PFB,(밀레)2020-2,200,2022.09.14,본,,AA+,2020.09.09,S,회사채
충북개발공사,PFB,(밀레)2020-2,200,2022.09.14,본,,안정적,2020.09.09,S,회사채
하나캐피탈,SB,314-5,300,2025.03.21,본,,AA-,2020.09.09,S,회사채
하나캐피탈,SB,314-5,300,2025.03.21,본,,안정적,2020.09.09,S,회사채
디지비캐피탈,SB,64-2,200,2023.09.08,본,,A+,2020.09.08,S,회사채
디지비캐피탈,SB,64-2,200,2023.09.08,본,,안정적,2020.09.08,S,회사채
오케이캐피탈,SB,347,150,2021.12.08,본,,BBB+,2020.09.07,S,회사채
오케이캐피탈,SB,347,150,2021.12.08,본,,긍정적,2020.09.07,S,회사채
케이비캐피탈,SB,459-5,400,2025.09.11,본,,AA-,2020.09.07,S,회사채
케이비캐피탈,SB,459-5,400,2025.09.11,본,,안정적,2020.09.07,S,회사채
한국투자금융지주,SB,29-3,400,2027.09.22,본,,AA-,2020.09.07,S,회사채
한국투자금융지주,SB,29-3,400,2027.09.22,본,,안정적,2020.09.07,S,회사채
삼성증권,SB,14-3,300,2027.09.17,본,,AA+,2020.09.04,S,회사채
