기업명,회차,종류,평정,직전등급,직전전망,현재등급,현재전망,등급결정일,등급확정일,발행액(억원),요지,재무,보고서,Type
한국산업단지공단,4,SB,정기,AAA,Stable,AAA,Stable,2012.06.11,2012.06.11,2000,,,,채권
(주)DGB금융지주,2,SB,정기,AAA,Stable,AAA,Stable,2012.06.08,2012.06.08,1000,,,,채권
(주)DGB금융지주,3,SB,본,,,AAA,Stable,2012.06.08,2012.06.08,1000,,,,채권
(주)전북은행,전북은행15-09이(후)6.3갑-01,SB,정기,AA,Stable,AA,Stable,2012.06.08,2012.06.08,700,,,,채권
(주)전북은행,전북은행16-05이1.5갑-23,SB,정기,AA+,Stable,AA+,Stable,2012.06.08,2012.06.08,1400,,,,채권
DB금융투자(주),제5회 무보증 후순위사채,SB,정기,A-,Positive,A-,Positive,2012.06.08,2012.06.08,1300,,,,채권
KB캐피탈(주),232,SB,정기,A,Positive,A+,Stable,2012.06.08,2012.06.08,400,,,,채권
KB캐피탈(주),248,SB,정기,A+,Positive,AA-,Stable,2012.06.08,2012.06.08,500,,,,채권
KB캐피탈(주),249-3,SB,본,,,AA-,Stable,2012.06.08,2012.06.08,400,,,,채권
맥쿼리한국인프라투융자회사,제1-2회 선순위 무보증사채,SB,정기,AA,Stable,AA,Stable,2012.06.08,2012.06.08,1900,,,,채권
한화호텔앤드리조트(주),제 23회,SB,정기,BBB+,Stable,BBB+,Stable,2012.06.08,2012.06.08,400,,,,채권
(주)광주은행,광주은행13-03이30갑-31(신종),HB,정기,AA-,Stable,AA-,Stable,2012.06.07,2012.06.07,870,,,,채권
(주)광주은행,광주은행14-12이5갑-22(후),SB,정기,AA,Stable,AA,Stable,2012.06.07,2012.06.07,1000,,,,채권
(주)광주은행,광주은행15-06이10갑-13(후),SB,본,,,AA,Stable,2012.06.07,2012.06.07,1000,,,,채권
씨제이씨지브이(주),16,SB,정기,A+,Stable,A+,Stable,2012.06.07,2012.06.07,500,,,,채권
씨제이씨지브이(주),17,SB,본,,,A+,Stable,2012.06.07,2012.06.07,300,,,,채권
엘컴텍(주),10,SB,정기,BB-,Negative,B+,Stable,2012.06.07,2012.06.07,25,,,,채권
한화솔루션(주),236,SB,본,,,A+,Stable,2012.06.07,2012.06.07,1500,,,,채권
(주)신한은행,신한은행13-06-이-30을(신종),HB,정기,AA,Stable,AA,Stable,2012.06.05,2012.06.05,3000,,,,채권
(주)신한은행,신한은행16-02할1A,SB,정기,AAA,Stable,AAA,Stable,2012.06.05,2012.06.05,1000,,,,채권
(주)신한은행,신한은행16-03이10갑(후),SB,정기,AA+,Stable,AA+,Stable,2012.06.05,2012.06.05,5000,,,,채권
(주)신한은행,신한은행16-06할1C,SB,본,,,AAA,Stable,2012.06.05,2012.06.05,1000,,,,채권
오씨아이(주),75-2,SB,본,,,AA-,Stable,2012.06.05,2012.06.05,1000,,,,채권
한화손해보험(주),제 5회,SB,정기,A-,Positive,A,Stable,2012.06.05,2012.06.05,400,,,,채권
한국스탠다드차타드금융지주(주),제 11회차,SB,본,,,AAA,Stable,2012.06.04,2012.06.04,1000,,,,채권
한국스탠다드차타드금융지주(주),제10회차,SB,정기,AAA,Stable,AAA,Stable,2012.06.04,2012.06.04,1000,,,,채권
대보인터내셔널쉬핑(주),제 6회,SB,본,,,BB-,Stable,2012.06.01,2012.06.01,40,,,,채권
대신에프앤아이(주),10회,SB,정기,A+,Positive,A+,Positive,2012.06.01,2012.06.01,1300,,,,채권
대신에프앤아이(주),12-2,SB,본,,,A+,Positive,2012.06.01,2012.06.01,700,,,,채권
(주)국민은행,국민은행3204이표일(03)05-12,SB,정기,AAA,Stable,AAA,Stable,2012.05.31,2012.05.31,500,,,,채권
(주)국민은행,국민은행3204이표일(03)10후-30,SB,정기,AA+,Stable,AA+,Stable,2012.05.31,2012.05.31,7000,,,,채권
(주)국민은행,국민은행3206구조일(12)10-18,SB,본,,,AAA,Stable,2012.05.31,2012.05.31,500,,,,채권
(주)하나은행,외환은행35-04할1갑-18,SB,정기,AAA,Stable,AAA,Stable,2012.05.31,2012.05.31,3000,,,,채권
(주)하나은행,외환은행신종자본증권 2,HB,정기,AA,Stable,AA,Stable,2012.05.31,2012.05.31,2500,,,,채권
(주)하나은행,하나은행12-03이120갑20후,SB,정기,AA+,Stable,AA+,Stable,2012.05.31,2012.05.31,3000,,,,채권
(주)하나은행,하나은행12-03할12갑30,SB,정기,AAA,Stable,AAA,Stable,2012.05.31,2012.05.31,1000,,,,채권
(주)하나은행,한국외환은행31-11이5갑28(후),SB,정기,AA+,Stable,AA+,Stable,2012.05.31,2012.05.31,598.6,,,,채권
(주)한국스탠다드차타드은행,SC제일은행11-12 이(후)10,SB,정기,AA+,Stable,AA+,Stable,2012.05.31,2012.05.31,2700,,,,채권
(주)한국스탠다드차타드은행,스탠다드차타드은행12-04이(콜)03-30,SB,정기,AAA,Stable,AAA,Stable,2012.05.31,2012.05.31,2000,,,,채권
(주)한국스탠다드차타드은행,스탠다드차타드은행12-06-단(콜)02-29,SB,본,,,AAA,Stable,2012.05.31,2012.05.31,300,,,,채권
