회사명,종류,회차,발행액(억원),만기일,평가종류,직전등급,현재등급,평가일,리포트,Type
한국주택금융공사,BC,,100,2029.11.10,본,,AAA,2009.11.09,S R,자산유동화증권
한국주택금융공사,BC,,100,2028.05.06,정기,AAA,AAA,2009.09.23,S,자산유동화증권
한국주택금융공사,BC,,19681.12,2039.10.25,본,,AAA,2009.04.16,S R,자산유동화증권
한국주택금융공사,BC,,3670.88,2044.03.30,본,,AAA,2009.03.26,S R,자산유동화증권
한국주택금융공사,BC,,100,2028.05.06,본,,AAA,2008.05.06,S R,자산유동화증권
