기업명,평정,직전등급,현재등급,등급결정일,등급확정일,결산기준,발행한도(억원),유효기간,요지,재무,보고서,Type
오케이캐피탈(주),정기,A3,A3,2016.12.28,2016.12.28,2015.12.31,500,2017.06.30,,,,전자단기사채
유진투자증권(주),정기,A2+,A2+,2016.12.28,2016.12.28,2015.12.31,4500,2017.06.30,,,,전자단기사채
코리아오토글라스(주),정기,A1,A1,2016.12.28,2016.12.28,2015.12.31,1000,2017.06.30,,,,전자단기사채
한양증권(주),정기,A2,A2,2016.12.28,2016.12.28,2015.12.31,1000,2017.06.30,,,,전자단기사채
DB금융투자(주),정기,A1,A1,2016.12.27,2016.12.27,2015.12.31,5000,2017.06.30,,,,전자단기사채
엔에이치투자증권(주),정기,A1,A1,2016.12.27,2016.12.27,2015.12.31,40000,2017.06.30,,,,전자단기사채
유진기업(주),정기,A3-,A3-,2016.12.23,2016.12.26,2015.12.31,850,2017.06.30,,,,전자단기사채
한화투자증권(주),정기,A2+,A2+,2016.12.26,2016.12.26,2016.12.23,5000,2017.06.30,,,,전자단기사채
(주)한섬,정기,A1,A1,2016.12.23,2016.12.23,2015.12.31,1000,2017.06.30,,,,전자단기사채
(주)현대그린푸드,정기,A1,A1,2016.12.22,2016.12.23,2015.12.31,1000,2017.06.30,,,,전자단기사채
(주)현대백화점,정기,A1,A1,2016.12.23,2016.12.23,2015.12.31,5000,2017.06.30,,,,전자단기사채
(주)현대홈쇼핑,정기,A1,A1,2016.12.23,2016.12.23,2015.12.31,4000,2017.06.30,,,,전자단기사채
동두천드림파워(주),정기,A2+,A2+,2016.12.22,2016.12.23,2015.12.31,600,2017.06.30,,,,전자단기사채
인천도시공사,정기,A1,A1,2016.12.23,2016.12.23,2015.12.31,21459,2017.06.30,,,,전자단기사채
피에스앤마케팅(주),정기,A2+,A2+,2016.12.23,2016.12.23,2015.12.31,1000,2017.06.30,,,,전자단기사채
한국자산관리공사,정기,A1,A1,2016.12.23,2016.12.23,2015.12.31,5549,2017.06.30,,,,전자단기사채
씨제이씨지브이(주),정기,A1,A2+,2016.12.22,2016.12.22,2015.12.31,1000,2017.06.30,,,,전자단기사채
지에스칼텍스(주),정기,A1,A1,2016.12.22,2016.12.22,2015.12.31,8000,2017.06.30,,,,전자단기사채
한국가스공사,정기,A1,A1,2016.12.22,2016.12.22,2015.12.31,50000,2017.06.30,,,,전자단기사채
현대차증권(주),정기,A1,A1,2016.12.22,2016.12.22,2015.12.31,6000,2017.06.30,,,,전자단기사채
교보증권(주),정기,A1,A1,2016.12.21,2016.12.21,2015.12.31,7000,2017.06.30,,,,전자단기사채
대신에프앤아이(주),정기,A2+,A2+,2016.12.21,2016.12.21,2015.12.31,5000,2017.06.30,,,,전자단기사채
(주)이마트,정기,A1,A1,2016.12.20,2016.12.20,2015.12.31,8000,2017.06.30,,,,전자단기사채
중앙일보(주),정기,A3,A3,2016.12.20,2016.12.20,2015.12.31,1000,2017.06.30,,,,전자단기사채
미래에셋캐피탈(주),정기,A1,A1,2016.12.19,2016.12.19,2015.12.31,3000,2017.06.30,,,,전자단기사채
신한금융투자(주),정기,A1,A1,2016.12.19,2016.12.19,2015.12.31,10000,2017.06.30,,,,전자단기사채
하이투자증권(주),정기,A2+,A2+,2016.12.19,2016.12.19,2015.12.31,5000,2017.06.30,,,,전자단기사채
(주)광주신세계,정기,A1,A1,2016.12.16,2016.12.16,2015.12.31,800,2017.06.30,,,,전자단기사채
(주)이랜드리테일,정기,A3,A3,2016.12.16,2016.12.16,2015.12.31,1000,2017.06.30,,,,전자단기사채
이베스트투자증권(주),정기,A2+,A2+,2016.12.16,2016.12.16,2015.12.31,2500,2017.06.30,,,,전자단기사채
한화종합화학(주),정기,A2+,A2+,2016.12.16,2016.12.16,2015.12.31,1500,2017.06.30,,,,전자단기사채
에스케이텔링크(주),정기,A2+,A2+,2016.12.15,2016.12.15,2015.12.31,1000,2017.06.30,,,,전자단기사채
(주)예스코홀딩스,수시,A1,A1,2016.12.14,2016.12.14,2015.12.31,1000,2017.06.30,,,,전자단기사채
(주)이랜드파크,정기,A3-,A3-,2016.12.14,2016.12.14,2015.12.31,700,2017.06.30,,,,전자단기사채
(주)DGB캐피탈,정기,A2,A2,2016.12.13,2016.12.13,2015.12.31,1000,2017.06.30,,,,전자단기사채
(주)애큐온캐피탈,정기,A2,A2,2016.12.13,2016.12.13,2015.12.31,8500,2017.06.30,,,,전자단기사채
한국남동발전(주),정기,A1,A1,2016.12.13,2016.12.13,2015.12.31,3000,2017.06.30,,,,전자단기사채
(주)케이씨씨건설,정기,A2,A2,2016.12.12,2016.12.12,2015.12.31,1000,2017.06.30,,,,전자단기사채
롯데하이마트(주),정기,A1,A1,2016.12.09,2016.12.09,2015.12.31,2000,2017.06.30,,,,전자단기사채
(주)경농((주)신한은행 보증),정기,A1,A1,2016.12.08,2016.12.08,2015.12.31,200,2017.06.30,,,,전자단기사채
KB캐피탈(주),정기,A1,A1,2016.12.07,2016.12.07,2015.12.31,2000,2017.06.30,,,,전자단기사채
하나카드(주),정기,A1,A1,2016.12.07,2016.12.07,2015.12.31,9000,2017.06.30,,,,전자단기사채
아이비케이투자증권(주),정기,A1,A1,2016.12.06,2016.12.06,2015.12.31,5000,2017.06.30,,,,전자단기사채
대신증권(주),정기,A1,A1,2016.12.05,2016.12.05,2015.12.31,20000,2017.06.30,,,,전자단기사채
엔에이치농협캐피탈(주),정기,A2+,A2+,2016.12.05,2016.12.05,2015.12.31,8400,2017.06.30,,,,전자단기사채
비엔케이캐피탈(주),정기,A1,A1,2016.12.01,2016.12.01,2015.12.31,1000,2017.06.30,,,,전자단기사채
(주)우리카드,정기,A1,A1,2016.11.30,2016.11.30,2015.12.31,18000,2017.06.30,,,,전자단기사채
(주)케이비국민카드,정기,A1,A1,2016.11.30,2016.11.30,2015.12.31,15000,2017.06.30,,,,전자단기사채
롯데캐피탈(주),정기,A1,A1,2016.11.30,2016.11.30,2015.12.31,10000,2017.06.30,,,,전자단기사채
산은캐피탈(주),정기,A1,A1,2016.11.30,2016.11.30,2015.12.31,5000,2017.06.30,,,,전자단기사채
삼성카드(주),정기,A1,A1,2016.11.30,2016.11.30,2015.12.31,15000,2017.06.30,,,,전자단기사채
신한카드(주),정기,A1,A1,2016.11.30,2016.11.30,2015.12.31,25000,2017.06.30,,,,전자단기사채
신한캐피탈(주),정기,A1,A1,2016.11.30,2016.11.30,2016.11.14,4000,2017.06.30,,,,전자단기사채
하나금융투자(주),정기,A1,A1,2016.11.30,2016.11.30,2015.12.31,8000,2017.06.30,,,,전자단기사채
현대카드(주),정기,A1,A1,2016.11.30,2016.11.30,2015.12.31,16000,2017.06.30,,,,전자단기사채
현대캐피탈(주),정기,A1,A1,2016.11.30,2016.11.30,2015.12.31,20000,2017.06.30,,,,전자단기사채
롯데카드(주),정기,A1,A1,2016.11.29,2016.11.29,2015.12.31,10000,2017.06.30,,,,전자단기사채
하나캐피탈(주),정기,A1,A1,2016.11.29,2016.11.29,2015.12.31,10000,2017.06.30,,,,전자단기사채
메리츠캐피탈(주),정기,A2,A2,2016.11.28,2016.11.28,2015.12.31,4500,2017.06.30,,,,전자단기사채
케이비증권(주),정기,A1,A1,2016.11.28,2016.11.28,2015.12.31,15000,2017.06.30,,,,전자단기사채
유안타증권(주),정기,A2,A2,2016.11.25,2016.11.25,2015.12.31,10000,2017.06.30,,,,전자단기사채
현대커머셜(주),정기,A1,A1,2016.11.25,2016.11.25,2015.12.31,5000,2017.06.30,,,,전자단기사채
(주)아이비케이캐피탈,정기,A1,A1,2016.11.23,2016.11.23,2015.12.31,15000,2017.06.30,,,,전자단기사채
한국동서발전(주),본,,A1,2016.11.21,2016.11.21,2015.12.31,5000,2017.06.30,,,,전자단기사채
미래에셋증권(주),정기,A1,A1,2016.11.18,2016.11.18,2015.12.31,30000,2017.06.30,,,,전자단기사채
케이비투자증권(주),정기,A1,A1,2016.11.14,2016.11.14,2015.12.31,13000,2017.06.30,,,,전자단기사채
코리아오토글라스(주),수시,A1,A1,2016.11.14,2016.11.14,2015.12.31,1000,2017.06.30,,,,전자단기사채
한국투자증권(주),정기,A1,A1,2016.11.10,2016.11.10,2015.12.31,10000,2017.06.30,,,,전자단기사채
(주)토니모리,본,,A3,2016.11.08,2016.11.08,2015.12.31,200,2017.06.30,,,,전자단기사채
메리츠증권(주),정기,A1,A1,2016.11.03,2016.11.03,2015.12.31,17000,2017.06.30,,,,전자단기사채
부국증권(주),수시,A2+,A2+,2016.11.03,2016.11.03,2015.12.31,4000,2017.06.30,,,,전자단기사채
삼성증권(주),정기,A1,A1,2016.11.03,2016.11.03,2015.12.31,10000,2017.06.30,,,,전자단기사채
현대삼호중공업(주),본,,A2-,2016.10.28,2016.10.28,2015.12.31,3000,2017.06.30,,,,전자단기사채
(주)한화건설,본,,A3+,2016.10.26,2016.10.26,2015.12.31,3000,2017.06.30,,,,전자단기사채
에스케이텔레콤(주),정기,A1,A1,2016.10.26,2016.10.26,2015.12.31,7000,2017.06.30,,,,전자단기사채
에스케이에코플랜트(주),정기,A2-,A2-,2016.10.21,2016.10.21,2015.12.31,5000,2017.06.30,,,,전자단기사채
동아출판(주)((주)신한은행 보증),본,,A1,2016.10.20,2016.10.20,2015.12.31,50,2017.06.30,,,,전자단기사채
한국남부발전(주),정기,A1,A1,2016.10.11,2016.10.11,2015.12.31,3000,2017.06.30,,,,전자단기사채
신영증권(주),본,,A1,2016.09.28,2016.09.28,2016.03.31,7000,2017.09.30,,,,전자단기사채
(주)경기고속((주)신한은행 보증),본,,A1,2016.09.23,2016.09.23,2015.12.31,100,2017.06.30,,,,전자단기사채
미래에셋증권(주),수시,A1,A1,2016.09.20,2016.09.20,2015.12.31,30000,2017.06.30,,,,전자단기사채
한국파렛트풀(주)((주)신한은행 보증),본,,A1,2016.09.09,2016.09.09,2015.12.31,100,2017.09.09,,,,전자단기사채
(주)예스코홀딩스,본,,A1,2016.08.31,2016.08.31,2015.12.31,1000,2017.06.30,,,,전자단기사채
DB캐피탈(주),본,,A3,2016.08.26,2016.08.26,2015.12.31,200,2017.06.30,,,,전자단기사채
동두천드림파워(주),본,,A2+,2016.08.12,2016.08.12,2015.12.31,600,2017.06.30,,,,전자단기사채
롯데지알에스(주),본,,A1,2016.07.19,2016.07.19,2015.12.31,250,2017.06.30,,,,전자단기사채
오케이캐피탈(주),본,,A3,2016.07.08,2016.07.08,2015.12.31,500,2017.06.30,,,,전자단기사채
(주)BNK투자증권,본,,A2,2016.06.30,2016.06.30,2015.12.31,3000,2017.06.30,,,,전자단기사채
부국증권(주),본,,A2+,2016.06.30,2016.06.30,2015.12.31,4000,2017.06.30,,,,전자단기사채
엔에이치농협캐피탈(주),본,,A2+,2016.06.30,2016.06.30,2015.12.31,8400,2017.06.30,,,,전자단기사채
케이비투자증권(주),본,,A1,2016.06.30,2016.06.30,2015.12.31,13000,2017.06.30,,,,전자단기사채
한국남부발전(주),본,,A1,2016.06.29,2016.06.30,2015.12.31,3000,2017.06.30,,,,전자단기사채
한국자산관리공사,본,,A1,2016.06.30,2016.06.30,2015.12.31,5549,2017.06.30,,,,전자단기사채
한국증권금융(주),본,,A1,2016.06.30,2016.06.30,2015.12.31,20000,2017.06.30,,,,전자단기사채
한화종합화학(주),본,,A2+,2016.06.30,2016.06.30,2015.12.31,1500,2017.06.30,,,,전자단기사채
현대카드(주),본,,A1,2016.06.30,2016.06.30,2015.12.31,16000,2017.06.30,,,,전자단기사채
현대캐피탈(주),본,,A1,2016.06.30,2016.06.30,2015.12.31,20000,2017.06.30,,,,전자단기사채
(주)이랜드리테일,본,,A3,2016.06.29,2016.06.29,2015.12.31,1000,2017.06.30,,,,전자단기사채
롯데쇼핑(주),본,,A1,2016.06.29,2016.06.29,2015.12.31,10000,2017.06.30,,,,전자단기사채
미래에셋증권(주),본,,A1,2016.06.29,2016.06.29,2015.12.31,30000,2017.06.30,,,,전자단기사채
미래에셋캐피탈(주),본,,A1,2016.06.29,2016.06.29,2015.12.31,3000,2017.06.30,,,,전자단기사채
에스케이텔링크(주),본,,A2+,2016.06.29,2016.06.29,2015.12.31,1000,2017.06.30,,,,전자단기사채
유진투자증권(주),본,,A2+,2016.06.29,2016.06.29,2015.12.31,4500,2017.06.30,,,,전자단기사채
코리아오토글라스(주),본,,A1,2016.06.29,2016.06.29,2015.12.31,1000,2017.06.30,,,,전자단기사채
한국가스공사,본,,A1,2016.06.29,2016.06.29,2015.12.31,50000,2017.06.30,,,,전자단기사채
(주)이랜드파크,본,,A3-,2016.06.28,2016.06.28,2015.12.31,700,2017.06.30,,,,전자단기사채
교보증권(주),본,,A1,2016.06.28,2016.06.28,2015.12.31,7000,2017.06.30,,,,전자단기사채
하이투자증권(주),본,,A2+,2016.06.28,2016.06.28,2015.12.31,5000,2017.06.30,,,,전자단기사채
신한금융투자(주),본,,A1,2016.06.27,2016.06.27,2015.12.31,10000,2017.06.30,,,,전자단기사채
피에스앤마케팅(주),본,,A2+,2016.06.27,2016.06.27,2015.12.31,1000,2017.06.30,,,,전자단기사채
한국남동발전(주),본,,A1,2016.06.27,2016.06.27,2015.12.31,3000,2017.06.30,,,,전자단기사채
현대커머셜(주),본,,A1,2016.06.27,2016.06.27,2015.12.31,5000,2017.06.30,,,,전자단기사채
(주)경기고속((주)신한은행 보증),본,,A1,2016.06.24,2016.06.24,2015.12.31,100,2016.09.23,,,,전자단기사채
(주)애큐온캐피탈,본,,A2,2016.06.24,2016.06.24,2015.12.31,8500,2017.06.30,,,,전자단기사채
(주)한섬,본,,A1,2016.06.24,2016.06.24,2015.12.31,1000,2017.06.30,,,,전자단기사채
(주)현대그린푸드,본,,A1,2016.06.24,2016.06.24,2015.12.31,1000,2017.06.30,,,,전자단기사채
(주)현대백화점,본,,A1,2016.06.24,2016.06.24,2015.12.31,5000,2017.06.30,,,,전자단기사채
(주)현대홈쇼핑,본,,A1,2016.06.24,2016.06.24,2015.12.31,4000,2017.06.30,,,,전자단기사채
롯데카드(주),본,,A1,2016.06.24,2016.06.24,2015.12.31,10000,2017.06.30,,,,전자단기사채
메리츠증권(주),본,,A1,2016.06.24,2016.06.24,2015.12.31,17000,2017.06.30,,,,전자단기사채
아이비케이투자증권(주),본,,A1,2016.06.24,2016.06.24,2015.12.31,5000,2017.06.30,,,,전자단기사채
인천도시공사,본,,A1,2016.06.24,2016.06.24,2015.12.31,21459,2017.06.30,,,,전자단기사채
한국투자증권(주),본,,A1,2016.06.24,2016.06.24,2015.12.31,10000,2017.06.30,,,,전자단기사채
현대차증권(주),본,,A1,2016.06.24,2016.06.24,2015.12.31,6000,2017.06.30,,,,전자단기사채
한양증권(주),본,,A2,2016.06.23,2016.06.23,2015.12.31,1000,2017.06.30,,,,전자단기사채
이베스트투자증권(주),본,,A2+,2016.06.22,2016.06.22,2015.12.31,2500,2017.06.30,,,,전자단기사채
케이프투자증권(주),수시,A2↓,A2-,2016.06.22,2016.06.22,2015.12.31,1500,2016.06.30,,,,전자단기사채
(주)신세계,본,,A1,2016.06.20,2016.06.20,2015.12.31,8000,2017.06.30,,,,전자단기사채
롯데하이마트(주),본,,A1,2016.06.20,2016.06.20,2015.12.31,2000,2017.06.30,,,,전자단기사채
엔에이치투자증권(주),본,,A1,2016.06.20,2016.06.20,2015.12.31,40000,2017.06.30,,,,전자단기사채
하나금융투자(주),본,,A1,2016.06.20,2016.06.20,2015.12.31,8000,2017.06.30,,,,전자단기사채
한화투자증권(주),본,,A2+,2016.06.20,2016.06.20,2015.12.31,5000,2017.06.30,,,,전자단기사채
(주)BNK투자증권,수시,A2,A2,2016.06.17,2016.06.17,2015.12.31,3000,2016.06.30,,,,전자단기사채
유안타증권(주),본,,A2,2016.06.17,2016.06.17,2015.12.31,10000,2017.06.30,,,,전자단기사채
메리츠캐피탈(주),본,,A2,2016.06.15,2016.06.15,2015.12.31,4500,2017.06.30,,,,전자단기사채
삼성증권(주),본,,A1,2016.06.14,2016.06.14,2015.12.31,10000,2017.06.30,,,,전자단기사채
대신증권(주),본,,A1,2016.06.13,2016.06.13,2015.12.31,20000,2017.06.30,,,,전자단기사채
중소벤처기업진흥공단,수시,A1,A1,2016.06.13,2016.06.13,2015.12.31,8000,2016.06.30,,,,전자단기사채
(주)광주신세계,본,,A1,2016.06.10,2016.06.10,2015.12.31,800,2017.06.30,,,,전자단기사채
에스케이증권(주),본,,A2+,2016.06.10,2016.06.10,2015.12.31,5000,2017.06.30,,,,전자단기사채
씨제이씨지브이(주),본,,A1,2016.06.09,2016.06.09,2015.12.31,1000,2017.06.30,,,,전자단기사채
삼성카드(주),본,,A1,2016.06.08,2016.06.08,2015.12.31,15000,2017.06.30,,,,전자단기사채
메리츠증권(주),수시,A1,A1,2016.06.07,2016.06.07,2015.12.31,17000,2016.06.30,,,,전자단기사채
하나카드(주),본,,A1,2016.06.03,2016.06.03,2015.12.31,9000,2017.06.30,,,,전자단기사채
대신에프앤아이(주),본,,A2+,2016.06.02,2016.06.02,2015.12.31,5000,2017.06.30,,,,전자단기사채
미래에셋증권(주),본,,A1,2016.06.02,2016.06.02,2015.12.31,30000,2017.06.30,,,,전자단기사채
(주)우리카드,본,,A1,2016.05.31,2016.05.31,2015.12.31,18000,2017.06.30,,,,전자단기사채
(주)케이비국민카드,본,,A1,2016.05.31,2016.05.31,2015.12.31,15000,2017.06.30,,,,전자단기사채
롯데캐피탈(주),본,,A1,2016.05.31,2016.05.31,2015.12.31,10000,2017.06.30,,,,전자단기사채
산은캐피탈(주),본,,A1,2016.05.31,2016.05.31,2015.12.31,5000,2017.06.30,,,,전자단기사채
신한카드(주),본,,A1,2016.05.31,2016.05.31,2015.12.31,25000,2017.06.30,,,,전자단기사채
신한캐피탈(주),본,,A1,2016.05.31,2016.05.31,2015.12.31,4000,2017.06.30,,,,전자단기사채
(주)DGB캐피탈,본,,A2,2016.05.30,2016.05.30,2015.12.31,1000,2017.06.30,,,,전자단기사채
(주)아이비케이캐피탈,본,,A1,2016.05.26,2016.05.26,2015.12.31,15000,2017.06.30,,,,전자단기사채
맥쿼리한국인프라투융자회사,본,,A1,2016.05.26,2016.05.26,2015.12.31,600,2017.06.30,,,,전자단기사채
(주)이랜드월드,수시,A3+,A3,2016.05.23,2016.05.23,2015.12.31,500,2016.06.30,,,,전자단기사채
한국주택금융공사,본,,A1,2016.05.20,2016.05.20,2015.12.31,5000,2017.06.30,,,,전자단기사채
하나캐피탈(주),본,,A1,2016.05.19,2016.05.19,2015.12.31,10000,2017.06.30,,,,전자단기사채
유진기업(주),본,,A3-,2016.05.16,2016.05.16,2015.12.31,850,2017.06.30,,,,전자단기사채
(주)케이씨씨건설,본,,A2,2016.05.13,2016.05.13,2015.12.31,1000,2017.06.30,,,,전자단기사채
비엔케이캐피탈(주),본,,A1,2016.05.13,2016.05.13,2015.12.31,1000,2017.06.30,,,,전자단기사채
에스케이에코플랜트(주),본,,A2-,2016.05.13,2016.05.13,2015.12.31,5000,2017.06.30,,,,전자단기사채
(주)팜한농,본,,A2,2016.05.11,2016.05.12,2015.12.31,1500,2017.06.30,,,,전자단기사채
에스케이텔레콤(주),본,,A1,2016.05.12,2016.05.12,2015.12.31,7000,2017.06.30,,,,전자단기사채
KB캐피탈(주),본,,A1,2016.05.10,2016.05.10,2015.12.31,2000,2017.06.30,,,,전자단기사채
케이비증권(주),본,,A1,2016.05.10,2016.05.10,2015.12.31,15000,2017.06.30,,,,전자단기사채
중앙일보(주),본,,A3,2016.05.09,2016.05.09,2015.12.31,1000,2017.06.30,,,,전자단기사채
(주)경농((주)신한은행 보증),본,,A1,2016.04.25,2016.04.25,2015.12.31,200,2017.06.30,,,,전자단기사채
(주)이마트,본,,A1,2016.04.25,2016.04.25,2015.12.31,8000,2017.06.30,,,,전자단기사채
DB금융투자(주),본,,A1,2016.04.22,2016.04.22,2015.12.31,5000,2017.06.30,,,,전자단기사채
(주)팜한농,수시,A3,A3↑,2016.04.21,2016.04.21,2015.12.31,1500,2016.06.30,,,,전자단기사채
씨제이씨지브이(주),수시,A1,A1↓,2016.04.06,2016.04.06,2015.12.31,1000,2016.06.30,,,,전자단기사채
신영증권(주),정기,A1,A1,2016.03.31,2016.03.31,2015.03.31,7000,2016.09.30,,,,전자단기사채
지에스칼텍스(주),본,,A1,2016.03.25,2016.03.25,2015.12.31,8000,2017.06.30,,,,전자단기사채
(주)팜한농,수시,A3,A3,2016.03.07,2016.03.07,2014.12.31,1500,2016.06.30,,,,전자단기사채
아시아나항공(주),본,,A3,2016.02.05,2016.02.05,2014.12.31,450,2016.06.30,,,,전자단기사채
에스케이텔레콤(주),본,,A1,2016.01.19,2016.01.19,2014.12.31,7000,2016.06.30,,,,전자단기사채
(주)대림,본,,A2,2016.01.14,2016.01.14,2014.12.31,300,2016.06.30,,,,전자단기사채
(주)팜한농,본,,A3,2016.01.12,2016.01.12,2014.12.31,1500,2016.06.30,,,,전자단기사채
KB캐피탈(주),수시,A1,A1,2016.01.05,2016.01.05,2014.12.31,1000,2016.06.30,,,,전자단기사채
(주)케이비국민카드,수시,A1,A1,2015.12.31,2015.12.31,2014.12.31,12000,2016.06.30,,,,전자단기사채
한국증권금융(주),정기,A1,A1,2015.12.31,2015.12.31,2014.12.31,15000,2016.06.30,,,,전자단기사채
(주)바이더웨이,정기,A2+,A2+,2015.12.30,2015.12.30,2014.12.31,500,2016.06.30,,,,전자단기사채
(주)우리카드,수시,A1,A1,2015.12.30,2015.12.30,2014.12.31,17000,2016.06.30,,,,전자단기사채
(주)코리아세븐,정기,A1,A1,2015.12.30,2015.12.30,2014.12.31,1500,2016.06.30,,,,전자단기사채
롯데지알에스(주),정기,A1,A1,2015.12.30,2015.12.30,2014.12.31,250,2016.06.30,,,,전자단기사채
피에스앤마케팅(주),정기,A2+,A2+,2015.12.30,2015.12.30,2014.12.31,1000,2016.06.30,,,,전자단기사채
하나카드(주),수시,A1,A1,2015.12.30,2015.12.30,2014.12.31,10000,2016.06.30,,,,전자단기사채
(주)신세계,정기,A1,A1,2015.12.29,2015.12.29,2014.12.31,8000,2016.06.30,,,,전자단기사채
에스케이증권(주),정기,A2+,A2+,2015.12.29,2015.12.29,2014.12.31,5000,2016.06.30,,,,전자단기사채
(주)광주신세계,정기,A1,A1,2015.12.28,2015.12.28,2014.12.31,800,2016.06.30,,,,전자단기사채
