기업명,평정,직전등급,직전전망,현재등급,현재전망,등급결정일,등급확정일,유효기간,요지,재무,보고서,Type
현대하이스코(주),정기,A,Stable,A+,Stable,2010.04.02,2010.04.02,2012.03.29,,,,기업신용평가
대우자동차판매(주),수시,BBB,Stable,BBB-↓,,2010.04.01,2010.04.01,2012.04.24,,,,기업신용평가
(재)한국장학재단,정기,AAA,Stable,AAA,Stable,2010.03.31,2010.03.31,2020.09.01,,,,기업신용평가
(주)케이티이엔에스,정기,A,Stable,A,Stable,2010.03.31,2010.03.31,2014.07.25,,,,기업신용평가
롯데캐피탈(주),정기,A+,Positive,AA-,Stable,2010.03.31,2010.03.31,2017.04.27,,,,기업신용평가
신한캐피탈(주),정기,AA-,Stable,AA-,Stable,2010.03.31,2010.03.31,2018.04.29,,,,기업신용평가
에스케이에코플랜트(주),정기,A-,Positive,A,Stable,2010.03.31,2010.03.31,2020.04.14,,,,기업신용평가
하이트맥주(주),정기,A+,Stable,A+,Stable,2010.03.31,2010.03.31,2014.05.30,,,,기업신용평가
한국남동발전(주),정기,AAA,Stable,AAA,Stable,2010.03.31,2010.03.31,2034.12.15,,,,기업신용평가
한화투자증권(주),본,,,A+,Stable,2010.03.31,2010.03.31,2012.08.12,,,,기업신용평가
현대시멘트(주),정기,BBB+,Stable,BBB+,Stable,2010.03.31,2010.03.31,2013.04.13,,,,기업신용평가
현대커머셜(주),정기,A+,Positive,A+,Positive,2010.03.31,2010.03.31,2018.05.24,,,,기업신용평가
(주)풍산,정기,A-,Stable,A-,Stable,2010.03.29,2010.03.29,2020.04.25,,,,기업신용평가
한솔홀딩스(주),정기,A-,Stable,A-,Stable,2010.03.29,2010.03.29,2017.11.08,,,,기업신용평가
(주)아이비케이캐피탈,정기,A+,Stable,A+,Positive,2010.03.26,2010.03.26,2017.04.05,,,,기업신용평가
두산중공업(주),정기,A,Stable,A,Stable,2010.03.26,2010.03.26,2022.05.04,,,,기업신용평가
지에스건설(주),정기,AA-,Stable,AA-,Stable,2010.03.26,2010.03.26,2018.02.05,,,,기업신용평가
충북개발공사,정기,AA+,Stable,AA+,Stable,2010.03.26,2010.03.26,2017.06.30,,,,기업신용평가
(주)에스텍파마,수시,B+,Stable,취소,,2010.03.25,2010.03.25,2011.12.14,,,,기업신용평가
에스비아이인베스트먼트(주),수시,BB+,Stable,BB↓,,2010.03.26,2010.03.25,2011.02.19,,,,기업신용평가
제넥셀세인(주),수시,B-,Stable,CC,Negative,2010.03.25,2010.03.25,2011.12.14,,,,기업신용평가
성신양회(주),본,,,BBB-,Positive,2010.03.24,2010.03.24,2014.01.27,,,,기업신용평가
씨제이씨지브이(주),정기,A+,Stable,A+,Stable,2010.03.24,2010.03.24,2020.11.27,,,,기업신용평가
금광기업(주),수시,BBB+,Stable,취소,,2010.03.23,2010.03.23,2013.08.24,,,,기업신용평가
에스케이마케팅앤컴퍼니(주),본,,,AA-,Stable,2010.03.23,2010.03.23,2011.03.23,,,,기업신용평가
계룡건설산업(주),정기,A-,Stable,A-,Stable,2010.03.22,2010.03.22,2016.10.28,,,,기업신용평가
에스티엑스엔진(주),본,,,A-,Stable,2010.03.22,2010.03.22,2014.03.06,,,,기업신용평가
(주)세아창원특수강,정기,A+,Stable,AA-,Stable,2010.03.18,2010.03.18,2016.02.25,,,,기업신용평가
(주)애큐온캐피탈,정기,A+,Stable,A+,Positive,2010.03.16,2010.03.16,2018.06.25,,,,기업신용평가
경기주택도시공사,정기,AA+,Stable,AAA,Stable,2010.03.16,2010.03.16,2020.01.31,,,,기업신용평가
삼성카드(주),정기,AA,Stable,AA,Positive,2010.03.16,2010.03.16,2026.03.10,,,,기업신용평가
엔에이치농협캐피탈(주),수시,A-,Stable,A,Stable,2010.03.16,2010.03.16,2021.10.12,,,,기업신용평가
현대카드(주),정기,AA,Stable,AA,Positive,2010.03.16,2010.03.16,2018.04.29,,,,기업신용평가
한국수출입은행,정기,AAA,Stable,AAA,Stable,2010.03.15,2010.03.15,2014.03.13,,,,기업신용평가
KB캐피탈(주),정기,A,Positive,A+,Stable,2010.03.11,2010.03.11,2017.05.24,,,,기업신용평가
(주)코리아세븐,본,,,A,Stable,2010.03.10,2010.03.10,2012.01.16,,,,기업신용평가
인천항만공사,본,,,AAA,Stable,2010.03.10,2010.03.10,2033.10.23,,,,기업신용평가
기아(주),정기,AA-,Stable,AA,Stable,2010.03.09,2010.03.09,2024.02.15,,,,기업신용평가
현대모비스(주),정기,AA-,Stable,AA,Stable,2010.03.09,2010.03.09,2010.08.08,,,,기업신용평가
현대자동차(주),정기,AA,Stable,AA+,Stable,2010.03.09,2010.03.09,2012.12.13,,,,기업신용평가
현대캐피탈(주),정기,AA,Positive,AA+,Stable,2010.03.09,2010.03.09,2018.05.30,,,,기업신용평가
와이티캐피탈대부(주),본,,,BBB-,Stable,2010.03.05,2010.03.05,2011.03.05,,,,기업신용평가
엘아이지넥스원(주),본,,,AA-,Stable,2010.03.04,2010.03.04,2011.03.04,,,,기업신용평가
한화시스템(주),본,,,AA-,Stable,2010.03.04,2010.03.04,2011.03.04,,,,기업신용평가
(주)이랜드월드,본,,,BBB,Stable,2010.03.03,2010.03.03,2010.07.14,,,,기업신용평가
(주)부산은행,본,,,AA+,Stable,2010.02.26,2010.02.26,2013.04.29,,,,기업신용평가
삼성증권(주),본,,,AA,Stable,2010.02.26,2010.02.26,2011.02.25,,,,기업신용평가
현대트랜시스(주),수시,A-,Stable,A,Stable,2010.02.26,2010.02.26,2022.02.28,,,,기업신용평가
이베스트투자증권(주),본,,,A-,Positive,2010.02.25,2010.02.25,2011.02.24,,,,기업신용평가
하이트진로(주),본,,,A+,Stable,2010.02.25,2010.02.25,2020.04.14,,,,기업신용평가
한솔홀딩스(주),수시,BBB+,Positive,A-,Stable,2010.02.25,2010.02.25,2017.11.08,,,,기업신용평가
현대코퍼레이션(주),본,,,A,Stable,2010.02.25,2010.02.25,2010.10.05,,,,기업신용평가
(주)효성,본,,,A+,Stable,2010.02.24,2010.02.24,2010.12.09,,,,기업신용평가
리딩투자증권(주),본,,,BBB+,Stable,2010.02.23,2010.02.23,2011.02.23,,,,기업신용평가
현대차증권(주),본,,,A+,Stable,2010.02.23,2010.02.23,2011.02.23,,,,기업신용평가
(주)엘엑스인터내셔널,본,,,A+,Stable,2010.02.18,2010.02.18,2012.02.26,,,,기업신용평가
하이트진로홀딩스(주),본,,,A,Stable,2010.02.16,2010.02.16,2014.04.25,,,,기업신용평가
한화솔루션(주),수시,A,Stable,A+,Stable,2010.02.16,2010.02.16,2021.02.24,,,,기업신용평가
에스케이(주),수시,AA-,Stable,AA,Stable,2010.02.11,2010.02.11,2012.05.30,,,,기업신용평가
현대위아(주),수시,A-,Stable,A,Stable,2010.02.08,2010.02.08,2023.04.11,,,,기업신용평가
현대파워텍(주),수시,A-,Stable,A,Stable,2010.02.08,2010.02.08,2018.02.27,,,,기업신용평가
(주)쌈지,수시,B↓,,B-↓,,2010.02.04,2010.02.04,2012.09.25,,,,기업신용평가
(주)한진해운,본,,,A,Stable,2010.02.04,2010.02.04,2016.09.30,,,,기업신용평가
대봉엘에스(주),본,,,BB,Stable,2010.02.04,2010.02.04,2013.02.25,,,,기업신용평가
(주)한진중공업,본,,,A,Stable,2010.02.02,2010.02.02,2015.06.08,,,,기업신용평가
신한카드(주),수시,AA,Stable,AA,Positive,2010.02.01,2010.02.01,2018.04.29,,,,기업신용평가
쌍용씨앤이(주),본,,,BBB,Stable,2010.01.29,2010.01.29,2011.01.29,,,,기업신용평가
(주)엘지데이콤,수시,AA-,Stable,취소,,2010.01.22,2010.01.22,2012.12.17,,,,기업신용평가
(주)엘지파워콤,수시,AA-,Stable,취소,,2010.01.22,2010.01.22,2013.09.10,,,,기업신용평가
(주)코오롱,수시,BBB+,Stable,취소,,2010.01.15,2010.01.15,2012.05.25,,,,기업신용평가
코오롱인더스트리(주),본,,,BBB+,Stable,2010.01.15,2010.01.15,2020.05.30,,,,기업신용평가
(주)엑스로드,수시,CCC,Stable,CCC↓,,2010.01.14,2010.01.14,2012.10.08,,,,기업신용평가
(주)하나금융지주,본,,,AAA,Stable,2010.01.14,2010.01.14,2021.03.17,,,,기업신용평가
한신공영(주),본,,,BBB+,Stable,2010.01.14,2010.01.14,2013.08.27,,,,기업신용평가
제일화재해상보험(주),수시,A-,Stable,취소,,2010.01.06,2010.01.06,2012.02.10,,,,기업신용평가
한화손해보험(주),수시,A-↑,,A,Stable,2010.01.06,2010.01.06,2013.09.30,,,,기업신용평가
멘토유동화전문 (유),정기,,,A+,,2010.01.05,2010.01.05,2011.01.31,,,,기업신용평가
평택도시공사,본,,,AA,Stable,2010.01.05,2010.01.05,2014.05.31,,,,기업신용평가
계룡건설산업(주),수시,A-,Negative,A-,Stable,2010.01.04,2010.01.04,2016.10.28,,,,기업신용평가
트루프렌드제구차(주),수시,BBB-↓,,CCC,,2009.12.31,2009.12.31,2010.12.25,,,,기업신용평가
(주)스카이뉴팜,수시,CCC↓,,취소,,2009.12.30,2009.12.30,2012.10.30,,,,기업신용평가
금호건설(주),수시,BBB-↓,,CCC,Stable,2009.12.30,2009.12.30,2010.05.24,,,,기업신용평가
금호석유화학(주),수시,BBB↓,,BBB-↓,,2009.12.30,2009.12.30,2010.08.12,,,,기업신용평가
금호타이어(주),수시,BBB↓,,CCC,Stable,2009.12.30,2009.12.30,2011.07.13,,,,기업신용평가
삼성물산(주),정기,AA,Stable,AA,Stable,2009.12.30,2009.12.30,2010.05.27,,,,기업신용평가
씨제이대한통운(주),수시,A↓,,A-↓,,2009.12.30,2009.12.30,2013.07.22,,,,기업신용평가
아시아나항공(주),수시,BBB↓,,BBB-↓,,2009.12.30,2009.12.30,2010.07.14,,,,기업신용평가
(주)워커힐,수시,A-↑,,취소,,2009.12.28,2009.12.28,2010.06.22,,,,기업신용평가
금호건설(주),수시,BBB↓,,BBB-↓,,2009.12.28,2009.12.28,2010.05.24,,,,기업신용평가
금호석유화학(주),수시,BBB,Stable,BBB↓,,2009.12.28,2009.12.28,2010.08.12,,,,기업신용평가
금호타이어(주),수시,BBB,Stable,BBB↓,,2009.12.28,2009.12.28,2011.07.13,,,,기업신용평가
씨제이대한통운(주),수시,A,Stable,A↓,,2009.12.28,2009.12.28,2013.07.22,,,,기업신용평가
아시아나항공(주),수시,BBB,Stable,BBB↓,,2009.12.28,2009.12.28,2010.07.14,,,,기업신용평가
에스케이네트웍스(주),수시,A+,Positive,AA-,Stable,2009.12.28,2009.12.28,2010.04.20,,,,기업신용평가
트루프렌드제구차(주),수시,BBB↓,,BBB-↓,,2009.12.28,2009.12.28,2010.12.25,,,,기업신용평가
파르나스호텔(주),정기,A-,Stable,A-,Stable,2009.12.28,2009.12.28,2010.04.28,,,,기업신용평가
(주)한화건설,수시,BBB+,Stable,A-,Stable,2009.12.24,2009.12.24,2021.06.03,,,,기업신용평가
글로웨이(주),정기,BBB-,Stable,BBB-,Stable,2009.12.24,2009.12.24,2010.06.19,,,,기업신용평가
에스케이에코플랜트(주),수시,A-,Stable,A-,Positive,2009.12.24,2009.12.24,2020.04.14,,,,기업신용평가
유니온투자파트너스(주),수시,B-,Stable,취소,,2009.12.23,2009.12.23,2010.01.21,,,,기업신용평가
(주)한진해운홀딩스,수시,A+,Stable,취소,,2009.12.21,2009.12.21,2013.04.27,,,,기업신용평가
(주)신세계,본,,,AA+,Stable,2009.12.18,2009.12.18,2010.09.15,,,,기업신용평가
(주)솔로몬저축은행,정기,BBB-,Negative,BB+,Stable,2009.12.17,2009.12.17,2012.06.22,,,,기업신용평가
(주)토마토저축은행,정기,BB+,Negative,BB,Stable,2009.12.17,2009.12.17,2012.03.12,,,,기업신용평가
(주)포스코인터내셔널,본,,,A+,Stable,2009.12.17,2009.12.17,2010.11.11,,,,기업신용평가
(주)한국투자저축은행,정기,A-,Stable,A-,Stable,2009.12.17,2009.12.17,2010.06.05,,,,기업신용평가
(주)대호특수강,수시,B,Positive,취소,,2009.12.15,2009.12.15,2011.12.14,,,,기업신용평가
(주)아인스엠앤엠,수시,B-,Stable,취소,,2009.12.15,2009.12.15,2011.12.14,,,,기업신용평가
미주레일(주),수시,B,Stable,취소,,2009.12.15,2009.12.15,2011.12.14,,,,기업신용평가
미주제강(주),수시,B+,Stable,취소,,2009.12.15,2009.12.15,2011.12.14,,,,기업신용평가
(주)이랜드월드,본,,,BBB,Stable,2009.12.14,2009.12.14,2010.03.02,,,,기업신용평가
메리츠종합금융(주),수시,A-,Stable,A-↑,,2009.12.14,2009.12.14,2011.04.29,,,,기업신용평가
(주)엑스콘,수시,B-,Negative,취소,,2009.12.11,2009.12.11,2010.11.19,,,,기업신용평가
(주)지에스이앤알,본,,,A,Stable,2009.12.04,2009.12.04,2010.05.06,,,,기업신용평가
(주)쌈지,수시,B+,Stable,B↓,,2009.12.03,2009.12.03,2012.09.25,,,,기업신용평가
대한전선(주),수시,BBB+,Developing,BBB+,Negative,2009.12.03,2009.12.03,2015.03.21,,,,기업신용평가
대한해운(주),수시,A-,Negative,BBB+,Stable,2009.12.02,2009.12.02,2012.11.04,,,,기업신용평가
롯데캐피탈(주),수시,A+,Stable,A+,Positive,2009.11.30,2009.11.30,2017.04.27,,,,기업신용평가
전문건설공제조합,본,,,AA+,Stable,2009.11.27,2009.11.27,2010.11.25,,,,기업신용평가
KB캐피탈(주),수시,A,Stable,A,Positive,2009.11.26,2009.11.26,2017.05.24,,,,기업신용평가
에이치엘비(주),수시,B-,Stable,취소,,2009.11.26,2009.11.26,2012.07.01,,,,기업신용평가
코오롱글로텍(주),본,,,BBB,Stable,2009.11.25,2009.11.25,2010.11.25,,,,기업신용평가
롯데쇼핑(주),본,,,AA+,Stable,2009.11.24,2009.11.24,2010.05.10,,,,기업신용평가
(주)동원엔터프라이즈,정기,A-,Stable,A-,Stable,2009.11.23,2009.11.23,2010.10.21,,,,기업신용평가
HSD엔진(주),정기,A,Stable,A-,Stable,2009.11.20,2009.11.20,2012.04.15,,,,기업신용평가
(주)포스텍,본,,,BBB+,Stable,2009.11.18,2009.11.18,2010.11.18,,,,기업신용평가
에스케이디스커버리(주),본,,,A,Stable,2009.11.17,2009.11.17,2022.07.26,,,,기업신용평가
(주)엘지헬로비전,본,,,A,Stable,2009.11.13,2009.11.13,2013.05.02,,,,기업신용평가
(주)이랜드리테일,본,,,BBB,Stable,2009.11.13,2009.11.13,2010.12.16,,,,기업신용평가
(주)이랜드월드,본,,,BBB,Stable,2009.11.13,2009.11.13,2009.12.13,,,,기업신용평가
(주)국제개발,수시,CCC↓,,취소,,2009.11.11,2009.11.11,2010.11.06,,,,기업신용평가
(주)뉴젠비아이티,수시,C,,취소,,2009.11.05,2009.11.05,2010.12.13,,,,기업신용평가
(주)빙그레,본,,,A+,Stable,2009.11.05,2009.11.05,2010.11.02,,,,기업신용평가
한국정책금융공사,본,,,AAA,Stable,2009.11.02,2009.11.02,2029.09.26,,,,기업신용평가
유진투자증권(주),본,,,A-,Stable,2009.10.29,2009.10.29,2010.10.29,,,,기업신용평가
(주)케드콤,수시,CCC,Stable,CCC↓,,2009.10.28,2009.10.28,2012.05.29,,,,기업신용평가
대한주택공사,수시,AAA,Stable,취소,,2009.10.28,2009.10.28,2023.01.25,,,,기업신용평가
한국토지공사,수시,AAA,Stable,취소,,2009.10.28,2009.10.28,2019.04.21,,,,기업신용평가
한국토지주택공사,본,,,AAA,Stable,2009.10.28,2009.10.28,2034.01.28,,,,기업신용평가
(주)엠트론스토리지테크놀로지,수시,CCC+↓,,CC,Negative,2009.10.27,2009.10.27,2011.08.05,,,,기업신용평가
가온전선(주),본,,,A-,Stable,2009.10.23,2009.10.23,2018.02.06,,,,기업신용평가
대한해운(주),본,,,A-,Negative,2009.10.19,2009.10.19,2012.11.04,,,,기업신용평가
씨앤에이치캐피탈(주),본,,,BBB-,Stable,2009.10.16,2009.10.16,2013.07.10,,,,기업신용평가
하나더드림제일차(유),수시,A+,,AA-,,2009.10.16,2009.10.16,2010.05.26,,,,기업신용평가
하나에프앤아이(주),정기,A,Stable,A,Stable,2009.10.16,2009.10.16,2013.04.25,,,,기업신용평가
한전케이피에스(주),본,,,AA-,Stable,2009.10.16,2009.10.16,2010.10.14,,,,기업신용평가
(주)뉴젠비아이티,수시,CC,Stable,C,,2009.10.13,2009.10.13,2010.12.13,,,,기업신용평가
에스피피조선(주),정기,BBB-,Stable,BBB-,Stable,2009.10.13,2009.10.13,2009.11.11,,,,기업신용평가
에스피피해양조선(주),정기,BBB-,Stable,BBB-,Stable,2009.10.13,2009.10.13,2009.11.11,,,,기업신용평가
대한제강(주),수시,BBB+,Stable,A-,Stable,2009.10.12,2009.10.12,2015.11.09,,,,기업신용평가
제일화재해상보험(주),정기,A-,Stable,A-,Stable,2009.10.09,2009.10.09,2012.02.10,,,,기업신용평가
한화손해보험(주),정기,A-,Stable,A-↑,,2009.10.09,2009.10.09,2013.09.30,,,,기업신용평가
(주)엘엑스인터내셔널,본,,,A+,Stable,2009.10.08,2009.10.08,2010.02.09,,,,기업신용평가
(주)엘지생활건강,수시,AA-,Stable,AA,Stable,2009.10.08,2009.10.08,2020.02.06,,,,기업신용평가
미래에셋캐피탈(주),정기,A,Stable,A,Stable,2009.10.01,2009.10.01,2016.11.08,,,,기업신용평가
에스케이루브리컨츠(주),본,,,AA-,Stable,2009.10.01,2009.10.01,2010.10.01,,,,기업신용평가
DB금융투자(주),본,,,A-,Stable,2009.09.30,2009.09.30,2010.06.03,,,,기업신용평가
메리츠종합금융(주),정기,A-,Stable,A-,Stable,2009.09.30,2009.09.30,2011.04.29,,,,기업신용평가
미래에셋증권(주),정기,AA-,Stable,AA-,Stable,2009.09.30,2009.09.30,2010.09.30,,,,기업신용평가
케이비증권(주),정기,AA-,Stable,AA-,Stable,2009.09.30,2009.09.30,2010.09.30,,,,기업신용평가
한국투자금융지주(주),정기,AA-,Stable,AA-,Stable,2009.09.30,2009.09.30,2010.09.30,,,,기업신용평가
한국투자증권(주),정기,AA-,Stable,AA-,Stable,2009.09.30,2009.09.30,2010.09.30,,,,기업신용평가
한화투자증권(주),정기,A,Stable,A,Stable,2009.09.30,2009.09.30,2010.03.30,,,,기업신용평가
현대커머셜(주),수시,A+,Stable,A+,Positive,2009.09.30,2009.09.30,2018.05.24,,,,기업신용평가
깨끗한나라(주),수시,BB-,Positive,BB,Stable,2009.09.29,2009.09.29,2009.11.14,,,,기업신용평가
대신증권(주),정기,A+,Stable,AA-,Stable,2009.09.29,2009.09.29,2011.07.14,,,,기업신용평가
삼성증권(주),정기,AA,Stable,AA,Stable,2009.09.29,2009.09.29,2010.02.10,,,,기업신용평가
엔에이치투자증권(주),정기,AA,Stable,AA,Stable,2009.09.29,2009.09.29,2011.05.13,,,,기업신용평가
(주)유한양행,본,,,AA-,Stable,2009.09.25,2009.09.25,2010.09.25,,,,기업신용평가
(주)스카이뉴팜,본,,,CCC↓,,2009.09.24,2009.09.24,2012.10.30,,,,기업신용평가
(주)워커힐,수시,A-,Stable,A-↑,,2009.09.23,2009.09.23,2010.06.22,,,,기업신용평가
지에스건설(주),수시,A+,Stable,AA-,Stable,2009.09.23,2009.09.23,2018.02.05,,,,기업신용평가
한화글로벌에셋(주),수시,BBB,Stable,BBB+,Stable,2009.09.23,2009.09.23,2018.08.27,,,,기업신용평가
현대건설(주),수시,A+,Stable,AA-,Stable,2009.09.23,2009.09.23,2010.10.17,,,,기업신용평가
(주)스카이뉴팜,수시,CCC,Stable,취소,,2009.09.22,2009.09.22,2009.09.23,,,,기업신용평가
산은캐피탈(주),정기,A+,Stable,A+,Stable,2009.09.21,2009.09.21,2011.06.17,,,,기업신용평가
롯데카드(주),수시,AA-,Positive,AA,Stable,2009.09.18,2009.09.18,2018.04.29,,,,기업신용평가
(주)태광이엔시,수시,CCC↓,,취소,,2009.09.16,2009.09.16,2010.07.05,,,,기업신용평가
한솔홀딩스(주),수시,BBB+,Stable,BBB+,Positive,2009.09.14,2009.09.14,2017.11.08,,,,기업신용평가
(주)엑스로드,본,,,CCC,Stable,2009.09.11,2009.09.11,2012.10.08,,,,기업신용평가
산금채제이차(주),정기,AAA,,AAA,,2009.09.09,2009.09.09,2011.08.22,,,,기업신용평가
에쓰오일(주),본,,,AA+,Stable,2009.09.09,2009.09.09,2010.05.17,,,,기업신용평가
(주)세계투어,본,,,B-,Stable,2009.09.07,2009.09.07,2012.11.06,,,,기업신용평가
삼성에스디아이(주),본,,,AA-,Positive,2009.09.07,2009.09.07,2012.08.28,,,,기업신용평가
(주)아이팩토리,본,,,BB,Stable,2009.09.04,2009.09.04,2012.10.13,,,,기업신용평가
(주)쌈지,본,,,B+,Stable,2009.09.01,2009.09.01,2012.09.25,,,,기업신용평가
유안타증권(주),본,,,A,Stable,2009.08.31,2009.08.31,2010.05.31,,,,기업신용평가
(주)신세계톰보이,정기,BB,Negative,BB-,Negative,2009.08.24,2009.08.24,2009.10.17,,,,기업신용평가
(주)엘지데이콤,수시,A+,Stable,AA-,Stable,2009.08.21,2009.08.21,2012.12.17,,,,기업신용평가
(주)엘지씨엔에스,정기,A+,Stable,AA-,Stable,2009.08.21,2009.08.21,2012.12.21,,,,기업신용평가
(주)엘지유플러스,정기,A+,Stable,AA-,Stable,2009.08.21,2009.08.21,2026.01.26,,,,기업신용평가
(주)엘지파워콤,수시,A+,Stable,AA-,Stable,2009.08.21,2009.08.21,2013.09.10,,,,기업신용평가
(주)윈드스카이,수시,CCC,Negative,취소,,2009.08.21,2009.08.21,2010.05.06,,,,기업신용평가
(주)비앤비성원,정기,BB-,Stable,BB-,Stable,2009.08.18,2009.08.18,2010.09.28,,,,기업신용평가
미주제강(주),정기,B+,Stable,B+,Stable,2009.08.18,2009.08.18,2011.12.14,,,,기업신용평가
(주)LF,본,,,A+,Stable,2009.08.13,2009.08.13,2021.12.05,,,,기업신용평가
엠캐피탈(주),정기,A-,Stable,A,Stable,2009.08.13,2009.08.13,2010.02.03,,,,기업신용평가
(주)녹십자셀,본,,,B,Stable,2009.08.12,2009.08.12,2012.09.04,,,,기업신용평가
에프엔씨코오롱(주),수시,BBB+,Stable,취소,,2009.08.12,2009.08.12,2011.03.17,,,,기업신용평가
성동조선해양(주),수시,BBB-,Stable,취소,,2009.08.10,2009.08.10,2009.09.23,,,,기업신용평가
(주)엘지화학,수시,AA,Positive,AA+,Stable,2009.08.05,2009.08.05,2011.12.19,,,,기업신용평가
아주아이비투자(주),정기,BBB,Stable,BBB,Stable,2009.08.05,2009.08.05,2010.06.29,,,,기업신용평가
(주)아인스엠앤엠,정기,B-,Negative,B-,Stable,2009.08.04,2009.08.04,2011.12.14,,,,기업신용평가
(주)씨앤중공업,정기,CCC,Stable,C,,2009.08.03,2009.08.03,2010.08.27,,,,기업신용평가
