회사명,종류,구분,회차,발행액,직전등급(Outlook),현재등급(Outlook),평가일,공시일,평가의견,보고서,Type,평가기준일,직전등급,현재등급,한도설정일,발행한도
퍼스트파이브지제오십칠차유동화전문(유),,본,제1-5회,100.0,,,2021.06.22,2021.06.22(11:12),,,ABSTB,,,AAASF,,
퍼스트파이브지제오십칠차유동화전문(유),,본,제1-4회,100.0,,,2021.06.22,2021.06.22(11:12),,,ABSTB,,,AAASF,,
퍼스트파이브지제오십칠차유동화전문(유),,본,제1-3회,100.0,,,2021.06.22,2021.06.22(11:12),,,ABSTB,,,AAASF,,
퍼스트파이브지제오십칠차유동화전문(유),,본,제1-2회,100.0,,,2021.06.22,2021.06.22(11:12),,,ABSTB,,,AAASF,,
퍼스트파이브지제오십칠차유동화전문(유),,본,제1-29회,10.0,,,2021.06.22,2021.06.22(11:12),,,ABSTB,,,AAASF,,
퍼스트파이브지제오십칠차유동화전문(유),,본,제1-28회,40.0,,,2021.06.22,2021.06.22(11:12),,,ABSTB,,,AAASF,,
퍼스트파이브지제오십칠차유동화전문(유),,본,제1-27회,50.0,,,2021.06.22,2021.06.22(11:12),,,ABSTB,,,AAASF,,
퍼스트파이브지제오십칠차유동화전문(유),,본,제1-26회,100.0,,,2021.06.22,2021.06.22(11:12),,,ABSTB,,,AAASF,,
퍼스트파이브지제오십칠차유동화전문(유),,본,제1-25회,100.0,,,2021.06.22,2021.06.22(11:12),,,ABSTB,,,AAASF,,
퍼스트파이브지제오십칠차유동화전문(유),,본,제1-24회,100.0,,,2021.06.22,2021.06.22(11:12),,,ABSTB,,,AAASF,,
퍼스트파이브지제오십칠차유동화전문(유),,본,제1-23회,100.0,,,2021.06.22,2021.06.22(11:12),,,ABSTB,,,AAASF,,
퍼스트파이브지제오십칠차유동화전문(유),,본,제1-22회,100.0,,,2021.06.22,2021.06.22(11:12),,,ABSTB,,,AAASF,,
퍼스트파이브지제오십칠차유동화전문(유),,본,제1-21회,100.0,,,2021.06.22,2021.06.22(11:12),,,ABSTB,,,AAASF,,
퍼스트파이브지제오십칠차유동화전문(유),,본,제1-20회,100.0,,,2021.06.22,2021.06.22(11:12),,,ABSTB,,,AAASF,,
퍼스트파이브지제오십칠차유동화전문(유),,본,제1-1회,60.0,,,2021.06.22,2021.06.22(11:12),,,ABSTB,,,AAASF,,
퍼스트파이브지제오십칠차유동화전문(유),,본,제1-19회,100.0,,,2021.06.22,2021.06.22(11:12),,,ABSTB,,,AAASF,,
퍼스트파이브지제오십칠차유동화전문(유),,본,제1-18회,100.0,,,2021.06.22,2021.06.22(11:12),,,ABSTB,,,AAASF,,
퍼스트파이브지제오십칠차유동화전문(유),,본,제1-17회,100.0,,,2021.06.22,2021.06.22(11:12),,,ABSTB,,,AAASF,,
퍼스트파이브지제오십칠차유동화전문(유),,본,제1-16회,100.0,,,2021.06.22,2021.06.22(11:12),,,ABSTB,,,AAASF,,
퍼스트파이브지제오십칠차유동화전문(유),,본,제1-15회,100.0,,,2021.06.22,2021.06.22(11:12),,,ABSTB,,,AAASF,,
퍼스트파이브지제오십칠차유동화전문(유),,본,제1-14회,100.0,,,2021.06.22,2021.06.22(11:12),,,ABSTB,,,AAASF,,
퍼스트파이브지제오십칠차유동화전문(유),,본,제1-13회,150.0,,,2021.06.22,2021.06.22(11:12),,,ABSTB,,,AAASF,,
퍼스트파이브지제오십칠차유동화전문(유),,본,제1-12회,100.0,,,2021.06.22,2021.06.22(11:12),,,ABSTB,,,AAASF,,
퍼스트파이브지제오십칠차유동화전문(유),,본,제1-11회,100.0,,,2021.06.22,2021.06.22(11:12),,,ABSTB,,,AAASF,,
퍼스트파이브지제오십칠차유동화전문(유),,본,제1-10회,100.0,,,2021.06.22,2021.06.22(11:12),,,ABSTB,,,AAASF,,
피에프개발제사차(주),,본,제1회,90.0,,,2021.07.15,2021.07.15(17:52),,,ABSTB,,,AA-SF,,
하이클랜제십육차(주),,수시,제2회,3.0,,,2021.07.15,2021.07.15(17:43),,,ABSTB,,,AAASF,,
한국주택금융공사,,정기,KHFC MBS 2015-9 제1-8회 선순위수익증권,1400.0,,,2021.06.25,2021.06.25(15:59),,,ABSTB,,AAASF,AAASF,,
한국주택금융공사,,정기,KHFC MBS 2015-9 제1-7회 선순위수익증권,4200.0,,,2021.06.25,2021.06.25(15:59),,,ABSTB,,AAASF,AAASF,,
한국주택금융공사,,정기,KHFC MBS 2015-9 제1-6회 선순위수익증권,6100.0,,,2021.06.25,2021.06.25(15:59),,,ABSTB,,AAASF,AAASF,,
한국주택금융공사,,정기,KHFC MBS 2015-9 제1-5회 선순위수익증권,6600.0,,,2021.06.25,2021.06.25(15:59),,,ABSTB,,AAASF,AAASF,,
한국주택금융공사,,정기,KHFC MBS 2013-20 제1-8회,100.0,,,2021.06.25,2021.06.25(15:59),,,ABSTB,,AAASF,AAASF,,
한국주택금융공사,,정기,KHFC MBS 2013-20 제1-7회,100.0,,,2021.06.25,2021.06.25(15:59),,,ABSTB,,AAASF,AAASF,,
한국주택금융공사,,정기,KHFC MBS 2013-20 제1-6회,500.0,,,2021.06.25,2021.06.25(15:59),,,ABSTB,,AAASF,AAASF,,
한국주택금융공사,,정기,KHFC MBS 2012-7 제1-8회 선순위수익증권,100.0,,,2021.06.25,2021.06.25(15:59),,,ABSTB,,AAASF,AAASF,,
한국주택금융공사,,정기,KHFC MBS 2012-7 제1-7회 선순위수익증권,200.0,,,2021.06.25,2021.06.25(15:59),,,ABSTB,,AAASF,AAASF,,
한국주택금융공사,,본,KHFC MBS 2021-14 제1-9회 선순위수익증권,100.0,,,2021.06.24,2021.06.24(14:17),,,ABSTB,,,AAASF,,
한국주택금융공사,,본,KHFC MBS 2021-14 제1-8회 선순위수익증권,400.0,,,2021.06.24,2021.06.24(14:17),,,ABSTB,,,AAASF,,
한국주택금융공사,,본,KHFC MBS 2021-14 제1-7회 선순위수익증권,1100.0,,,2021.06.24,2021.06.24(14:17),,,ABSTB,,,AAASF,,
한국주택금융공사,,본,KHFC MBS 2021-14 제1-6회 선순위수익증권,1900.0,,,2021.06.24,2021.06.24(14:17),,,ABSTB,,,AAASF,,
한국주택금융공사,,본,KHFC MBS 2021-14 제1-5회 선순위수익증권,2400.0,,,2021.06.24,2021.06.24(14:17),,,ABSTB,,,AAASF,,
한국주택금융공사,,본,KHFC MBS 2021-14 제1-4회 선순위수익증권,4000.0,,,2021.06.24,2021.06.24(14:17),,,ABSTB,,,AAASF,,
한국주택금융공사,,본,KHFC MBS 2021-14 제1-3회 선순위수익증권,2100.0,,,2021.06.24,2021.06.24(14:17),,,ABSTB,,,AAASF,,
한국주택금융공사,,본,KHFC MBS 2021-14 제1-2회 선순위수익증권,1600.0,,,2021.06.24,2021.06.24(14:17),,,ABSTB,,,AAASF,,
한국주택금융공사,,본,KHFC MBS 2021-14 제1-1회 선순위수익증권,1459.0,,,2021.06.24,2021.06.24(14:17),,,ABSTB,,,AAASF,,
희진제이차(주),,본,제3회,87.0,,,2021.06.23,2021.06.23(15:30),,,ABSTB,,,AA-SF,,
갤럭시아원큐제일차(유),,본,제9회,150.0,,,2021.06.29,2021.06.29(16:55),,,ICR,,,A1SF,,
갤럭시아원큐제일차(유),,본,제8회,188.0,,,2021.06.29,2021.06.29(16:55),,,ICR,,,A1SF,,
갤럭시아원큐제일차(유),,본,제7회,225.0,,,2021.06.29,2021.06.29(16:55),,,ICR,,,A1SF,,
갤럭시아원큐제일차(유),,본,제6회,263.0,,,2021.06.29,2021.06.29(16:55),,,ICR,,,A1SF,,
갤럭시아원큐제일차(유),,본,제5회,300.0,,,2021.06.29,2021.06.29(16:55),,,ICR,,,A1SF,,
갤럭시아원큐제일차(유),,본,제4회,300.0,,,2021.06.29,2021.06.29(16:55),,,ICR,,,A1SF,,
갤럭시아원큐제일차(유),,본,제3회,300.0,,,2021.06.29,2021.06.29(16:55),,,ICR,,,A1SF,,
갤럭시아원큐제일차(유),,본,제2회,300.0,,,2021.06.29,2021.06.29(16:55),,,ICR,,,A1SF,,
갤럭시아원큐제일차(유),,본,제1회,300.0,,,2021.06.29,2021.06.29(16:55),,,ICR,,,A1SF,,
갤럭시아원큐제일차(유),,본,제12회,38.0,,,2021.06.29,2021.06.29(16:55),,,ICR,,,A1SF,,
갤럭시아원큐제일차(유),,본,제11회,75.0,,,2021.06.29,2021.06.29(16:55),,,ICR,,,A1SF,,
갤럭시아원큐제일차(유),,본,제10회,113.0,,,2021.06.29,2021.06.29(16:55),,,ICR,,,A1SF,,
골든수성제이차(주),,정기,제14회,250.0,,,2021.06.28,2021.06.28(17:43),,,ICR,,A1SF,A1SF,,
골든수성제이차(주),,정기,제13회,250.0,,,2021.06.28,2021.06.28(17:43),,,ICR,,A1SF,A1SF,,
골든수성제이차(주),,정기,제12회,250.0,,,2021.06.28,2021.06.28(17:43),,,ICR,,A1SF,A1SF,,
골든수성제이차(주),,정기,제11회,250.0,,,2021.06.28,2021.06.28(17:43),,,ICR,,A1SF,A1SF,,
굿아이언제육차(주),,수시,제3회,370.0,,,2021.07.08,2021.07.08(14:17),,,ICR,,A1SF,A1SF,,
굿아이언제육차(주),,본,제3회,370.0,,,2021.07.05,2021.07.05(17:18),,,ICR,,,A1SF,,
그랜드강서제일차(주),,본,제2-1회,4.0,,,2021.06.23,2021.06.23(14:46),,,ICR,,,A1SF,,
기은센케이더블유제일차(주),,본,제4-1회,790.0,,,2021.07.21,2021.07.21(16:14),,,ICR,,,A2+SF,,
뉴마레제구차(주),,본,제1-1회,580.0,,,2021.07.14,2021.07.14(16:53),,,ICR,,,A1SF,,
뉴마레제칠차(주),,본,제1-1회,1150.0,,,2021.07.08,2021.07.08(14:35),,,ICR,,,A1SF,,
뉴트리니티진주제일차(유),,본,제6회,500.0,,,2021.07.07,2021.07.07(16:20),,,ICR,,,A1SF,,
니드원제사차(주),,본,제1회,100.0,,,2021.07.15,2021.07.16(15:31),,,ICR,,,A1SF,,
더불어제십일차(주),,본,제1-1회,2424.0,,,2021.06.25,2021.06.25(16:55),,,ICR,,,A1SF,,
더블에스삼양(주),,본,제1-1회,500.0,,,2021.06.29,2021.06.29(17:15),,,ICR,,,A1SF,,
더블유에스피씨제일차(유),,본,제9회,350.0,,,2021.07.09,2021.07.09(14:04),,,ICR,,,A1SF,,
더블유에스피씨제일차(유),,본,제8회,375.0,,,2021.07.09,2021.07.09(14:04),,,ICR,,,A1SF,,
더블유에스피씨제일차(유),,본,제7회,400.0,,,2021.07.09,2021.07.09(14:04),,,ICR,,,A1SF,,
더블유에스피씨제일차(유),,본,제6회,425.0,,,2021.07.09,2021.07.09(14:04),,,ICR,,,A1SF,,
더블유에스피씨제일차(유),,본,제5회,450.0,,,2021.07.09,2021.07.09(14:04),,,ICR,,,A1SF,,
더블유에스피씨제일차(유),,본,제4회,475.0,,,2021.07.09,2021.07.09(14:04),,,ICR,,,A1SF,,
더블유에스피씨제일차(유),,본,제3회,500.0,,,2021.07.09,2021.07.09(14:04),,,ICR,,,A1SF,,
더블유에스피씨제일차(유),,본,제2회,500.0,,,2021.07.09,2021.07.09(14:04),,,ICR,,,A1SF,,
더블유에스피씨제일차(유),,본,제1회,500.0,,,2021.07.09,2021.07.09(14:04),,,ICR,,,A1SF,,
더블유에스피씨제일차(유),,본,제12회,275.0,,,2021.07.09,2021.07.09(14:04),,,ICR,,,A1SF,,
더블유에스피씨제일차(유),,본,제11회,300.0,,,2021.07.09,2021.07.09(14:04),,,ICR,,,A1SF,,
더블유에스피씨제일차(유),,본,제10회,325.0,,,2021.07.09,2021.07.09(14:04),,,ICR,,,A1SF,,
더에스에프제이차(주),,본,제1-1회,2450.0,,,2021.07.05,2021.07.05(16:52),,,ICR,,,A1SF,,
더크로스비제일차(유),,본,제5회,400.0,,,2021.06.30,2021.06.30(14:46),,,ICR,,,A1SF,,
더크로스비제일차(유),,본,제4회,400.0,,,2021.06.30,2021.06.30(14:46),,,ICR,,,A1SF,,
더크로스비제일차(유),,본,제3회,400.0,,,2021.06.30,2021.06.30(14:46),,,ICR,,,A1SF,,
더크로스비제일차(유),,본,제2회,400.0,,,2021.06.30,2021.06.30(14:46),,,ICR,,,A1SF,,
더크로스비제일차(유),,본,제1회,400.0,,,2021.06.30,2021.06.30(14:46),,,ICR,,,A1SF,,
디벨롭화동(유),,본,제3회,128.0,,,2021.06.24,2021.06.24(17:48),,,ICR,,,A2SF,,
래오컨설팅(주),,본,제4회,0.5,,,2021.07.21,2021.07.21(14:38),,,ICR,,,A1SF,,
래오컨설팅(주),,본,제4회,0.5,,,2021.07.21,2021.07.21(14:38),,,ICR,,,A1SF,,
래오컨설팅(주),,본,제3-2회,1050.0,,,2021.07.21,2021.07.21(14:38),,,ICR,,,A1SF,,
래오컨설팅(주),,본,제3-2회,1050.0,,,2021.07.21,2021.07.21(14:38),,,ICR,,,A1SF,,
레드불스제이차(주),,본,제1회,2450.0,,,2021.07.09,2021.07.12(09:48),,,ICR,,,A1SF,,
마린씨티제일차(주),,정기,제1-9회,700.0,,,2021.06.22,2021.06.22(17:13),,,ICR,,A1SF,A1SF,,
마린씨티제일차(주),,정기,제1-8회,700.0,,,2021.06.22,2021.06.22(17:13),,,ICR,,A1SF,A1SF,,
마린씨티제일차(주),,정기,제1-7회,700.0,,,2021.06.22,2021.06.22(17:13),,,ICR,,A1SF,A1SF,,
마린씨티제일차(주),,정기,제1-20회,700.0,,,2021.06.22,2021.06.22(17:13),,,ICR,,A1SF,A1SF,,
마린씨티제일차(주),,정기,제1-19회,700.0,,,2021.06.22,2021.06.22(17:13),,,ICR,,A1SF,A1SF,,
마린씨티제일차(주),,정기,제1-18회,700.0,,,2021.06.22,2021.06.22(17:13),,,ICR,,A1SF,A1SF,,
마린씨티제일차(주),,정기,제1-17회,700.0,,,2021.06.22,2021.06.22(17:13),,,ICR,,A1SF,A1SF,,
마린씨티제일차(주),,정기,제1-16회,700.0,,,2021.06.22,2021.06.22(17:13),,,ICR,,A1SF,A1SF,,
마린씨티제일차(주),,정기,제1-15회,700.0,,,2021.06.22,2021.06.22(17:13),,,ICR,,A1SF,A1SF,,
마린씨티제일차(주),,정기,제1-14회,700.0,,,2021.06.22,2021.06.22(17:13),,,ICR,,A1SF,A1SF,,
마린씨티제일차(주),,정기,제1-13회,700.0,,,2021.06.22,2021.06.22(17:13),,,ICR,,A1SF,A1SF,,
마린씨티제일차(주),,정기,제1-12회,700.0,,,2021.06.22,2021.06.22(17:13),,,ICR,,A1SF,A1SF,,
마린씨티제일차(주),,정기,제1-11회,700.0,,,2021.06.22,2021.06.22(17:13),,,ICR,,A1SF,A1SF,,
마린씨티제일차(주),,정기,제1-10회,700.0,,,2021.06.22,2021.06.22(17:13),,,ICR,,A1SF,A1SF,,
메인스트림제구차(유),,정기,제36회,350.0,,,2021.06.28,2021.06.28(16:56),,,ICR,,A1SF,A1SF,,
메인스트림제구차(유),,정기,제35회,350.0,,,2021.06.28,2021.06.28(16:56),,,ICR,,A1SF,A1SF,,
메인스트림제구차(유),,정기,제34회,350.0,,,2021.06.28,2021.06.28(16:56),,,ICR,,A1SF,A1SF,,
메인스트림제구차(유),,정기,제33회,350.0,,,2021.06.28,2021.06.28(16:56),,,ICR,,A1SF,A1SF,,
메인스트림제구차(유),,정기,제32회,350.0,,,2021.06.28,2021.06.28(16:56),,,ICR,,A1SF,A1SF,,
메인스트림제구차(유),,정기,제31회,350.0,,,2021.06.28,2021.06.28(16:56),,,ICR,,A1SF,A1SF,,
바다사랑제십차(주),,본,제1-2회,2000.0,,,2021.07.02,2021.07.02(13:13),,,ICR,,,A1SF,,
부전마산비티엘(주),,본,제24회,5800.0,,,2021.07.12,2021.07.12(11:18),,,ICR,,,A1SF,,
블루아세톤감마(주),,본,제2회,2450.0,,,2021.07.21,2021.07.21(16:41),,,ICR,,,A1SF,,
비욘드나인제일차(주),,본,제2회,30.0,,,2021.07.12,2021.07.12(14:14),,,ICR,,,A1SF,,
비욘드나인제일차(주),,본,제1회,30.0,,,2021.07.12,2021.07.12(14:14),,,ICR,,,A1SF,,
비욘드부대제일차(주),,본,제1회,343.0,,,2021.06.28,2021.06.28(18:09),,,ICR,,,A2+SF,,
비욘드성성제이차(주),,본,제1회,257.0,,,2021.06.28,2021.06.28(18:09),,,ICR,,,A2+SF,,
비욘드캐슬제이차(주),,본,제15회,30.0,,,2021.06.28,2021.06.28(15:18),,,ICR,,,A1SF,,
비욘드캐슬제이차(주),,본,제14회,30.0,,,2021.06.28,2021.06.28(15:18),,,ICR,,,A1SF,,
비욘드캐슬제이차(주),,본,제13회,30.0,,,2021.06.28,2021.06.28(15:18),,,ICR,,,A1SF,,
샤인클리어제일차(주),,본,제2회,100.0,,,2021.06.25,2021.06.25(17:00),,,ICR,,,A2SF,,
선천제십오차(주),,본,제2-1회,2450.0,,,2021.07.02,2021.07.02(15:59),,,ICR,,,A1SF,,
송도피식스제이차(주),,본,제2회,460.0,,,2021.07.21,2021.07.21(17:53),,,ICR,,,A2+SF,,
스위트제십육차(주),,본,제2-1회,1200.0,,,2021.06.23,2021.06.24(09:34),,,ICR,,,A1SF,,
써머레인제일차(주),,본,제1-1회,2450.0,,,2021.07.13,2021.07.13(16:29),,,ICR,,,A1SF,,
에이치에이치아이제일차(유),,정기,제12회,38.0,,,2021.06.28,2021.06.28(16:56),,,ICR,,A1SF,A1SF,,
에이치에이치아이제일차(유),,정기,제11회,75.0,,,2021.06.28,2021.06.28(16:56),,,ICR,,A1SF,A1SF,,
에코로투스(주),,본,제2회,360.0,,,2021.07.13,2021.07.13(16:57),,,ICR,,,A2SF,,
에코코알라(주),,본,제2회,810.0,,,2021.07.15,2021.07.15(15:56),,,ICR,,,A2+SF,,
에프엔사일제이차(주),,본,제1회,300.0,,,2021.06.29,2021.06.30(09:20),,,ICR,,,A1SF,,
에프엔파라다이스(주),,본,제2회,150.0,,,2021.06.25,2021.06.28(09:28),,,ICR,,,A1SF,,
에프엔파라다이스(주),,본,제1회,150.0,,,2021.06.25,2021.06.28(09:28),,,ICR,,,A1SF,,
오시리아파크제이차(유),,본,제9회,500.0,,,2021.06.30,2021.06.30(16:15),,,ICR,,,A1SF,,
오시리아파크제이차(유),,본,제8회,500.0,,,2021.06.30,2021.06.30(16:15),,,ICR,,,A1SF,,
오시리아파크제이차(유),,본,제11회,500.0,,,2021.06.30,2021.06.30(16:15),,,ICR,,,A1SF,,
오시리아파크제이차(유),,본,제10회,500.0,,,2021.06.30,2021.06.30(16:15),,,ICR,,,A1SF,,
와이유앤제십차(주),,본,제2회,2450.0,,,2021.07.08,2021.07.08(16:34),,,ICR,,,A1SF,,
우리티에스제일차(주),,본,제9회,300.0,,,2021.06.25,2021.06.25(13:28),,,ICR,,,A1SF,,
우리티에스제일차(주),,본,제8회,300.0,,,2021.06.25,2021.06.25(13:28),,,ICR,,,A1SF,,
우리티에스제일차(주),,본,제7회,300.0,,,2021.06.25,2021.06.25(13:28),,,ICR,,,A1SF,,
우리티에스제일차(주),,본,제6회,300.0,,,2021.06.25,2021.06.25(13:28),,,ICR,,,A1SF,,
우리티에스제일차(주),,본,제5회,300.0,,,2021.06.25,2021.06.25(13:28),,,ICR,,,A1SF,,
우리티에스제일차(주),,본,제4회,300.0,,,2021.06.25,2021.06.25(13:28),,,ICR,,,A1SF,,
우리티에스제일차(주),,본,제3회,300.0,,,2021.06.25,2021.06.25(13:28),,,ICR,,,A1SF,,
우리티에스제일차(주),,본,제2회,300.0,,,2021.06.25,2021.06.25(13:28),,,ICR,,,A1SF,,
우리티에스제일차(주),,본,제1회,300.0,,,2021.06.25,2021.06.25(13:28),,,ICR,,,A1SF,,
우리티에스제일차(주),,본,제13회,300.0,,,2021.06.25,2021.06.25(13:28),,,ICR,,,A1SF,,
우리티에스제일차(주),,본,제12회,300.0,,,2021.06.25,2021.06.25(13:28),,,ICR,,,A1SF,,
우리티에스제일차(주),,본,제11회,300.0,,,2021.06.25,2021.06.25(13:28),,,ICR,,,A1SF,,
우리티에스제일차(주),,본,제10회,300.0,,,2021.06.25,2021.06.25(13:28),,,ICR,,,A1SF,,
원더풀지엠제십사차(주),,본,제2회,2450.0,,,2021.06.29,2021.06.29(16:57),,,ICR,,,A1SF,,
이너피스제구차(주),,본,제3회,2000.0,,,2021.07.05,2021.07.05(17:20),,,ICR,,,A1SF,,
이너피스제십차(주),,본,제3회,1500.0,,,2021.07.12,2021.07.12(17:36),,,ICR,,,A1SF,,
이너피스제팔차(주),,본,제3회,2000.0,,,2021.07.05,2021.07.05(17:19),,,ICR,,,A1SF,,
장승배기역역세권개발제이차(주),,본,제1회,1900.0,,,2021.06.29,2021.06.30(10:01),,,ICR,,,A2SF,,
케이뉴스타트제13차(주),,본,제2회,2425.0,,,2021.07.05,2021.07.05(17:12),,,ICR,,,A1SF,,
케이비랜드스케이프제일차(유),,본,제9회,1000.0,,,2021.06.28,2021.06.28(17:34),,,ICR,,,A1SF,,
케이비랜드스케이프제일차(유),,본,제8회,1000.0,,,2021.06.28,2021.06.28(17:34),,,ICR,,,A1SF,,
케이비랜드스케이프제일차(유),,본,제7회,1000.0,,,2021.06.28,2021.06.28(17:34),,,ICR,,,A1SF,,
케이비랜드스케이프제일차(유),,본,제6회,1000.0,,,2021.06.28,2021.06.28(17:34),,,ICR,,,A1SF,,
케이비랜드스케이프제일차(유),,본,제5회,1000.0,,,2021.06.28,2021.06.28(17:34),,,ICR,,,A1SF,,
케이비랜드스케이프제일차(유),,본,제4회,1000.0,,,2021.06.28,2021.06.28(17:34),,,ICR,,,A1SF,,
케이비랜드스케이프제일차(유),,본,제3회,1000.0,,,2021.06.28,2021.06.28(17:34),,,ICR,,,A1SF,,
케이비랜드스케이프제일차(유),,본,제33회,1000.0,,,2021.06.28,2021.06.28(17:34),,,ICR,,,A1SF,,
케이비랜드스케이프제일차(유),,본,제32회,1000.0,,,2021.06.28,2021.06.28(17:34),,,ICR,,,A1SF,,
케이비랜드스케이프제일차(유),,본,제31회,1000.0,,,2021.06.28,2021.06.28(17:34),,,ICR,,,A1SF,,
케이비랜드스케이프제일차(유),,본,제30회,1000.0,,,2021.06.28,2021.06.28(17:34),,,ICR,,,A1SF,,
케이비랜드스케이프제일차(유),,본,제2회,1000.0,,,2021.06.28,2021.06.28(17:34),,,ICR,,,A1SF,,
케이비랜드스케이프제일차(유),,본,제29회,1000.0,,,2021.06.28,2021.06.28(17:34),,,ICR,,,A1SF,,
케이비랜드스케이프제일차(유),,본,제28회,1000.0,,,2021.06.28,2021.06.28(17:34),,,ICR,,,A1SF,,
케이비랜드스케이프제일차(유),,본,제27회,1000.0,,,2021.06.28,2021.06.28(17:34),,,ICR,,,A1SF,,
케이비랜드스케이프제일차(유),,본,제26회,1000.0,,,2021.06.28,2021.06.28(17:34),,,ICR,,,A1SF,,
케이비랜드스케이프제일차(유),,본,제25회,1000.0,,,2021.06.28,2021.06.28(17:34),,,ICR,,,A1SF,,
케이비랜드스케이프제일차(유),,본,제24회,1000.0,,,2021.06.28,2021.06.28(17:34),,,ICR,,,A1SF,,
케이비랜드스케이프제일차(유),,본,제23회,1000.0,,,2021.06.28,2021.06.28(17:34),,,ICR,,,A1SF,,
케이비랜드스케이프제일차(유),,본,제22회,1000.0,,,2021.06.28,2021.06.28(17:34),,,ICR,,,A1SF,,
케이비랜드스케이프제일차(유),,본,제21회,1000.0,,,2021.06.28,2021.06.28(17:34),,,ICR,,,A1SF,,
케이비랜드스케이프제일차(유),,본,제20회,1000.0,,,2021.06.28,2021.06.28(17:34),,,ICR,,,A1SF,,
케이비랜드스케이프제일차(유),,본,제1회,1000.0,,,2021.06.28,2021.06.28(17:34),,,ICR,,,A1SF,,
케이비랜드스케이프제일차(유),,본,제19회,1000.0,,,2021.06.28,2021.06.28(17:34),,,ICR,,,A1SF,,
케이비랜드스케이프제일차(유),,본,제18회,1000.0,,,2021.06.28,2021.06.28(17:34),,,ICR,,,A1SF,,
케이비랜드스케이프제일차(유),,본,제17회,1000.0,,,2021.06.28,2021.06.28(17:34),,,ICR,,,A1SF,,
케이비랜드스케이프제일차(유),,본,제16회,1000.0,,,2021.06.28,2021.06.28(17:34),,,ICR,,,A1SF,,
케이비랜드스케이프제일차(유),,본,제15회,1000.0,,,2021.06.28,2021.06.28(17:34),,,ICR,,,A1SF,,
케이비랜드스케이프제일차(유),,본,제14회,1000.0,,,2021.06.28,2021.06.28(17:34),,,ICR,,,A1SF,,
케이비랜드스케이프제일차(유),,본,제13회,1000.0,,,2021.06.28,2021.06.28(17:34),,,ICR,,,A1SF,,
케이비랜드스케이프제일차(유),,본,제12회,1000.0,,,2021.06.28,2021.06.28(17:34),,,ICR,,,A1SF,,
케이비랜드스케이프제일차(유),,본,제11회,1000.0,,,2021.06.28,2021.06.28(17:34),,,ICR,,,A1SF,,
케이비랜드스케이프제일차(유),,본,제10회,1000.0,,,2021.06.28,2021.06.28(17:34),,,ICR,,,A1SF,,
케이비리브에이치제일차(유),,정기,제9회,300.0,,,2021.07.21,2021.07.21(16:52),,,ICR,,A1SF,A1SF,,
케이비리브에이치제일차(유),,정기,제8회,300.0,,,2021.07.21,2021.07.21(16:52),,,ICR,,A1SF,A1SF,,
케이비리브에이치제일차(유),,정기,제7회,300.0,,,2021.07.21,2021.07.21(16:52),,,ICR,,A1SF,A1SF,,
케이비리브에이치제일차(유),,정기,제6회,300.0,,,2021.07.21,2021.07.21(16:52),,,ICR,,A1SF,A1SF,,
케이비리브에이치제일차(유),,정기,제12회,300.0,,,2021.07.21,2021.07.21(16:52),,,ICR,,A1SF,A1SF,,
케이비리브에이치제일차(유),,정기,제11회,300.0,,,2021.07.21,2021.07.21(16:52),,,ICR,,A1SF,A1SF,,
케이비리브에이치제일차(유),,정기,제10회,300.0,,,2021.07.21,2021.07.21(16:52),,,ICR,,A1SF,A1SF,,
케이비프라이드제이차(유),,본,제9회,500.0,,,2021.07.13,2021.07.13(15:55),,,ICR,,,A1SF,,
케이비프라이드제이차(유),,본,제8회,500.0,,,2021.07.13,2021.07.13(15:55),,,ICR,,,A1SF,,
케이비프라이드제이차(유),,본,제7회,500.0,,,2021.07.13,2021.07.13(15:55),,,ICR,,,A1SF,,
케이비프라이드제이차(유),,본,제6회,500.0,,,2021.07.13,2021.07.13(15:55),,,ICR,,,A1SF,,
케이비프라이드제이차(유),,본,제5회,500.0,,,2021.07.13,2021.07.13(15:55),,,ICR,,,A1SF,,
케이비프라이드제이차(유),,본,제4회,500.0,,,2021.07.13,2021.07.13(15:55),,,ICR,,,A1SF,,
케이비프라이드제이차(유),,본,제3회,500.0,,,2021.07.13,2021.07.13(15:55),,,ICR,,,A1SF,,
케이비프라이드제이차(유),,본,제2회,500.0,,,2021.07.13,2021.07.13(15:55),,,ICR,,,A1SF,,
케이비프라이드제이차(유),,본,제1회,500.0,,,2021.07.13,2021.07.13(15:55),,,ICR,,,A1SF,,
케이비프라이드제이차(유),,본,제15회,500.0,,,2021.07.13,2021.07.13(15:55),,,ICR,,,A1SF,,
케이비프라이드제이차(유),,본,제14회,500.0,,,2021.07.13,2021.07.13(15:55),,,ICR,,,A1SF,,
케이비프라이드제이차(유),,본,제13회,500.0,,,2021.07.13,2021.07.13(15:55),,,ICR,,,A1SF,,
케이비프라이드제이차(유),,본,제12회,500.0,,,2021.07.13,2021.07.13(15:55),,,ICR,,,A1SF,,
케이비프라이드제이차(유),,본,제11회,500.0,,,2021.07.13,2021.07.13(15:55),,,ICR,,,A1SF,,
케이비프라이드제이차(유),,본,제10회,500.0,,,2021.07.13,2021.07.13(15:55),,,ICR,,,A1SF,,
케이비화성제일차(유),,정기,제9회,230.0,,,2021.07.13,2021.07.14(16:18),,,ICR,,A1SF,A1SF,,
