회사명,종류,구분,회차,발행액,직전등급(Outlook),현재등급(Outlook),평가일,공시일,평가의견,보고서,Type,평가기준일,직전등급,현재등급,한도설정일,발행한도
(주)팜한농,SB,정기,020,700.0,A(안정적),A (안정적),2021.06.30,2021.06.30 ( 16 : 30 ),,,전자단기사채,,,,,
(주)팬스타엔터프라이즈,BW,정기,022,100.0,B(안정적),B (안정적),2021.07.12,2021.07.12 ( 17 : 26 ),,,전자단기사채,,,,,
평택에너지서비스(주),SB,본,006,400.0,,A (안정적),2021.07.15,2021.07.15 ( 15 : 29 ),,,전자단기사채,,,,,
평택에너지서비스(주),SB,정기,4-2,300.0,A-(긍정적),A (안정적),2021.06.22,2021.06.23 ( 10 : 19 ),,,전자단기사채,,,,,
평택에너지서비스(주),SB,정기,4-1,200.0,A-(긍정적),A (안정적),2021.06.22,2021.06.23 ( 10 : 19 ),,,전자단기사채,,,,,
평택에너지서비스(주),SB,정기,3-2,500.0,A-(긍정적),A (안정적),2021.06.22,2021.06.23 ( 10 : 19 ),,,전자단기사채,,,,,
포스코기술투자(주),FB,정기,023,300.0,A-(안정적),A- (안정적),2021.06.28,2021.06.29 ( 13 : 23 ),,,전자단기사채,,,,,
포스코기술투자(주),FB,정기,022,400.0,A-(안정적),A- (안정적),2021.06.28,2021.06.29 ( 13 : 23 ),,,전자단기사채,,,,,
포스코에너지(주),SB,정기,28-3,400.0,AA-(안정적),AA- (긍정적),2021.06.29,2021.06.30 ( 14 : 46 ),,,전자단기사채,,,,,
포스코에너지(주),SB,정기,28-2,1100.0,AA-(안정적),AA- (긍정적),2021.06.29,2021.06.30 ( 14 : 46 ),,,전자단기사채,,,,,
포스코에너지(주),SB,정기,28-1,500.0,AA-(안정적),AA- (긍정적),2021.06.29,2021.06.30 ( 14 : 46 ),,,전자단기사채,,,,,
포스코에너지(주),SB,정기,27-2,500.0,AA-(안정적),AA- (긍정적),2021.06.29,2021.06.30 ( 14 : 46 ),,,전자단기사채,,,,,
포스코에너지(주),SB,정기,27-1,1500.0,AA-(안정적),AA- (긍정적),2021.06.29,2021.06.30 ( 14 : 46 ),,,전자단기사채,,,,,
포스코에너지(주),SB,정기,22-3,700.0,AA-(안정적),AA- (긍정적),2021.06.29,2021.06.30 ( 14 : 46 ),,,전자단기사채,,,,,
포스코에너지(주),SB,정기,22-2,600.0,AA-(안정적),AA- (긍정적),2021.06.29,2021.06.30 ( 14 : 46 ),,,전자단기사채,,,,,
포스코에너지(주),SB,정기,19-2,1000.0,AA-(안정적),AA- (긍정적),2021.06.29,2021.06.30 ( 14 : 46 ),,,전자단기사채,,,,,
포스코에너지(주),SB,정기,15-3,800.0,AA-(안정적),AA- (긍정적),2021.06.29,2021.06.30 ( 14 : 46 ),,,전자단기사채,,,,,
포스코에너지(주),SB,정기,021,1000.0,AA-(안정적),AA- (긍정적),2021.06.29,2021.06.30 ( 14 : 46 ),,,전자단기사채,,,,,
포천파워(주),SB,정기,1-6,400.0,A-(긍정적),A (안정적),2021.06.22,2021.06.23 ( 10 : 19 ),,,전자단기사채,,,,,
푸본현대생명보험(주),FB(Sub),정기,016,500.0,A(안정적),A (긍정적),2021.06.30,2021.06.30 ( 18 : 10 ),,,전자단기사채,,,,,
푸본현대생명보험(주),FB(Sub),정기,014,1000.0,A(안정적),A (긍정적),2021.06.30,2021.06.30 ( 18 : 10 ),,,전자단기사채,,,,,
(주)하나금융지주,FB,본,053,1000.0,,AAA (안정적),2021.06.25,2021.06.25 ( 13 : 43 ),,,전자단기사채,,,,,
하나금융투자(주),FB,본,7-2,1300.0,,AA (안정적),2021.07.15,2021.07.15 ( 15 : 42 ),,,전자단기사채,,,,,
하나금융투자(주),FB,본,7-1,1200.0,,AA (안정적),2021.07.15,2021.07.15 ( 15 : 42 ),,,전자단기사채,,,,,
하나금융투자(주),FB,정기,5-4,600.0,AA(안정적),AA (안정적),2021.06.29,2021.06.29 ( 17 : 47 ),,,전자단기사채,,,,,
하나금융투자(주),FB,정기,5-3,900.0,AA(안정적),AA (안정적),2021.06.29,2021.06.29 ( 17 : 47 ),,,전자단기사채,,,,,
하나금융투자(주),FB,정기,5-2,2500.0,AA(안정적),AA (안정적),2021.06.29,2021.06.29 ( 17 : 47 ),,,전자단기사채,,,,,
하나금융투자(주),FB,정기,5-1,1000.0,AA(안정적),AA (안정적),2021.06.29,2021.06.29 ( 17 : 47 ),,,전자단기사채,,,,,
하나금융투자(주),FB(FRN),정기,2-2,1000.0,AA(안정적),AA (안정적),2021.06.29,2021.06.29 ( 17 : 47 ),,,전자단기사채,,,,,
하나금융투자(주),FB(Sub),정기,006,3500.0,AA-(안정적),AA- (안정적),2021.06.29,2021.06.29 ( 17 : 47 ),,,전자단기사채,,,,,
하나금융투자(주),"FB(Sub,FRN)",정기,003,3000.0,AA-(안정적),AA- (안정적),2021.06.29,2021.06.29 ( 17 : 47 ),,,전자단기사채,,,,,
(주)하나은행,FB,본,44-07,,,AAA (안정적),2021.06.30,2021.06.30 ( 14 : 58 ),,,전자단기사채,,,,,
하나카드(주),FB,본,200,700.0,,AA (안정적),2021.06.28,2021.06.28 ( 16 : 11 ),,,전자단기사채,,,,,
하나캐피탈(주),FB,본,333,,,AA- (안정적),2021.07.15,2021.07.15 ( 15 : 42 ),,,전자단기사채,,,,,
한국가스공사,PFB,정기,410,1000.0,AAA(안정적),AAA (안정적),2021.06.29,2021.06.30 ( 10 : 42 ),,,전자단기사채,,,,,
한국가스공사,PFB,정기,406,1400.0,AAA(안정적),AAA (안정적),2021.06.29,2021.06.30 ( 10 : 42 ),,,전자단기사채,,,,,
한국가스공사,PFB,정기,404,1000.0,AAA(안정적),AAA (안정적),2021.06.29,2021.06.30 ( 10 : 42 ),,,전자단기사채,,,,,
한국가스공사,PFB,정기,399,1300.0,AAA(안정적),AAA (안정적),2021.06.29,2021.06.30 ( 10 : 42 ),,,전자단기사채,,,,,
한국가스공사,PFB,정기,395,1300.0,AAA(안정적),AAA (안정적),2021.06.29,2021.06.30 ( 10 : 42 ),,,전자단기사채,,,,,
한국가스공사,PFB,정기,390,1500.0,AAA(안정적),AAA (안정적),2021.06.29,2021.06.30 ( 10 : 42 ),,,전자단기사채,,,,,
한국가스공사,PFB,정기,379,1000.0,AAA(안정적),AAA (안정적),2021.06.29,2021.06.30 ( 10 : 42 ),,,전자단기사채,,,,,
한국가스공사,PFB,정기,369,1700.0,AAA(안정적),AAA (안정적),2021.06.29,2021.06.30 ( 10 : 42 ),,,전자단기사채,,,,,
한국가스공사,PFB,정기,365,1800.0,AAA(안정적),AAA (안정적),2021.06.29,2021.06.30 ( 10 : 42 ),,,전자단기사채,,,,,
한국가스공사,PFB,정기,361,1200.0,AAA(안정적),AAA (안정적),2021.06.29,2021.06.30 ( 10 : 42 ),,,전자단기사채,,,,,
한국가스공사,PFB,정기,357,900.0,AAA(안정적),AAA (안정적),2021.06.29,2021.06.30 ( 10 : 42 ),,,전자단기사채,,,,,
한국가스공사,PFB,정기,349,800.0,AAA(안정적),AAA (안정적),2021.06.29,2021.06.30 ( 10 : 42 ),,,전자단기사채,,,,,
한국가스공사,PFB,정기,334,1200.0,AAA(안정적),AAA (안정적),2021.06.29,2021.06.30 ( 10 : 42 ),,,전자단기사채,,,,,
한국가스공사,PFB,정기,330,1600.0,AAA(안정적),AAA (안정적),2021.06.29,2021.06.30 ( 10 : 42 ),,,전자단기사채,,,,,
한국가스공사,PFB,정기,326,1600.0,AAA(안정적),AAA (안정적),2021.06.29,2021.06.30 ( 10 : 42 ),,,전자단기사채,,,,,
한국농어촌공사,PFB,정기,022,1100.0,AAA(안정적),AAA (안정적),2021.06.29,2021.06.30 ( 15 : 57 ),,,전자단기사채,,,,,
한국농어촌공사,PFB,정기,020,1500.0,AAA(안정적),AAA (안정적),2021.06.29,2021.06.30 ( 15 : 57 ),,,전자단기사채,,,,,
한국농어촌공사,PFB,정기,019,2500.0,AAA(안정적),AAA (안정적),2021.06.29,2021.06.30 ( 15 : 57 ),,,전자단기사채,,,,,
한국농어촌공사,PFB,정기,017,570.0,AAA(안정적),AAA (안정적),2021.06.29,2021.06.30 ( 15 : 57 ),,,전자단기사채,,,,,
한국농어촌공사,PFB,정기,016,1400.0,AAA(안정적),AAA (안정적),2021.06.29,2021.06.30 ( 15 : 57 ),,,전자단기사채,,,,,
한국도로공사,PFB,본,767,1300.0,,AAA (안정적),2021.06.30,2021.06.30 ( 17 : 03 ),,,전자단기사채,,,,,
한국동서발전(주),SB,정기,36-2,400.0,AAA(안정적),AAA (안정적),2021.06.30,2021.06.30 ( 17 : 12 ),,,전자단기사채,,,,,
한국동서발전(주),SB,정기,36-1,600.0,AAA(안정적),AAA (안정적),2021.06.30,2021.06.30 ( 17 : 12 ),,,전자단기사채,,,,,
한국동서발전(주),SB,정기,35-3,800.0,AAA(안정적),AAA (안정적),2021.06.30,2021.06.30 ( 17 : 12 ),,,전자단기사채,,,,,
한국동서발전(주),SB,정기,35-2,900.0,AAA(안정적),AAA (안정적),2021.06.30,2021.06.30 ( 17 : 12 ),,,전자단기사채,,,,,
한국동서발전(주),SB,정기,35-1,400.0,AAA(안정적),AAA (안정적),2021.06.30,2021.06.30 ( 17 : 12 ),,,전자단기사채,,,,,
한국동서발전(주),SB,정기,33-2,800.0,AAA(안정적),AAA (안정적),2021.06.30,2021.06.30 ( 17 : 12 ),,,전자단기사채,,,,,
한국동서발전(주),SB,정기,33-1,700.0,AAA(안정적),AAA (안정적),2021.06.30,2021.06.30 ( 17 : 12 ),,,전자단기사채,,,,,
한국동서발전(주),SB,정기,32-2,400.0,AAA(안정적),AAA (안정적),2021.06.30,2021.06.30 ( 17 : 12 ),,,전자단기사채,,,,,
한국동서발전(주),SB,정기,32-1,400.0,AAA(안정적),AAA (안정적),2021.06.30,2021.06.30 ( 17 : 12 ),,,전자단기사채,,,,,
한국동서발전(주),SB,정기,29-2,800.0,AAA(안정적),AAA (안정적),2021.06.30,2021.06.30 ( 17 : 12 ),,,전자단기사채,,,,,
한국동서발전(주),SB,정기,29-1,500.0,AAA(안정적),AAA (안정적),2021.06.30,2021.06.30 ( 17 : 12 ),,,전자단기사채,,,,,
한국동서발전(주),SB,정기,27-3,500.0,AAA(안정적),AAA (안정적),2021.06.30,2021.06.30 ( 17 : 12 ),,,전자단기사채,,,,,
한국동서발전(주),SB,정기,27-2,500.0,AAA(안정적),AAA (안정적),2021.06.30,2021.06.30 ( 17 : 12 ),,,전자단기사채,,,,,
한국동서발전(주),SB,정기,16-2,2000.0,AAA(안정적),AAA (안정적),2021.06.30,2021.06.30 ( 17 : 12 ),,,전자단기사채,,,,,
한국동서발전(주),SB,정기,15-2,1100.0,AAA(안정적),AAA (안정적),2021.06.30,2021.06.30 ( 17 : 12 ),,,전자단기사채,,,,,
한국동서발전(주),SB,정기,025,1000.0,AAA(안정적),AAA (안정적),2021.06.30,2021.06.30 ( 17 : 12 ),,,전자단기사채,,,,,
한국산업단지공단,PFB,정기,011,1000.0,AAA(안정적),AAA (안정적),2021.06.29,2021.06.30 ( 15 : 21 ),,,전자단기사채,,,,,
한국산업은행,FB,본,산업금융채권21신할0100-0716-2,1500.0,,AAA (안정적),2021.07.13,2021.07.13 ( 13 : 25 ),,,전자단기사채,,,,,
한국산업은행,FB,본,산업금융채권21신이0400-0716-1,2800.0,,AAA (안정적),2021.07.13,2021.07.13 ( 13 : 25 ),,,전자단기사채,,,,,
한국산업은행,FB,본,산업금융채권21신이0200-0719-2,2400.0,,AAA (안정적),2021.07.13,2021.07.13 ( 13 : 25 ),,,전자단기사채,,,,,
한국산업은행,FB,본,산업금융채권21변이0100-0719-1M,1800.0,,AAA (안정적),2021.07.13,2021.07.13 ( 13 : 25 ),,,전자단기사채,,,,,
한국산업은행,FB,본,산금21신이0200-0713-2,4200.0,,AAA (안정적),2021.07.13,2021.07.13 ( 13 : 25 ),,,전자단기사채,,,,,
한국산업은행,FB,본,산금21변이0100-0713-1M,1900.0,,AAA (안정적),2021.07.13,2021.07.13 ( 13 : 25 ),,,전자단기사채,,,,,
한국수력원자력(주),SB,본,60-3,1600.0,,AAA (안정적),2021.06.23,2021.06.23 ( 17 : 05 ),,,전자단기사채,,,,,
한국수력원자력(주),SB,본,60-2,700.0,,AAA (안정적),2021.06.23,2021.06.23 ( 17 : 05 ),,,전자단기사채,,,,,
한국수력원자력(주),SB,본,60-1,300.0,,AAA (안정적),2021.06.23,2021.06.23 ( 17 : 05 ),,,전자단기사채,,,,,
한국수력원자력(주),SB,정기,9-2,700.0,AAA(안정적),AAA (안정적),2021.06.23,2021.06.23 ( 17 : 05 ),,,전자단기사채,,,,,
한국수력원자력(주),SB,정기,9-1,300.0,AAA(안정적),AAA (안정적),2021.06.23,2021.06.23 ( 17 : 05 ),,,전자단기사채,,,,,
한국수력원자력(주),SB,정기,59-3,900.0,AAA(안정적),AAA (안정적),2021.06.23,2021.06.23 ( 17 : 05 ),,,전자단기사채,,,,,
한국수력원자력(주),SB,정기,59-2,700.0,AAA(안정적),AAA (안정적),2021.06.23,2021.06.23 ( 17 : 05 ),,,전자단기사채,,,,,
한국수력원자력(주),SB,정기,59-1,600.0,AAA(안정적),AAA (안정적),2021.06.23,2021.06.23 ( 17 : 05 ),,,전자단기사채,,,,,
한국수력원자력(주),SB,정기,58-3,1000.0,AAA(안정적),AAA (안정적),2021.06.23,2021.06.23 ( 17 : 05 ),,,전자단기사채,,,,,
한국수력원자력(주),SB,정기,58-2,700.0,AAA(안정적),AAA (안정적),2021.06.23,2021.06.23 ( 17 : 05 ),,,전자단기사채,,,,,
한국수력원자력(주),SB,정기,58-1,800.0,AAA(안정적),AAA (안정적),2021.06.23,2021.06.23 ( 17 : 05 ),,,전자단기사채,,,,,
한국수력원자력(주),SB,정기,57-3,800.0,AAA(안정적),AAA (안정적),2021.06.23,2021.06.23 ( 17 : 05 ),,,전자단기사채,,,,,
한국수력원자력(주),SB,정기,57-2,700.0,AAA(안정적),AAA (안정적),2021.06.23,2021.06.23 ( 17 : 05 ),,,전자단기사채,,,,,
한국수력원자력(주),SB,정기,57-1,1000.0,AAA(안정적),AAA (안정적),2021.06.23,2021.06.23 ( 17 : 05 ),,,전자단기사채,,,,,
한국수력원자력(주),SB,정기,56-3,1500.0,AAA(안정적),AAA (안정적),2021.06.23,2021.06.23 ( 17 : 05 ),,,전자단기사채,,,,,
한국수력원자력(주),SB,정기,56-2,900.0,AAA(안정적),AAA (안정적),2021.06.23,2021.06.23 ( 17 : 05 ),,,전자단기사채,,,,,
한국수력원자력(주),SB,정기,56-1,600.0,AAA(안정적),AAA (안정적),2021.06.23,2021.06.23 ( 17 : 05 ),,,전자단기사채,,,,,
한국수력원자력(주),SB,정기,55-2,500.0,AAA(안정적),AAA (안정적),2021.06.23,2021.06.23 ( 17 : 05 ),,,전자단기사채,,,,,
한국수력원자력(주),SB,정기,55-1,500.0,AAA(안정적),AAA (안정적),2021.06.23,2021.06.23 ( 17 : 05 ),,,전자단기사채,,,,,
한국수력원자력(주),SB,정기,54-3,700.0,AAA(안정적),AAA (안정적),2021.06.23,2021.06.23 ( 17 : 05 ),,,전자단기사채,,,,,
한국수력원자력(주),SB,정기,54-2,700.0,AAA(안정적),AAA (안정적),2021.06.23,2021.06.23 ( 17 : 05 ),,,전자단기사채,,,,,
한국수력원자력(주),SB,정기,54-1,500.0,AAA(안정적),AAA (안정적),2021.06.23,2021.06.23 ( 17 : 05 ),,,전자단기사채,,,,,
한국수력원자력(주),SB,정기,53-3,900.0,AAA(안정적),AAA (안정적),2021.06.23,2021.06.23 ( 17 : 05 ),,,전자단기사채,,,,,
한국수력원자력(주),SB,정기,53-2,1000.0,AAA(안정적),AAA (안정적),2021.06.23,2021.06.23 ( 17 : 05 ),,,전자단기사채,,,,,
한국수력원자력(주),SB,정기,53-1,600.0,AAA(안정적),AAA (안정적),2021.06.23,2021.06.23 ( 17 : 05 ),,,전자단기사채,,,,,
한국수력원자력(주),SB,정기,52-3,1400.0,AAA(안정적),AAA (안정적),2021.06.23,2021.06.23 ( 17 : 05 ),,,전자단기사채,,,,,
한국수력원자력(주),SB,정기,52-2,1200.0,AAA(안정적),AAA (안정적),2021.06.23,2021.06.23 ( 17 : 05 ),,,전자단기사채,,,,,
한국수력원자력(주),SB,정기,52-1,400.0,AAA(안정적),AAA (안정적),2021.06.23,2021.06.23 ( 17 : 05 ),,,전자단기사채,,,,,
한국수력원자력(주),SB,정기,51-2,500.0,AAA(안정적),AAA (안정적),2021.06.23,2021.06.23 ( 17 : 05 ),,,전자단기사채,,,,,
한국수력원자력(주),SB,정기,51-1,500.0,AAA(안정적),AAA (안정적),2021.06.23,2021.06.23 ( 17 : 05 ),,,전자단기사채,,,,,
한국수력원자력(주),SB,정기,50-3,700.0,AAA(안정적),AAA (안정적),2021.06.23,2021.06.23 ( 17 : 05 ),,,전자단기사채,,,,,
한국수력원자력(주),SB,정기,50-2,2000.0,AAA(안정적),AAA (안정적),2021.06.23,2021.06.23 ( 17 : 05 ),,,전자단기사채,,,,,
한국수력원자력(주),SB,정기,49-3,600.0,AAA(안정적),AAA (안정적),2021.06.23,2021.06.23 ( 17 : 05 ),,,전자단기사채,,,,,
한국수력원자력(주),SB,정기,49-2,1700.0,AAA(안정적),AAA (안정적),2021.06.23,2021.06.23 ( 17 : 05 ),,,전자단기사채,,,,,
한국수력원자력(주),SB,정기,48-4,900.0,AAA(안정적),AAA (안정적),2021.06.23,2021.06.23 ( 17 : 05 ),,,전자단기사채,,,,,
한국수력원자력(주),SB,정기,48-3,300.0,AAA(안정적),AAA (안정적),2021.06.23,2021.06.23 ( 17 : 05 ),,,전자단기사채,,,,,
한국수력원자력(주),SB,정기,48-2,200.0,AAA(안정적),AAA (안정적),2021.06.23,2021.06.23 ( 17 : 05 ),,,전자단기사채,,,,,
한국수력원자력(주),SB,정기,47-3,800.0,AAA(안정적),AAA (안정적),2021.06.23,2021.06.23 ( 17 : 05 ),,,전자단기사채,,,,,
한국수력원자력(주),SB,정기,47-2,700.0,AAA(안정적),AAA (안정적),2021.06.23,2021.06.23 ( 17 : 05 ),,,전자단기사채,,,,,
한국수력원자력(주),SB,정기,46-3,1500.0,AAA(안정적),AAA (안정적),2021.06.23,2021.06.23 ( 17 : 05 ),,,전자단기사채,,,,,
한국수력원자력(주),SB,정기,46-2,800.0,AAA(안정적),AAA (안정적),2021.06.23,2021.06.23 ( 17 : 05 ),,,전자단기사채,,,,,
한국수력원자력(주),SB,정기,45-3,1100.0,AAA(안정적),AAA (안정적),2021.06.23,2021.06.23 ( 17 : 05 ),,,전자단기사채,,,,,
한국수력원자력(주),SB,정기,45-2,500.0,AAA(안정적),AAA (안정적),2021.06.23,2021.06.23 ( 17 : 05 ),,,전자단기사채,,,,,
한국수력원자력(주),SB,정기,44-3,1500.0,AAA(안정적),AAA (안정적),2021.06.23,2021.06.23 ( 17 : 05 ),,,전자단기사채,,,,,
한국수력원자력(주),SB,정기,44-2,400.0,AAA(안정적),AAA (안정적),2021.06.23,2021.06.23 ( 17 : 05 ),,,전자단기사채,,,,,
한국수력원자력(주),SB,정기,43-3,900.0,AAA(안정적),AAA (안정적),2021.06.23,2021.06.23 ( 17 : 05 ),,,전자단기사채,,,,,
한국수력원자력(주),SB,정기,43-2,2200.0,AAA(안정적),AAA (안정적),2021.06.23,2021.06.23 ( 17 : 05 ),,,전자단기사채,,,,,
한국수력원자력(주),SB,정기,42-3,1000.0,AAA(안정적),AAA (안정적),2021.06.23,2021.06.23 ( 17 : 05 ),,,전자단기사채,,,,,
한국수력원자력(주),SB,정기,42-2,1000.0,AAA(안정적),AAA (안정적),2021.06.23,2021.06.23 ( 17 : 05 ),,,전자단기사채,,,,,
한국수력원자력(주),SB,정기,41-2,1300.0,AAA(안정적),AAA (안정적),2021.06.23,2021.06.23 ( 17 : 05 ),,,전자단기사채,,,,,
한국수력원자력(주),SB,정기,40-2,1400.0,AAA(안정적),AAA (안정적),2021.06.23,2021.06.23 ( 17 : 05 ),,,전자단기사채,,,,,
한국수력원자력(주),SB,정기,39-2,900.0,AAA(안정적),AAA (안정적),2021.06.23,2021.06.23 ( 17 : 05 ),,,전자단기사채,,,,,
한국수력원자력(주),SB,정기,38-3,900.0,AAA(안정적),AAA (안정적),2021.06.23,2021.06.23 ( 17 : 05 ),,,전자단기사채,,,,,
한국수력원자력(주),SB,정기,38-2,1000.0,AAA(안정적),AAA (안정적),2021.06.23,2021.06.23 ( 17 : 05 ),,,전자단기사채,,,,,
한국수력원자력(주),SB,정기,37-3,1200.0,AAA(안정적),AAA (안정적),2021.06.23,2021.06.23 ( 17 : 05 ),,,전자단기사채,,,,,
한국수력원자력(주),SB,정기,37-2,1000.0,AAA(안정적),AAA (안정적),2021.06.23,2021.06.23 ( 17 : 05 ),,,전자단기사채,,,,,
한국수력원자력(주),SB,정기,36-3,1000.0,AAA(안정적),AAA (안정적),2021.06.23,2021.06.23 ( 17 : 05 ),,,전자단기사채,,,,,
한국수력원자력(주),SB,정기,36-2,1000.0,AAA(안정적),AAA (안정적),2021.06.23,2021.06.23 ( 17 : 05 ),,,전자단기사채,,,,,
한국수력원자력(주),SB,정기,35-3,1000.0,AAA(안정적),AAA (안정적),2021.06.23,2021.06.23 ( 17 : 05 ),,,전자단기사채,,,,,
한국수력원자력(주),SB,정기,35-2,1000.0,AAA(안정적),AAA (안정적),2021.06.23,2021.06.23 ( 17 : 05 ),,,전자단기사채,,,,,
한국수력원자력(주),SB,정기,34-2,1000.0,AAA(안정적),AAA (안정적),2021.06.23,2021.06.23 ( 17 : 05 ),,,전자단기사채,,,,,
한국수력원자력(주),SB,정기,34-1,1000.0,AAA(안정적),AAA (안정적),2021.06.23,2021.06.23 ( 17 : 05 ),,,전자단기사채,,,,,
한국수력원자력(주),SB,정기,33-2,1000.0,AAA(안정적),AAA (안정적),2021.06.23,2021.06.23 ( 17 : 05 ),,,전자단기사채,,,,,
한국수력원자력(주),SB,정기,33-1,1000.0,AAA(안정적),AAA (안정적),2021.06.23,2021.06.23 ( 17 : 05 ),,,전자단기사채,,,,,
한국수력원자력(주),SB,정기,32-3,1300.0,AAA(안정적),AAA (안정적),2021.06.23,2021.06.23 ( 17 : 05 ),,,전자단기사채,,,,,
한국수력원자력(주),SB,정기,32-2,1000.0,AAA(안정적),AAA (안정적),2021.06.23,2021.06.23 ( 17 : 05 ),,,전자단기사채,,,,,
한국수력원자력(주),SB,정기,31-3,1500.0,AAA(안정적),AAA (안정적),2021.06.23,2021.06.23 ( 17 : 05 ),,,전자단기사채,,,,,
한국수력원자력(주),SB,정기,31-2,1000.0,AAA(안정적),AAA (안정적),2021.06.23,2021.06.23 ( 17 : 05 ),,,전자단기사채,,,,,
한국수력원자력(주),SB,정기,30-3,500.0,AAA(안정적),AAA (안정적),2021.06.23,2021.06.23 ( 17 : 05 ),,,전자단기사채,,,,,
한국수력원자력(주),SB,정기,30-2,1500.0,AAA(안정적),AAA (안정적),2021.06.23,2021.06.23 ( 17 : 05 ),,,전자단기사채,,,,,
한국수력원자력(주),SB,정기,29-3,1000.0,AAA(안정적),AAA (안정적),2021.06.23,2021.06.23 ( 17 : 05 ),,,전자단기사채,,,,,
한국수력원자력(주),SB,정기,29-2,1000.0,AAA(안정적),AAA (안정적),2021.06.23,2021.06.23 ( 17 : 05 ),,,전자단기사채,,,,,
한국수력원자력(주),SB,정기,27-3,1000.0,AAA(안정적),AAA (안정적),2021.06.23,2021.06.23 ( 17 : 05 ),,,전자단기사채,,,,,
한국수력원자력(주),SB,정기,26-2,1000.0,AAA(안정적),AAA (안정적),2021.06.23,2021.06.23 ( 17 : 05 ),,,전자단기사채,,,,,
한국수력원자력(주),SB,정기,17-2,1000.0,AAA(안정적),AAA (안정적),2021.06.23,2021.06.23 ( 17 : 05 ),,,전자단기사채,,,,,
한국수력원자력(주),SB,정기,028,1000.0,AAA(안정적),AAA (안정적),2021.06.23,2021.06.23 ( 17 : 05 ),,,전자단기사채,,,,,
한국수력원자력(주),SB,정기,011,1000.0,AAA(안정적),AAA (안정적),2021.06.23,2021.06.23 ( 17 : 05 ),,,전자단기사채,,,,,
(주)한국스탠다드차타드은행,Covered Bond,본,제2021-2회 이중상환청구권부채권,2500.0,,AAA,2021.07.07,2021.07.08 ( 10 : 22 ),,,전자단기사채,,,,,
(주)한국스탠다드차타드은행,FB,본,스탠다드차타드은행21-07이01-02,600.0,,AAA (안정적),2021.06.30,2021.06.30 ( 14 : 00 ),,,전자단기사채,,,,,
(주)한국스탠다드차타드은행,FB,본,스탠다드차타드은행21-07-이02-09,2500.0,,AAA (안정적),2021.06.30,2021.06.30 ( 14 : 00 ),,,전자단기사채,,,,,
(주)한국씨티은행,FB,본,25-07,,,AAA (안정적),2021.06.30,2021.06.30 ( 14 : 00 ),,,전자단기사채,,,,,
한국자산관리공사,PFB,정기,046,2000.0,AAA(안정적),AAA (안정적),2021.06.29,2021.06.29 ( 13 : 52 ),,,전자단기사채,,,,,
한국자산관리공사,PFB,정기,045,2000.0,AAA(안정적),AAA (안정적),2021.06.29,2021.06.29 ( 13 : 52 ),,,전자단기사채,,,,,
한국자산관리공사,PFB,정기,044,1600.0,AAA(안정적),AAA (안정적),2021.06.29,2021.06.29 ( 13 : 52 ),,,전자단기사채,,,,,
한국자산관리공사,PFB,정기,043,1000.0,AAA(안정적),AAA (안정적),2021.06.29,2021.06.29 ( 13 : 52 ),,,전자단기사채,,,,,
한국자산관리공사,PFB,정기,042,1000.0,AAA(안정적),AAA (안정적),2021.06.29,2021.06.29 ( 13 : 52 ),,,전자단기사채,,,,,
한국자산관리공사,PFB,정기,041,2000.0,AAA(안정적),AAA (안정적),2021.06.29,2021.06.29 ( 13 : 52 ),,,전자단기사채,,,,,
한국자산관리공사,PFB,정기,040,1500.0,AAA(안정적),AAA (안정적),2021.06.29,2021.06.29 ( 13 : 52 ),,,전자단기사채,,,,,
한국자산관리공사,PFB,정기,039,1000.0,AAA(안정적),AAA (안정적),2021.06.29,2021.06.29 ( 13 : 52 ),,,전자단기사채,,,,,
한국자산관리공사,PFB,정기,038,3000.0,AAA(안정적),AAA (안정적),2021.06.29,2021.06.29 ( 13 : 52 ),,,전자단기사채,,,,,
한국자산관리공사,PFB,정기,037,900.0,AAA(안정적),AAA (안정적),2021.06.29,2021.06.29 ( 13 : 52 ),,,전자단기사채,,,,,
한국자산관리공사,PFB,정기,036,1000.0,AAA(안정적),AAA (안정적),2021.06.29,2021.06.29 ( 13 : 52 ),,,전자단기사채,,,,,
한국자산관리공사,PFB,정기,035,1000.0,AAA(안정적),AAA (안정적),2021.06.29,2021.06.29 ( 13 : 52 ),,,전자단기사채,,,,,
한국자산관리공사,PFB,정기,034,1000.0,AAA(안정적),AAA (안정적),2021.06.29,2021.06.29 ( 13 : 52 ),,,전자단기사채,,,,,
한국자산관리공사,PFB,정기,033,1000.0,AAA(안정적),AAA (안정적),2021.06.29,2021.06.29 ( 13 : 52 ),,,전자단기사채,,,,,
한국자산신탁(주),FB,정기,6-2,610.0,A-(안정적),A- (안정적),2021.06.25,2021.06.25 ( 18 : 47 ),,,전자단기사채,,,,,
한국자산신탁(주),FB,정기,3-2,350.0,A-(안정적),A- (안정적),2021.06.25,2021.06.25 ( 18 : 47 ),,,전자단기사채,,,,,
한국전력공사,PFB,정기,986,2000.0,AAA(안정적),AAA (안정적),2021.06.30,2021.06.30 ( 14 : 49 ),,,전자단기사채,,,,,
한국전력공사,PFB,정기,974,2000.0,AAA(안정적),AAA (안정적),2021.06.30,2021.06.30 ( 14 : 49 ),,,전자단기사채,,,,,
한국전력공사,PFB,정기,916,1000.0,AAA(안정적),AAA (안정적),2021.06.30,2021.06.30 ( 14 : 49 ),,,전자단기사채,,,,,
